bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1,811,117,,14.4,,85.0,84.1,O
10,650,44,,6.8,,72.9,77.8,X
11,604,34,,5.6,,55.2,77.7,X
12,570,32,,5.6,,74.3,67.3,X
13,499,40,,8.0,,100.4,61.9,X
14,426,18,,4.2,,122.7,98.9,O
15,277,14,,5.1,,30.3,46.2,X
16,216,12,,5.6,,107.0,67.6,X
2,805,94,,11.7,,69.2,71.0,X
3,785,86,,11.0,,100.2,95.7,O
4,779,84,,10.8,,85.0,86.1,O
5,767,73,,9.5,,64.1,81.4,O
6,758,70,,9.2,,98.0,84.7,O
7,722,47,,6.5,,56.0,83.8,O
8,734,41,,5.6,,80.7,77.9,X
9,693,49,,7.1,,66.6,71.0,X
