bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
稍重|0,2776,212,,7.6,,85.5,75.4,X
稍重|1,4376,528,,12.1,,66.4,74.9,X
稍重|2,10685,1116,,10.4,,74.2,79.9,X
稍重|3,11424,953,,8.3,,81.1,82.1,O
稍重|4,7168,456,,6.4,,70.9,72.5,X
良|0,8359,669,,8.0,,82.5,78.7,X
良|1,13467,1612,,12.0,,76.2,77.1,X
良|2,32106,3404,,10.6,,81.8,79.0,X
良|3,34674,2784,,8.0,,80.0,80.5,O
良|4,22031,1365,,6.2,,75.8,77.4,X
重以上|0,1940,150,,7.7,,102.1,75.7,X
重以上|1,3704,472,,12.7,,80.8,81.0,O
重以上|2,9040,979,,10.8,,84.8,81.6,O
重以上|3,9929,734,,7.4,,65.2,76.1,X
重以上|4,6282,391,,6.2,,76.2,78.2,X
