bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
01,3195,304,,9.5,,80.1,73.6,X
02,3190,295,,9.2,,80.5,85.1,O
03,3125,271,,8.7,,95.2,77.3,X
04,3181,246,,7.7,,65.3,70.1,X
05,3173,296,,9.3,,78.3,82.8,O
06,3142,296,,9.4,,88.8,78.0,X
07,3107,264,,8.5,,68.1,74.7,X
08,3070,289,,9.4,,85.8,75.6,X
09,2945,269,,9.1,,76.0,73.7,X
10,2799,251,,9.0,,83.6,84.9,O
11,2613,203,,7.8,,67.5,76.4,X
12,2385,221,,9.3,,73.0,67.8,X
13,2167,168,,7.8,,80.6,78.0,X
14,1932,154,,8.0,,78.6,87.2,O
15,1560,130,,8.3,,95.6,81.2,O
16,1352,102,,7.5,,70.1,79.7,X
17,382,32,,8.4,,86.9,103.5,O
18,336,34,,10.1,,91.7,94.2,O
