bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A|A,4803,451,,9.4,,83.1,74.1,X
A|B,2964,218,,7.4,,89.8,77.5,X
A|C,1115,37,,3.3,,42.6,63.6,X
A|D,279,13,,4.7,,88.3,82.5,O
A|S,6568,1059,,16.1,,83.6,81.0,O
B|A,2635,224,,8.5,,84.3,78.4,X
B|B,2052,141,,6.9,,72.9,83.0,O
B|C,1071,44,,4.1,,46.7,85.8,O
B|D,368,21,,5.7,,153.9,59.0,X
B|S,2480,286,,11.5,,73.4,83.6,O
C|A,2167,166,,7.7,,79.4,79.5,X
C|B,2160,129,,6.0,,78.8,79.7,X
C|C,1247,65,,5.2,,95.2,87.9,O
C|D,448,13,,2.9,,24.0,61.0,X
C|S,1340,163,,12.2,,103.5,82.4,O
D|A,1705,127,,7.4,,71.3,76.8,X
D|B,1896,107,,5.6,,79.0,68.7,X
D|C,1260,70,,5.6,,86.0,85.7,O
D|D,519,21,,4.0,,51.2,49.3,X
D|S,1049,115,,11.0,,68.9,73.5,X
E|A,353,23,,6.5,,128.2,88.9,O
E|B,602,37,,6.1,,74.9,83.1,O
E|C,454,19,,4.2,,71.3,66.9,X
E|D,286,6,,2.1,,23.4,94.9,O
E|S,293,24,,8.2,,51.1,97.4,O
