bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
05|16,6570,567,,8.6,,81.6,75.9,X
05|17,6653,556,,8.4,,76.8,80.1,O
05|18,6437,557,,8.7,,77.5,77.8,X
05|19,5942,526,,8.9,,72.7,75.5,X
05|20,5740,505,,8.8,,80.4,76.8,X
05|21,5750,494,,8.6,,75.5,78.0,X
05|22,5431,492,,9.1,,75.3,74.7,X
05|23,5436,491,,9.0,,76.1,76.4,X
05|24,5481,505,,9.2,,80.0,78.3,X
05|25,5126,466,,9.1,,86.7,81.3,O
10|16,2307,182,,7.9,,91.5,83.0,O
10|17,2325,185,,8.0,,80.9,76.9,X
10|18,2166,184,,8.5,,71.2,77.8,X
10|19,2514,199,,7.9,,79.5,79.9,X
10|20,2753,217,,7.9,,70.7,80.4,O
10|21,2731,224,,8.2,,76.1,79.1,X
10|22,2601,217,,8.3,,62.0,78.3,X
10|23,2662,220,,8.3,,81.7,75.8,X
10|24,2574,226,,8.8,,79.5,77.2,X
10|25,2487,213,,8.6,,82.9,75.2,X
16|16,884,72,,8.1,,69.8,75.5,X
16|17,898,72,,8.0,,84.0,75.9,X
16|18,825,72,,8.7,,79.4,78.6,X
16|19,911,76,,8.3,,88.7,83.4,O
16|20,1136,87,,7.7,,73.8,80.9,O
16|21,1229,92,,7.5,,83.8,83.3,O
16|22,1138,91,,8.0,,65.6,77.2,X
16|23,1099,87,,7.9,,67.6,75.5,X
16|24,1115,91,,8.2,,74.0,69.9,X
16|25,1143,92,,8.0,,96.4,79.0,X
A1|16,1045,89,,8.5,,101.5,76.8,X
A1|17,1044,88,,8.4,,67.2,76.0,X
A1|18,1047,89,,8.5,,94.2,80.4,O
A1|19,1127,91,,8.1,,89.7,80.1,O
A1|20,1152,100,,8.7,,89.7,72.5,X
A1|21,1088,99,,9.1,,90.7,87.3,O
A1|22,1102,99,,9.0,,80.8,78.5,X
A1|23,1109,93,,8.4,,108.3,82.2,O
A1|24,1190,101,,8.5,,97.0,87.1,O
A1|25,1135,97,,8.5,,66.6,77.6,X
A3|16,6686,616,,9.2,,83.1,83.7,O
A3|17,6862,620,,9.0,,79.4,80.9,O
A3|18,6579,615,,9.3,,82.5,82.4,O
A3|19,6627,624,,9.4,,79.9,79.3,X
A3|20,6775,625,,9.2,,76.5,79.8,X
A3|21,6644,635,,9.6,,79.7,78.8,X
A3|22,6152,615,,10.0,,76.5,81.2,O
A3|23,6099,599,,9.8,,79.5,80.3,O
A3|24,6117,609,,10.0,,76.3,78.7,X
A3|25,6276,612,,9.8,,70.6,80.2,O
OP|16,678,57,,8.4,,67.4,67.6,X
OP|17,698,57,,8.2,,84.3,75.0,X
OP|18,680,58,,8.5,,89.7,87.0,O
OP|19,711,58,,8.2,,62.2,75.0,X
OP|20,802,65,,8.1,,66.9,78.9,X
OP|21,890,64,,7.2,,67.7,78.8,X
OP|22,898,70,,7.8,,75.4,78.3,X
OP|23,874,72,,8.2,,63.5,76.0,X
OP|24,878,74,,8.4,,85.2,79.0,X
OP|25,942,76,,8.1,,91.1,77.6,X
