bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
稍重|10.0,68,3,,4.4,,38.6,45.7,X
稍重|11.0,86,1,,1.2,,1.9,11.3,X
稍重|12.0,125,4,,3.2,,31.0,43.4,X
稍重|13.0,124,9,,7.3,,248.9,157.3,O
稍重|14.0,193,10,,5.2,,26.6,57.1,X
稍重|15.0,208,11,,5.3,,85.1,45.0,X
稍重|16.0,236,11,,4.7,,36.7,45.7,X
稍重|17.0,275,17,,6.2,,66.4,102.2,O
稍重|18.0,330,17,,5.2,,20.6,62.4,X
稍重|19.0,329,17,,5.2,,98.8,65.5,X
稍重|20.0,416,28,,6.7,,37.0,59.7,X
稍重|21.0,425,29,,6.8,,61.5,94.0,O
稍重|22.0,492,32,,6.5,,44.0,71.3,X
稍重|23.0,581,34,,5.9,,81.2,90.2,O
稍重|24.0,639,42,,6.6,,100.4,89.1,O
稍重|25.0,608,43,,7.1,,93.6,79.4,X
稍重|26.0,678,56,,8.3,,54.9,86.5,O
稍重|27.0,762,63,,8.3,,107.2,80.6,O
稍重|28.0,834,58,,7.0,,73.5,73.1,X
稍重|29.0,868,69,,7.9,,73.4,74.6,X
稍重|30.0,963,88,,9.1,,71.8,73.2,X
稍重|31.0,911,74,,8.1,,77.4,74.6,X
稍重|32.0,1002,91,,9.1,,71.5,83.9,O
稍重|33.0,1016,89,,8.8,,81.5,75.3,X
稍重|34.0,1031,81,,7.9,,72.8,68.2,X
稍重|35.0,1093,92,,8.4,,68.4,82.2,O
稍重|36.0,1051,102,,9.7,,68.8,88.2,O
稍重|37.0,1087,104,,9.6,,98.9,81.5,O
稍重|38.0,1088,109,,10.0,,77.5,79.1,X
稍重|39.0,1076,89,,8.3,,46.9,68.3,X
稍重|40.0,1038,114,,11.0,,97.2,82.8,O
稍重|41.0,1027,101,,9.8,,84.6,79.7,X
稍重|42.0,987,96,,9.7,,67.7,81.4,O
稍重|43.0,1034,114,,11.0,,72.8,72.8,X
稍重|44.0,953,96,,10.1,,73.3,82.7,O
稍重|45.0,995,98,,9.8,,60.3,81.0,O
稍重|46.0,909,81,,8.9,,48.2,66.3,X
稍重|47.0,897,106,,11.8,,91.7,86.9,O
稍重|48.0,802,84,,10.5,,98.2,82.6,O
稍重|49.0,784,75,,9.6,,55.9,62.9,X
稍重|50.0,706,78,,11.0,,75.4,65.7,X
稍重|51.0,678,79,,11.7,,96.0,84.4,O
稍重|52.0,633,73,,11.5,,103.3,79.9,X
稍重|53.0,569,58,,10.2,,82.0,86.7,O
稍重|54.0,542,48,,8.9,,45.5,82.2,O
稍重|55.0,481,49,,10.2,,69.2,84.4,O
稍重|56.0,435,48,,11.0,,74.2,85.9,O
稍重|57.0,443,39,,8.8,,85.8,84.5,O
稍重|58.0,429,40,,9.3,,126.3,87.7,O
稍重|59.0,307,32,,10.4,,81.1,66.0,X
稍重|60.0,262,30,,11.5,,88.8,75.4,X
稍重|61.0,233,27,,11.6,,85.5,78.7,X
稍重|62.0,232,27,,11.6,,107.5,76.3,X
稍重|63.0,220,20,,9.1,,54.1,82.6,O
稍重|64.0,183,18,,9.8,,84.2,78.8,X
稍重|65.0,177,15,,8.5,,53.6,72.5,X
稍重|66.0,165,13,,7.9,,69.8,84.1,O
稍重|67.0,114,12,,10.5,,54.4,91.4,O
稍重|68.0,96,6,,6.2,,52.9,79.4,X
稍重|69.0,89,7,,7.9,,73.8,64.9,X
稍重|7.0,30,1,,3.3,,4.3,15.6,X
稍重|70.0,84,7,,8.3,,55.5,112.1,O
稍重|71.0,64,8,,12.5,,72.8,120.2,O
稍重|72.0,59,1,,1.7,,43.0,73.2,X
稍重|73.0,37,6,,16.2,,116.1,102.7,O
稍重|74.0,39,2,,5.1,,3.4,76.3,X
稍重|8.0,53,1,,1.9,,5.3,30.5,X
稍重|9.0,70,4,,5.7,,66.0,62.8,X
良|0.0,57,1,,1.8,,14.3,28.0,X
良|10.0,224,12,,5.4,,92.2,61.4,X
良|11.0,313,18,,5.8,,92.0,81.2,O
良|12.0,388,23,,5.9,,86.5,62.1,X
良|13.0,431,26,,6.0,,113.7,78.9,X
良|14.0,510,15,,2.9,,34.4,79.5,X
良|15.0,624,31,,5.0,,70.4,63.2,X
良|16.0,744,43,,5.8,,107.9,85.9,O
良|17.0,861,44,,5.1,,69.4,78.8,X
良|18.0,986,63,,6.4,,95.7,73.4,X
良|19.0,1041,63,,6.1,,116.9,90.1,O
良|2.0,35,0,,0.0,,0.0,54.6,X
良|20.0,1208,82,,6.8,,101.0,70.1,X
良|21.0,1398,85,,6.1,,82.4,93.2,O
良|22.0,1564,102,,6.5,,76.6,80.7,O
良|23.0,1637,115,,7.0,,103.6,84.1,O
良|24.0,1938,137,,7.1,,73.5,70.0,X
良|25.0,2108,153,,7.3,,89.6,81.0,O
良|26.0,2130,137,,6.4,,60.7,78.3,X
良|27.0,2361,184,,7.8,,69.7,73.3,X
良|28.0,2533,198,,7.8,,81.1,77.6,X
良|29.0,2708,211,,7.8,,58.7,73.1,X
良|3.0,48,1,,2.1,,1.9,95.9,O
良|30.0,2827,233,,8.2,,75.0,72.8,X
良|31.0,2902,237,,8.2,,71.7,69.7,X
良|32.0,2972,248,,8.3,,91.9,91.2,O
良|33.0,3144,282,,9.0,,88.5,76.6,X
良|34.0,3114,276,,8.9,,74.9,77.9,X
良|35.0,3223,280,,8.7,,71.7,78.6,X
良|36.0,3243,275,,8.5,,79.6,76.9,X
良|37.0,3252,304,,9.3,,86.2,78.5,X
良|38.0,3293,288,,8.7,,78.8,76.5,X
良|39.0,3274,328,,10.0,,79.4,79.9,X
良|4.0,81,2,,2.5,,4.5,118.7,O
良|40.0,3297,306,,9.3,,87.9,82.3,O
良|41.0,3115,294,,9.4,,65.3,81.4,O
良|42.0,3200,301,,9.4,,80.5,77.1,X
良|43.0,2996,301,,10.0,,74.5,74.3,X
良|44.0,3043,316,,10.4,,81.2,81.3,O
良|45.0,2888,321,,11.1,,83.8,84.3,O
良|46.0,2713,258,,9.5,,61.1,72.7,X
良|47.0,2596,293,,11.3,,77.0,79.7,X
良|48.0,2514,257,,10.2,,78.1,78.6,X
良|49.0,2379,248,,10.4,,84.1,79.2,X
良|5.0,72,7,,9.7,,99.0,107.4,O
良|50.0,2219,226,,10.2,,80.1,77.9,X
良|51.0,2071,260,,12.6,,93.9,84.9,O
良|52.0,1990,225,,11.3,,86.3,83.4,O
良|53.0,1761,175,,9.9,,74.6,83.4,O
良|54.0,1667,183,,11.0,,75.6,84.7,O
良|55.0,1540,146,,9.5,,83.4,88.4,O
良|56.0,1331,138,,10.4,,83.4,76.1,X
良|57.0,1219,123,,10.1,,81.5,75.8,X
