bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
稍重|1,57,6,,10.5,,24.0,68.6,X
稍重|11,523,54,,10.3,,98.0,86.4,O
稍重|111,753,93,,12.4,,91.3,89.6,O
稍重|112,30,5,,16.7,,180.3,95.8,O
稍重|113,31,2,,6.5,,37.3,87.2,O
稍重|121,2243,229,,10.2,,84.2,83.3,O
稍重|122,3243,311,,9.6,,69.0,85.2,O
稍重|132,2199,167,,7.6,,60.3,71.8,X
稍重|133,1505,126,,8.4,,81.1,78.9,X
稍重|2,128,9,,7.0,,54.3,76.9,X
稍重|21,2711,264,,9.7,,78.2,78.0,X
稍重|211,700,84,,12.0,,84.3,75.0,X
稍重|212,321,46,,14.3,,56.9,70.1,X
稍重|213,361,29,,8.0,,88.7,92.7,O
稍重|22,1645,137,,8.3,,77.1,78.2,X
稍重|221,1682,148,,8.8,,87.5,84.2,O
稍重|222,3645,357,,9.8,,78.9,80.1,O
稍重|223,277,14,,5.1,,32.3,75.4,X
稍重|232,2062,175,,8.5,,89.5,76.9,X
稍重|233,2264,176,,7.8,,48.2,73.9,X
稍重|32,2828,244,,8.6,,86.6,72.1,X
稍重|321,340,27,,7.9,,67.8,81.0,O
稍重|322,552,48,,8.7,,61.2,73.1,X
稍重|323,414,25,,6.0,,37.0,62.3,X
稍重|33,589,44,,7.5,,84.1,88.4,O
稍重|332,272,24,,8.8,,130.4,66.1,X
稍重|333,164,18,,11.0,,84.8,61.2,X
良|1,226,19,,8.4,,72.2,125.8,O
良|11,1350,129,,9.6,,70.9,77.8,X
良|111,2208,237,,10.7,,91.3,79.5,X
良|112,83,6,,7.2,,105.7,86.3,O
良|113,82,9,,11.0,,35.9,59.6,X
良|121,6469,632,,9.8,,93.4,83.1,O
良|122,10244,954,,9.3,,75.9,80.5,O
良|123,30,2,,6.7,,20.7,62.9,X
良|132,6468,507,,7.8,,73.8,80.7,O
良|133,4887,380,,7.8,,80.7,77.1,X
良|2,374,33,,8.8,,70.7,73.7,X
良|21,7917,707,,8.9,,71.7,78.2,X
良|211,2104,243,,11.5,,99.1,82.3,O
良|212,928,107,,11.5,,89.1,80.9,O
良|213,1069,110,,10.3,,80.9,77.1,X
良|22,4512,377,,8.4,,72.3,71.1,X
良|221,5148,506,,9.8,,81.1,81.9,O
良|222,12448,1163,,9.3,,74.6,80.5,O
良|223,773,78,,10.1,,98.6,71.9,X
良|232,6786,610,,9.0,,82.4,79.4,X
良|233,8465,744,,8.8,,75.8,77.3,X
良|3,35,3,,8.6,,23.4,75.1,X
良|311,84,12,,14.3,,78.9,91.0,O
良|32,7701,589,,7.6,,75.0,73.1,X
良|321,837,82,,9.8,,102.3,79.8,X
良|322,1450,123,,8.5,,88.6,72.1,X
良|323,1265,82,,6.5,,74.9,64.2,X
良|33,1552,96,,6.2,,77.0,73.9,X
良|331,58,4,,6.9,,69.7,108.9,O
良|332,773,69,,8.9,,76.2,78.5,X
良|333,437,24,,5.5,,67.2,61.5,X
重以上|1,104,7,,6.7,,83.7,95.5,O
重以上|11,380,38,,10.0,,86.1,64.7,X
重以上|111,707,72,,10.2,,79.7,75.7,X
重以上|112,43,3,,7.0,,23.4,34.4,X
重以上|113,32,4,,12.5,,68.9,64.7,X
重以上|121,1971,171,,8.7,,66.1,78.7,X
重以上|122,3005,275,,9.2,,89.6,83.0,O
重以上|132,1894,163,,8.6,,81.3,88.4,O
重以上|133,1377,92,,6.7,,65.0,77.6,X
重以上|2,119,13,,10.9,,36.3,95.2,O
重以上|21,2243,227,,10.1,,102.2,83.4,O
重以上|211,589,56,,9.5,,96.4,105.9,O
重以上|212,288,27,,9.4,,64.1,92.7,O
重以上|213,317,21,,6.6,,47.4,78.9,X
重以上|22,1195,105,,8.8,,72.1,73.3,X
重以上|221,1472,134,,9.1,,85.8,85.8,O
重以上|222,3161,320,,10.1,,76.1,74.7,X
重以上|223,228,17,,7.5,,36.8,82.5,O
重以上|232,1875,146,,7.8,,63.2,75.5,X
重以上|233,2000,185,,9.2,,75.6,75.7,X
重以上|32,2216,178,,8.0,,78.3,76.6,X
重以上|321,253,19,,7.5,,72.1,73.2,X
重以上|322,468,44,,9.4,,66.8,85.9,O
重以上|323,389,33,,8.5,,90.5,73.9,X
重以上|33,491,38,,7.7,,63.8,74.5,X
重以上|332,233,18,,7.7,,69.3,69.1,X
重以上|333,126,9,,7.1,,33.6,53.1,X
