bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
稍重|1,2221,287,,12.9,,70.8,75.8,X
稍重|2,3762,423,,11.2,,71.9,76.2,X
稍重|3,6314,657,,10.4,,80.3,79.6,X
稍重|5,9494,837,,8.8,,75.6,79.1,X
稍重|6,3746,280,,7.5,,70.1,75.4,X
稍重|7,4083,316,,7.7,,74.7,75.2,X
稍重|8,6750,460,,6.8,,78.6,80.5,O
稍重|9,49,4,,8.2,,81.3,88.1,O
良|1,6950,950,,13.7,,78.3,75.8,X
良|2,11652,1258,,10.8,,84.0,79.4,X
良|3,19253,1941,,10.1,,81.8,79.1,X
良|5,28720,2560,,8.9,,82.7,81.4,O
良|6,11159,932,,8.4,,80.9,78.9,X
良|7,12447,939,,7.5,,73.2,78.5,X
良|8,20279,1235,,6.1,,73.3,76.1,X
良|9,117,13,,11.1,,95.4,91.7,O
重以上|1,1956,261,,13.3,,93.5,85.3,O
重以上|2,3222,341,,10.6,,74.8,80.8,O
重以上|3,5362,532,,9.9,,83.6,77.4,X
重以上|5,8010,719,,9.0,,73.7,78.6,X
重以上|6,3084,259,,8.4,,74.3,83.0,O
重以上|7,3425,259,,7.6,,79.7,76.7,X
重以上|8,5748,343,,6.0,,68.7,75.3,X
重以上|9,70,11,,15.7,,316.2,108.1,O
