bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
01,104,11,,10.6,,72.1,89.5,O
02,1249,97,,7.8,,56.9,60.6,X
03,1241,87,,7.0,,71.8,80.9,O
04,99,6,,6.1,,94.1,88.1,O
06,222,31,,14.0,,159.5,106.7,O
07,124,8,,6.5,,28.7,84.0,O
09,129,11,,8.5,,154.8,114.2,O
10,5424,521,,9.6,,80.3,82.5,O
11,1485,155,,10.4,,94.9,89.8,O
12,93,8,,8.6,,47.1,99.6,O
17,72,11,,15.3,,134.4,71.2,X
18,1554,137,,8.8,,69.8,77.9,X
19,697,44,,6.3,,67.9,71.3,X
20,51,5,,9.8,,60.3,74.2,X
21,194,14,,7.2,,46.4,71.6,X
22,4015,355,,8.8,,81.4,78.8,X
23,2835,240,,8.5,,67.5,74.1,X
24,331,26,,7.9,,86.1,78.4,X
