bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
10.0,191,5,,2.6,,33.3,92.2,O
10.3,33,2,,6.1,,53.7,82.7,O
11.0,55,5,,9.1,,119.1,90.7,O
12.0,57,5,,8.8,,45.8,36.4,X
12.3,37,1,,2.7,,5.9,89.1,O
13.0,106,4,,3.8,,89.4,144.6,O
13.3,30,1,,3.3,,14.8,23.4,X
14.0,108,9,,8.3,,110.2,100.0,O
14.1,34,0,,0.0,,0.0,13.9,X
14.2,40,4,,10.0,,69.2,121.9,O
14.3,39,4,,10.3,,109.0,72.1,X
15.0,42,5,,11.9,,162.2,84.3,O
16.0,31,10,,32.3,,76.9,133.0,O
19.0,50,2,,4.0,,48.5,103.8,O
20.0,32,1,,3.1,,21.8,103.8,O
