bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1,387,32,,8.3,,67.8,110.0,O
11,2253,221,,9.8,,79.7,77.4,X
111,3668,402,,11.0,,89.1,80.9,O
112,156,14,,9.0,,95.5,73.3,X
113,145,15,,10.3,,43.2,66.4,X
121,10683,1032,,9.7,,86.4,82.3,O
122,16492,1540,,9.3,,77.1,81.8,O
123,45,5,,11.1,,45.4,73.6,X
132,10561,837,,7.9,,72.4,80.3,O
133,7769,598,,7.7,,78.2,77.5,X
2,621,55,,8.9,,60.8,78.5,X
21,12871,1198,,9.3,,78.6,79.1,X
211,3393,383,,11.3,,95.7,84.9,O
212,1537,180,,11.7,,77.7,80.9,O
213,1747,160,,9.2,,76.2,80.6,O
22,7352,619,,8.4,,73.3,73.0,X
221,8302,788,,9.5,,83.2,83.0,O
222,19254,1840,,9.6,,75.6,79.5,X
223,1278,109,,8.5,,73.8,74.6,X
232,10723,931,,8.7,,80.6,78.3,X
233,12729,1105,,8.7,,70.9,76.4,X
3,69,5,,7.2,,16.4,73.9,X
311,106,15,,14.2,,75.6,86.9,O
32,12745,1011,,7.9,,78.1,73.5,X
321,1430,128,,9.0,,89.1,78.9,X
322,2470,215,,8.7,,78.8,74.9,X
323,2068,140,,6.8,,70.6,65.7,X
33,2632,178,,6.8,,75.9,77.0,X
331,95,9,,9.5,,114.2,91.8,O
332,1278,111,,8.7,,86.4,74.3,X
333,727,51,,7.0,,65.7,60.1,X
