bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
0,1063,232,,21.8,,77.8,87.8,O
1,299,62,,20.7,,101.1,74.5,X
10,591,37,,6.3,,93.0,92.8,O
11,489,33,,6.7,,82.1,80.4,O
12,427,18,,4.2,,39.2,67.6,X
13,379,14,,3.7,,78.5,59.8,X
14,354,14,,4.0,,72.6,62.6,X
15,301,7,,2.3,,66.3,64.7,X
16,262,15,,5.7,,147.4,101.3,O
17,182,4,,2.2,,49.1,59.9,X
18,174,4,,2.3,,26.9,88.4,O
19,130,0,,0.0,,0.0,69.5,X
2,365,70,,19.2,,98.6,75.0,X
20,149,6,,4.0,,119.7,95.8,O
21,108,1,,0.9,,3.0,52.5,X
22,135,4,,3.0,,83.9,93.0,O
23,84,3,,3.6,,185.8,100.7,O
24,80,2,,2.5,,24.0,49.9,X
25,53,1,,1.9,,23.4,35.5,X
26,40,0,,0.0,,0.0,30.5,X
27,41,0,,0.0,,0.0,17.6,X
28,30,1,,3.3,,8.3,48.0,X
3,441,60,,13.6,,78.7,87.2,O
4,498,77,,15.5,,98.5,89.1,O
5,521,57,,10.9,,77.7,71.2,X
6,646,74,,11.5,,108.5,93.1,O
7,570,51,,8.9,,66.3,87.0,O
8,647,33,,5.1,,43.3,74.7,X
9,617,41,,6.6,,55.7,65.0,X
