bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
05|1,62451,5582,,8.9,,79.1,77.4,X
05|2,31034,2778,,9.0,,78.8,78.6,X
05|3,5585,488,,8.7,,69.2,78.0,X
05|4,4339,384,,8.8,,84.8,82.4,O
05|5,49,4,,8.2,,70.0,98.8,O
05|6,155,13,,8.4,,89.0,81.4,O
10|1,29104,2561,,8.8,,78.9,78.3,X
10|2,15150,1347,,8.9,,74.2,77.1,X
10|3,2513,220,,8.8,,74.7,74.0,X
10|4,1963,173,,8.8,,74.2,78.4,X
10|5,48,4,,8.3,,178.4,74.2,X
10|6,40,3,,7.5,,85.9,56.2,X
16|1,13155,1103,,8.4,,81.7,78.5,X
16|2,7013,587,,8.4,,90.3,79.8,X
16|3,1272,100,,7.9,,63.9,75.5,X
16|4,931,77,,8.3,,98.9,81.2,O
A1|1,19169,1769,,9.2,,81.1,79.3,X
A1|2,9667,895,,9.3,,87.8,77.9,X
A1|3,1498,128,,8.5,,87.9,75.7,X
A1|4,1062,95,,8.9,,72.1,74.3,X
A3|1,72711,6961,,9.6,,76.9,79.6,X
A3|2,37659,3591,,9.5,,80.0,79.5,X
A3|3,6773,633,,9.3,,79.0,79.3,X
A3|4,4766,447,,9.4,,70.4,77.7,X
A3|5,62,6,,9.7,,85.8,100.4,O
A3|6,108,10,,9.3,,81.4,103.1,O
OP|1,19527,1696,,8.7,,77.8,77.2,X
OP|2,9971,859,,8.6,,78.7,80.8,O
OP|3,1771,150,,8.5,,76.1,87.1,O
OP|4,1252,109,,8.7,,89.4,78.4,X
