bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
111,33,2,,6.1,,22.0,40.3,X
121,30,4,,13.3,,78.5,56.5,X
122,85,8,,9.4,,72.9,88.6,O
211,135,8,,5.9,,53.5,48.0,X
212,31,4,,12.9,,91.0,61.3,X
22,70,11,,15.7,,196.4,114.5,O
221,263,24,,9.1,,66.4,74.8,X
222,7875,784,,10.0,,76.3,78.0,X
223,161,21,,13.0,,71.3,93.7,O
232,2567,192,,7.5,,68.9,74.1,X
233,1789,152,,8.5,,101.2,78.8,X
32,50,5,,10.0,,53.4,38.6,X
322,312,32,,10.3,,83.2,82.4,O
323,384,25,,6.5,,112.5,83.5,O
33,92,10,,10.9,,164.4,106.2,O
332,215,9,,4.2,,44.6,77.9,X
333,812,63,,7.8,,71.6,63.1,X
