bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1,805,210,,26.1,,74.4,80.9,O
2,799,144,,18.0,,85.4,81.3,O
3,798,97,,12.2,,59.6,72.4,X
4,787,86,,10.9,,76.9,70.9,X
5,770,70,,9.1,,114.6,86.3,O
6,735,46,,6.3,,72.1,69.6,X
