factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
joken_class_code,条件クラス,code,3,3623,74.3,0.95,73.22,False
pace_yoso,ペース予想,code,3,3623,73.48,0.82,72.55,False
idm,IDM指数,numeric,7,831,77.09,7.32,71.67,False
manken_shirushi,万券印,code,8,2549,72.77,2.69,70.91,False
hizume_code,蹄コード,code,9,3222,72.93,4.76,69.82,False
kishu_minarai_code,騎手見習,code,3,1223,79.56,8.78,69.63,False
uma_start_shisu,馬スタート指数,numeric,12,2867,72.73,6.76,68.9,False
omo_tekisei_code,重適性,code,3,3402,74.08,5.48,67.88,False
rotation,ローテーション,numeric,9,2959,73.1,8.4,67.61,False
ichi_shisu_juni,位置指数順位,numeric,12,3623,71.62,7.14,67.59,False
kyakushitsu,脚質,code,5,3623,72.03,5.44,67.26,False
kyori_tekisei,距離適性,code,3,3459,75.18,7.44,66.77,False
umakigo_code,馬記号,code,3,3619,74.73,7.48,66.27,False
gekiso_juni,激走順位,numeric,12,3623,71.65,10.56,65.67,False
agari_shisu_juni,上がり指数順位,numeric,12,3623,72.15,11.51,65.64,False
uma_deokure_ritsu,馬出遅率,numeric,8,2314,73.14,10.83,65.63,False
class_code,クラスコード,code,7,3374,73.85,11.93,65.02,False
tenkai_kigo_code,展開記号,code,5,3623,74.2,11.73,63.92,False
manken_shisu,万券指数,numeric,15,1675,69.52,12.23,63.33,False
ten_shisu_juni,テン指数順位,numeric,12,3623,70.72,13.16,63.28,False
ls_shisu_juni,LS指数順位,numeric,6,3446,73.48,12.83,63.21,False
kishu_shisu,騎手指数,numeric,12,2635,71.98,16.49,62.65,False
pace_shisu_juni,ペース指数順位,numeric,12,3623,69.98,13.86,62.15,False
nyukyu_nannichimae,入厩何日前,numeric,3,334,76.12,16.12,57.89,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,12,3623,66.12,19.53,55.07,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,5,984,59.87,12.25,49.14,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,5,808,59.58,14.98,46.45,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,5,642,53.95,15.91,40.0,False
