factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
omo_tekisei_code,重適性,code,3,2321,73.57,1.21,72.21,False
kyori_kubun,距離区分,code,4,2322,73.1,1.61,71.53,False
manken_shisu_decile,万券指数10分位,code,8,2148,72.83,3.25,70.58,False
kyori_tekisei,距離適性,code,3,2255,73.35,2.53,70.49,False
uma_start_shisu_decile,馬スタート指数10分位,code,7,2250,74.37,6.63,69.46,False
ls_shisu_juni,LS指数順位,numeric,5,2145,75.8,7.3,69.4,False
ichi_shisu_juni,位置指数順位,numeric,11,2000,73.48,7.15,69.25,False
shiba_tekisei_code,芝適性,code,3,2280,72.27,2.89,69.0,False
pace_shisu_juni,ペース指数順位,numeric,11,2008,73.76,8.1,68.97,False
rotation_bin,ローテーションビン,code,6,2186,74.27,7.5,68.27,False
gekiso_juni,激走順位,numeric,11,2026,72.69,10.17,66.68,False
kyori_tekisei_2,距離適性2,code,3,829,74.66,7.22,66.49,False
ten_shisu_juni,テン指数順位,numeric,12,2090,71.31,9.68,65.83,False
uma_deokure_bin,馬出遅率ビン,code,5,2322,72.21,7.28,65.83,False
bataiju_zogen,馬体重増減,numeric,8,1876,72.17,9.72,65.44,False
agari_shisu_juni,上がり指数順位,numeric,11,2017,71.48,10.36,65.36,False
manken_shirushi,万券印,code,8,1491,74.54,13.83,64.95,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,10,2022,70.61,9.18,64.92,False
joho_shisu_decile,情報指数10分位,code,6,2322,71.13,8.59,64.25,False
ninki_shisu_decile,人気指数10分位,code,8,2169,71.22,10.51,63.94,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,8,2221,71.4,11.12,63.69,False
tenkai_kigo_code,展開記号,code,5,2322,70.47,7.78,63.65,False
kyusha_shisu_decile,厩舎指数10分位,code,9,2233,70.44,10.44,63.62,False
kishu_shisu_decile,騎手指数10分位,code,8,2174,69.78,9.1,63.48,False
sogo_shisu_decile,総合指数10分位,code,4,2176,70.92,8.01,63.07,False
kyakushitsu,脚質,code,4,2322,71.09,8.68,62.58,False
hizume_code,蹄コード,code,7,2085,69.29,9.35,62.36,False
chokyo_shisu_decile,調教指数10分位,code,10,2320,70.65,15.51,61.03,False
idm_decile,IDM指数10分位,code,4,2217,69.79,9.94,60.05,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,8,2208,67.32,12.13,58.91,False
class_code,クラスコード,code,3,2220,65.56,12.7,51.19,False
