factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
uma_deokure_bin,馬出遅率ビン,code,5,6836,76.2,3.66,72.99,False
pace_yoso,ペース予想,code,3,7459,73.79,0.91,72.77,False
joken_class_code,条件クラス,code,5,7459,73.16,0.79,72.46,False
shiba_tekisei_code,芝適性,code,3,6705,74.77,2.61,71.82,False
manken_shirushi,万券印,code,8,4796,74.87,4.47,71.77,False
rotation_bin,ローテーションビン,code,7,6746,73.41,2.87,71.29,False
bataiju,馬体重,numeric,35,5769,74.49,9.92,71.2,False
joshodo_code,上昇度,code,3,7395,73.29,2.13,70.87,False
hizume_code,蹄コード,code,10,6409,74.17,5.79,70.58,False
manken_shisu_decile,万券指数10分位,code,10,7439,73.1,5.18,69.89,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,6815,73.42,5.29,69.76,False
ls_shisu_juni,LS指数順位,numeric,7,7360,73.61,5.27,69.7,False
bataiju_zogen,馬体重増減,numeric,12,6347,72.75,7.17,68.69,False
kyakushitsu,脚質,code,5,7459,72.54,4.48,68.61,False
pace_shisu_juni,ペース指数順位,numeric,16,7375,71.38,6.85,68.02,False
ten_shisu_juni,テン指数順位,numeric,16,7327,72.16,9.06,67.72,False
ichi_shisu_juni,位置指数順位,numeric,16,7368,71.3,7.57,67.59,False
class_code,クラスコード,code,10,6591,72.89,9.15,67.21,False
tenkai_kigo_code,展開記号,code,5,7459,73.17,7.78,66.35,False
idm_decile,IDM指数10分位,code,9,7381,71.39,8.11,66.09,False
gekiso_juni,激走順位,numeric,16,7368,70.76,9.68,66.02,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,7459,72.59,10.79,65.91,False
agari_shisu_juni,上がり指数順位,numeric,15,7276,70.22,9.36,65.48,False
kishu_minarai_code,騎手見習,code,4,7300,69.91,4.53,65.47,False
joho_shisu_decile,情報指数10分位,code,6,7459,72.46,8.77,65.44,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,7385,72.47,15.09,64.83,False
kyusha_hyoka_code,厩舎評価,code,4,7459,76.31,11.96,64.59,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,17,2198,71.05,15.8,63.53,False
umakigo_code,馬記号,code,3,7456,69.36,5.34,63.32,False
kishu_shisu_decile,騎手指数10分位,code,10,7459,71.21,13.34,62.94,False
omo_tekisei_code,重適性,code,3,6805,70.28,7.78,61.48,False
chokyo_shisu_decile,調教指数10分位,code,10,7444,66.96,9.23,61.24,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,7459,69.21,12.97,61.17,False
kyusha_shisu_decile,厩舎指数10分位,code,10,7459,67.59,11.46,60.48,False
kyori_tekisei,距離適性,code,5,7275,69.4,11.44,59.37,False
sogo_shisu_decile,総合指数10分位,code,10,7459,67.11,12.81,59.17,False
ninki_shisu_decile,人気指数10分位,code,10,7459,63.4,17.24,52.71,False
