factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_kubun,距離区分,code,4,1451,74.78,1.33,73.48,False
pace_shisu_juni,ペース指数順位,numeric,9,1017,77.32,5.9,73.46,False
ten_shisu_juni,テン指数順位,numeric,9,1009,78.48,9.7,72.15,False
gekiso_juni,激走順位,numeric,8,954,77.45,8.02,71.89,False
tenkai_kigo_code,展開記号,code,4,1354,77.65,6.36,71.41,False
rotation_bin,ローテーションビン,code,6,1343,75.13,5.34,70.86,False
agari_shisu_juni,上がり指数順位,numeric,9,1037,77.76,11.38,70.32,False
uma_deokure_bin,馬出遅率ビン,code,5,1449,75.14,7.33,68.72,False
manken_shirushi,万券印,code,7,826,78.04,13.57,67.98,False
ls_shisu_juni,LS指数順位,numeric,5,1348,72.99,6.0,67.73,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,9,1106,73.78,9.38,67.65,False
joho_shisu_decile,情報指数10分位,code,6,1451,74.99,10.7,66.43,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,7,1326,72.79,8.6,66.42,False
omo_tekisei_code,重適性,code,3,1449,73.3,6.23,66.25,False
uma_start_shisu_decile,馬スタート指数10分位,code,7,1372,74.48,11.51,65.95,False
ichi_shisu_juni,位置指数順位,numeric,9,1023,76.95,16.87,65.92,False
manken_shisu_decile,万券指数10分位,code,6,1282,74.66,11.0,65.86,False
kyakushitsu,脚質,code,4,1451,74.13,8.57,65.72,False
kyusha_shisu_decile,厩舎指数10分位,code,9,1369,72.76,11.68,65.13,False
kyori_tekisei,距離適性,code,3,1348,73.28,8.19,64.02,False
bataiju_zogen,馬体重増減,numeric,7,1063,73.99,13.66,63.87,False
shiba_tekisei_code,芝適性,code,3,1426,70.48,6.51,63.11,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,7,1316,70.92,10.83,62.89,False
kishu_shisu_decile,騎手指数10分位,code,8,1380,69.85,13.11,60.77,False
hizume_code,蹄コード,code,6,1155,70.56,12.98,60.17,False
ninki_shisu_decile,人気指数10分位,code,7,1305,71.22,15.05,60.07,False
idm_decile,IDM指数10分位,code,4,1395,70.98,11.75,59.47,False
sogo_shisu_decile,総合指数10分位,code,4,1376,70.1,13.29,57.07,False
kyori_tekisei_2,距離適性2,code,3,506,72.74,14.67,56.14,False
chokyo_shisu_decile,調教指数10分位,code,8,1317,68.13,22.22,52.74,False
