factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
bataiju_zogen,馬体重増減,numeric,6,1057,76.47,5.86,71.77,False
class_code,クラスコード,code,3,1239,71.13,0.53,70.53,False
kyusha_shisu_decile,厩舎指数10分位,code,8,1434,73.76,7.31,68.69,False
shiba_tekisei_code,芝適性,code,3,927,69.28,1.49,67.59,False
kyakushitsu,脚質,code,4,1576,72.01,4.57,67.53,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,8,1475,72.9,7.94,67.4,False
ichi_shisu_juni,位置指数順位,numeric,11,1191,73.32,10.68,67.01,False
gekiso_juni,激走順位,numeric,8,953,73.4,9.84,66.58,False
kyori_tekisei,距離適性,code,3,1472,75.02,7.54,66.49,False
kishu_shisu_decile,騎手指数10分位,code,9,1529,73.6,12.12,65.68,False
manken_shisu_decile,万券指数10分位,code,6,1346,72.3,8.45,65.54,False
rotation_bin,ローテーションビン,code,5,1460,73.14,8.94,65.31,False
chokyo_shisu_decile,調教指数10分位,code,8,1450,73.82,12.49,65.17,False
ls_shisu_juni,LS指数順位,numeric,7,1493,75.74,14.44,65.04,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,8,1489,72.4,10.83,64.89,False
agari_shisu_juni,上がり指数順位,numeric,8,939,76.02,16.2,64.79,False
tenkai_kigo_code,展開記号,code,5,1576,74.77,11.54,64.66,False
joho_shisu_decile,情報指数10分位,code,6,1576,72.72,10.25,64.52,False
pace_shisu_juni,ペース指数順位,numeric,9,981,73.78,14.26,64.47,False
hizume_code,蹄コード,code,7,1354,72.57,11.35,64.16,False
ninki_shisu_decile,人気指数10分位,code,8,1534,71.67,11.43,63.75,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,10,1245,72.16,14.92,62.92,False
uma_deokure_bin,馬出遅率ビン,code,5,1572,75.45,14.56,62.69,False
uma_start_shisu_decile,馬スタート指数10分位,code,7,1489,70.93,12.8,61.45,False
manken_shirushi,万券印,code,8,937,72.86,18.6,59.97,False
ten_shisu_juni,テン指数順位,numeric,8,883,69.8,17.84,57.44,False
