segment,factors,factor1,factor2,n_bins,n_bets,mean_roi,std_roi,clb,pass
KEIBAJO_SURFACE_08_ダ_1勝クラス,bataiju_zogen+sogo_shisu_decile,bataiju_zogen,sogo_shisu_decile,3,359,80.01,2.25,77.46,False
KEIBAJO_SURFACE_08_ダ_1勝クラス,kyusha_shisu_decile+idm_decile,kyusha_shisu_decile,idm_decile,5,701,79.68,5.74,74.64,False
KEIBAJO_SURFACE_08_ダ_1勝クラス,kishu_shisu_decile+idm_decile,kishu_shisu_decile,idm_decile,5,681,79.51,5.91,74.33,False
KEIBAJO_SURFACE_08_ダ_1勝クラス,bataiju_zogen+idm_decile,bataiju_zogen,idm_decile,3,441,76.89,2.64,73.9,False
KEIBAJO_SURFACE_08_ダ_1勝クラス,uma_start_shisu_decile+idm_decile,uma_start_shisu_decile,idm_decile,4,716,76.93,3.23,73.76,False
KEIBAJO_SURFACE_08_ダ_1勝クラス,kishu_kitai_tansho_decile+idm_decile,kishu_kitai_tansho_decile,idm_decile,4,604,78.88,5.62,73.37,False
KEIBAJO_SURFACE_08_ダ_1勝クラス,kijun_ninkijun_tansho+sogo_shisu_decile,kijun_ninkijun_tansho,sogo_shisu_decile,3,376,81.32,7.16,73.22,False
KEIBAJO_SURFACE_08_ダ_1勝クラス,manken_shisu_decile+idm_decile,manken_shisu_decile,idm_decile,4,649,79.02,6.12,73.02,False
KEIBAJO_SURFACE_08_ダ_1勝クラス,ninki_shisu_decile+sogo_shisu_decile,ninki_shisu_decile,sogo_shisu_decile,5,705,80.15,9.48,71.84,False
KEIBAJO_SURFACE_08_ダ_1勝クラス,hizume_code+idm_decile,hizume_code,idm_decile,4,655,77.03,5.34,71.8,False
KEIBAJO_SURFACE_08_ダ_1勝クラス,ls_shisu_juni+idm_decile,ls_shisu_juni,idm_decile,7,975,78.02,8.58,71.66,False
KEIBAJO_SURFACE_08_ダ_1勝クラス,tenkai_kigo_code+idm_decile,tenkai_kigo_code,idm_decile,5,1180,78.95,8.53,71.48,False
KEIBAJO_SURFACE_08_ダ_1勝クラス,hizume_code+sogo_shisu_decile,hizume_code,sogo_shisu_decile,4,573,78.97,7.68,71.45,False
