factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
nyukyu_nannichimae,入厩何日前,numeric,3,356,83.6,8.18,74.34,False
manken_shisu,万券指数,numeric,8,935,76.44,8.3,70.69,False
rotation,ローテーション,numeric,11,1989,75.54,10.18,69.52,False
omo_tekisei_code,重適性,code,3,2624,72.64,5.5,66.42,False
kyakushitsu,脚質,code,4,2625,73.91,7.83,66.24,False
hizume_code,蹄コード,code,8,2360,70.95,7.6,65.68,False
manken_shirushi,万券印,code,8,1642,72.1,9.55,65.48,False
joken_class_code,条件クラス,code,3,2551,79.85,13.13,64.99,False
shiba_tekisei_code,芝適性,code,3,2359,80.16,14.78,63.44,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,11,2434,71.08,13.6,63.05,False
uma_deokure_ritsu,馬出遅率,numeric,6,981,66.21,4.9,62.29,False
idm,IDM指数,numeric,5,968,70.86,10.38,61.76,False
kyusha_hyoka_code,厩舎評価,code,3,2579,76.79,14.03,60.91,False
kishu_shisu,騎手指数,numeric,7,1537,67.57,10.95,59.46,False
class_code,クラスコード,code,4,2056,72.33,16.1,56.54,False
