factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
hizume_code,蹄コード,code,4,915,78.13,5.86,72.38,False
kyori_kubun,距離区分,code,3,1241,74.22,2.05,71.9,False
kyori_tekisei,距離適性,code,3,1238,73.31,3.41,69.45,False
kyakushitsu,脚質,code,4,1275,73.05,4.57,68.57,False
manken_shisu_decile,万券指数10分位,code,7,1065,74.68,10.43,66.95,False
uma_deokure_bin,馬出遅率ビン,code,5,1272,76.57,11.12,66.83,False
uma_start_shisu_decile,馬スタート指数10分位,code,6,1134,76.98,12.87,66.69,False
tenkai_kigo_code,展開記号,code,4,1180,77.4,10.95,66.67,False
omo_tekisei_code,重適性,code,3,1271,70.86,5.42,64.73,False
ninki_shisu_decile,人気指数10分位,code,8,1187,73.39,12.69,64.59,False
kyusha_shisu_decile,厩舎指数10分位,code,8,1123,73.18,12.96,64.2,False
chokyo_shisu_decile,調教指数10分位,code,8,1117,74.74,15.57,63.95,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,8,1161,74.95,18.34,62.24,False
rotation_bin,ローテーションビン,code,3,993,69.22,6.98,61.32,False
bataiju_zogen,馬体重増減,numeric,5,788,70.29,11.03,60.62,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,7,1090,72.32,17.58,59.3,False
kishu_shisu_decile,騎手指数10分位,code,7,1039,71.94,18.09,58.54,False
joho_shisu_decile,情報指数10分位,code,6,1275,73.21,19.18,57.86,False
ls_shisu_juni,LS指数順位,numeric,4,947,67.07,10.31,56.97,False
class_code,クラスコード,code,3,1023,69.56,11.27,56.81,False
