factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
joho_shisu,情報指数,numeric,52,107455,76.08,7.03,74.17,False
manken_shirushi,万券印,code,8,67721,75.48,2.14,74.0,False
pace_yoso,ペース予想,code,3,105016,73.62,0.23,73.37,False
kishu_shisu,騎手指数,numeric,37,107684,79.53,19.98,73.1,False
keibajo_code,競馬場,code,10,107766,73.47,0.62,73.09,False
kyori_kubun,距離区分,code,4,107766,73.28,0.48,72.81,False
ten_shisu,テン指数,numeric,292,97510,73.42,8.31,72.46,False
pace_shisu,ペース指数,numeric,255,98901,73.02,8.24,72.01,False
hizume_code,蹄コード,code,18,107037,74.46,5.42,71.95,False
omo_tekisei_code,重適性,code,3,107299,73.36,1.41,71.77,False
agari_shisu,上がり指数,numeric,268,97246,72.76,9.96,71.57,False
gekiso_shisu,激走指数,numeric,209,103616,72.22,8.5,71.06,False
ichi_shisu,位置指数,numeric,157,102089,72.15,8.43,70.83,False
shiba_tekisei_code,芝適性,code,3,84570,74.44,3.35,70.65,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,175,98221,72.29,11.98,70.52,False
uma_deokure_ritsu,馬出遅率,numeric,62,106697,72.1,7.34,70.27,False
sogo_shisu,総合指数,numeric,272,99296,71.73,13.1,70.17,False
kyakushitsu,脚質,code,4,107761,72.82,2.75,70.13,False
uma_start_shisu,馬スタート指数,numeric,28,103694,71.75,5.14,69.84,False
nyukyu_nannichimae,入厩何日前,numeric,38,54425,71.91,7.15,69.64,False
manken_shisu,万券指数,numeric,71,105110,71.79,9.55,69.56,False
idm,IDM指数,numeric,126,97573,71.88,13.5,69.52,False
ten_shisu_juni,テン指数順位,numeric,18,105016,71.44,4.45,69.39,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,176,50255,71.17,12.19,69.37,False
chokyo_shisu,調教指数,numeric,343,105403,70.56,12.14,69.27,False
gekiso_juni,激走順位,numeric,18,105001,71.46,5.17,69.08,False
pace_shisu_juni,ペース指数順位,numeric,18,105016,70.92,4.68,68.76,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,17,107679,79.24,22.32,68.64,False
kyusha_shisu,厩舎指数,numeric,385,101397,69.94,13.48,68.6,False
kyori_tekisei_2,距離適性2,code,4,16099,72.94,4.64,68.38,False
class_code,クラスコード,code,15,107345,73.76,10.69,68.35,False
ninki_shisu,人気指数,numeric,308,83140,69.43,10.97,68.21,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,240,91412,70.02,14.52,68.18,False
rotation,ローテーション,numeric,40,106512,70.56,8.43,67.95,False
ichi_shisu_juni,位置指数順位,numeric,18,105016,70.68,6.51,67.68,False
kyori_tekisei,距離適性,code,6,107064,71.23,5.05,67.19,False
agari_shisu_juni,上がり指数順位,numeric,18,105016,69.98,6.56,66.95,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,243,83296,68.09,14.21,66.3,False
tenkai_kigo_code,展開記号,code,5,105016,73.29,8.29,66.03,False
ls_shisu_juni,LS指数順位,numeric,10,104961,70.53,7.49,65.88,False
blinker,ブリンカー,code,3,13027,69.82,3.77,65.55,False
kyusha_hyoka_code,厩舎評価,code,4,107766,74.4,9.58,65.01,False
da_tekisei_code,ダ適性,code,3,73324,69.74,5.22,63.82,False
kishu_minarai_code,騎手見習,code,5,21210,68.8,8.63,61.23,False
kyuyo_riyu_bunrui_code,休養理由,code,5,29564,70.53,11.96,60.04,False
joshodo_code,上昇度,code,4,107746,72.78,15.97,57.12,False
umakigo_code,馬記号,code,5,107765,64.35,11.38,54.38,False
