segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
KEIBAJO_SURFACE_03_ダ_条件戦,kyori_tekisei+class_code+tenkai_kigo_code+kyakushitsu,kyori_tekisei,class_code,tenkai_kigo_code,kyakushitsu,5,1228,71.49,2.08,69.67,False
KEIBAJO_SURFACE_03_ダ_条件戦,omo_tekisei_code+class_code+tenkai_kigo_code+kyakushitsu,omo_tekisei_code,class_code,tenkai_kigo_code,kyakushitsu,8,1882,72.4,7.73,67.05,False
KEIBAJO_SURFACE_03_ダ_条件戦,omo_tekisei_code+kyori_tekisei+tenkai_kigo_code+ls_shisu_juni,omo_tekisei_code,kyori_tekisei,tenkai_kigo_code,ls_shisu_juni,4,655,75.88,9.38,66.68,False
KEIBAJO_SURFACE_03_ダ_条件戦,omo_tekisei_code+kyori_tekisei+tenkai_kigo_code+kyakushitsu,omo_tekisei_code,kyori_tekisei,tenkai_kigo_code,kyakushitsu,7,1281,73.82,9.98,66.42,False
KEIBAJO_SURFACE_03_ダ_条件戦,pace_yoso+omo_tekisei_code+tenkai_kigo_code+kyakushitsu,pace_yoso,omo_tekisei_code,tenkai_kigo_code,kyakushitsu,11,1919,72.75,11.67,65.85,False
KEIBAJO_SURFACE_03_ダ_条件戦,pace_yoso+class_code+tenkai_kigo_code+agari_shisu_juni,pace_yoso,class_code,tenkai_kigo_code,agari_shisu_juni,7,883,71.98,8.32,65.82,False
KEIBAJO_SURFACE_03_ダ_条件戦,pace_yoso+omo_tekisei_code+class_code+kyakushitsu,pace_yoso,omo_tekisei_code,class_code,kyakushitsu,12,2260,72.5,11.91,65.76,False
KEIBAJO_SURFACE_03_ダ_条件戦,omo_tekisei_code+class_code+tenkai_kigo_code+ls_shisu_juni,omo_tekisei_code,class_code,tenkai_kigo_code,ls_shisu_juni,5,1001,71.04,6.19,65.62,False
KEIBAJO_SURFACE_03_ダ_条件戦,pace_yoso+omo_tekisei_code+kyori_tekisei+class_code,pace_yoso,omo_tekisei_code,kyori_tekisei,class_code,8,1975,72.82,10.52,65.53,False
KEIBAJO_SURFACE_03_ダ_条件戦,pace_yoso+omo_tekisei_code+class_code+ls_shisu_juni,pace_yoso,omo_tekisei_code,class_code,ls_shisu_juni,7,1296,70.52,7.11,65.25,False
