factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,4390,73.35,0.52,72.77,False
uma_deokure_bin,馬出遅率ビン,code,4,3802,78.67,6.51,72.29,False
hizume_code,蹄コード,code,9,3478,75.54,6.27,71.44,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,3833,76.26,7.46,71.09,False
omo_tekisei_code,重適性,code,3,3792,75.37,4.29,70.52,False
rotation_bin,ローテーションビン,code,6,3695,76.87,8.3,70.23,False
bataiju,馬体重,numeric,19,2183,75.07,11.15,70.06,False
bataiju_zogen,馬体重増減,numeric,10,3363,73.62,6.01,69.9,False
kyori_tekisei,距離適性,code,4,4169,76.89,8.04,69.01,False
class_code,クラスコード,code,3,3775,76.38,6.65,68.86,False
manken_shisu_decile,万券指数10分位,code,10,4356,75.44,10.64,68.85,False
manken_shirushi,万券印,code,8,2819,74.33,8.22,68.63,False
tenkai_kigo_code,展開記号,code,5,4390,75.35,8.21,68.15,False
kyakushitsu,脚質,code,5,4390,72.28,6.18,66.86,False
ls_shisu_juni,LS指数順位,numeric,7,4326,72.65,9.16,65.86,False
agari_shisu_juni,上がり指数順位,numeric,15,4342,70.34,9.87,65.35,False
gekiso_juni,激走順位,numeric,15,4337,70.31,9.89,65.3,False
kishu_minarai_code,騎手見習,code,5,4301,73.46,9.48,65.15,False
joho_shisu_decile,情報指数10分位,code,6,4390,74.24,11.57,64.98,False
ten_shisu_juni,テン指数順位,numeric,15,4356,71.35,13.14,64.7,False
ichi_shisu_juni,位置指数順位,numeric,15,4359,69.73,12.18,63.56,False
pace_shisu_juni,ペース指数順位,numeric,15,4357,69.23,13.88,62.21,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,9,4307,69.59,11.67,61.97,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,9,4316,69.21,11.2,61.89,False
idm_decile,IDM指数10分位,code,7,4360,71.01,13.42,61.07,False
sogo_shisu_decile,総合指数10分位,code,7,4282,69.34,13.46,59.37,False
kishu_shisu_decile,騎手指数10分位,code,10,4390,66.94,13.32,58.68,False
kyusha_shisu_decile,厩舎指数10分位,code,10,4390,67.03,13.54,58.63,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,13,4234,66.46,19.7,55.75,False
kyusha_hyoka_code,厩舎評価,code,3,4311,66.11,11.55,53.04,False
chokyo_shisu_decile,調教指数10分位,code,10,4382,62.29,16.75,51.91,False
ninki_shisu_decile,人気指数10分位,code,9,4300,61.89,21.56,47.8,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,10,1192,58.89,18.62,47.35,False
