segment,factors,factor1,factor2,n_bins,n_bets,mean_roi,std_roi,clb,pass
KEIBAJO_SURFACE_03_ダ_条件戦,uma_start_shisu+ten_shisu_juni,uma_start_shisu,ten_shisu_juni,4,448,82.49,4.98,77.6,False
KEIBAJO_SURFACE_03_ダ_条件戦,uma_start_shisu+pace_shisu_juni,uma_start_shisu,pace_shisu_juni,4,426,80.56,5.83,74.85,False
KEIBAJO_SURFACE_03_ダ_条件戦,kyakushitsu+ten_shisu_juni,kyakushitsu,ten_shisu_juni,12,1484,79.13,11.27,72.76,False
KEIBAJO_SURFACE_03_ダ_条件戦,kyakushitsu+agari_shisu_juni,kyakushitsu,agari_shisu_juni,11,1247,76.64,7.75,72.06,False
KEIBAJO_SURFACE_03_ダ_条件戦,uma_deokure_ritsu+class_code,uma_deokure_ritsu,class_code,8,2671,80.27,11.91,72.02,False
KEIBAJO_SURFACE_03_ダ_条件戦,omo_tekisei_code+class_code,omo_tekisei_code,class_code,7,3641,77.45,7.38,71.99,False
KEIBAJO_SURFACE_03_ダ_条件戦,pace_yoso+omo_tekisei_code,pace_yoso,omo_tekisei_code,5,3580,76.39,5.93,71.2,False
KEIBAJO_SURFACE_03_ダ_条件戦,hizume_code+kyusha_hyoka_code,hizume_code,kyusha_hyoka_code,9,3150,75.2,6.2,71.14,False
KEIBAJO_SURFACE_03_ダ_条件戦,pace_yoso+class_code,pace_yoso,class_code,6,3638,76.49,6.72,71.11,False
KEIBAJO_SURFACE_03_ダ_条件戦,kyakushitsu+pace_shisu_juni,kyakushitsu,pace_shisu_juni,11,1416,76.11,8.64,71.0,False
KEIBAJO_SURFACE_03_ダ_条件戦,kyakushitsu+kijun_ninkijun_tansho,kyakushitsu,kijun_ninkijun_tansho,15,1863,75.91,9.72,70.99,False
KEIBAJO_SURFACE_03_ダ_条件戦,rotation+class_code,rotation,class_code,10,2391,80.14,14.87,70.93,False
KEIBAJO_SURFACE_03_ダ_条件戦,kyori_tekisei+class_code,kyori_tekisei,class_code,7,3294,76.96,8.26,70.84,False
KEIBAJO_SURFACE_03_ダ_条件戦,class_code+idm,class_code,idm,4,467,80.55,9.91,70.83,False
KEIBAJO_SURFACE_03_ダ_条件戦,kyakushitsu+ichi_shisu_juni,kyakushitsu,ichi_shisu_juni,17,2624,75.48,9.81,70.82,False
KEIBAJO_SURFACE_03_ダ_条件戦,pace_yoso+kyori_tekisei,pace_yoso,kyori_tekisei,9,4119,75.95,7.93,70.77,False
KEIBAJO_SURFACE_03_ダ_条件戦,omo_tekisei_code+kyusha_hyoka_code,omo_tekisei_code,kyusha_hyoka_code,3,3425,75.69,4.39,70.72,False
KEIBAJO_SURFACE_03_ダ_条件戦,pace_yoso+rotation,pace_yoso,rotation,11,2499,74.85,7.31,70.53,False
KEIBAJO_SURFACE_03_ダ_条件戦,omo_tekisei_code+pace_shisu_juni,omo_tekisei_code,pace_shisu_juni,20,2753,75.8,12.08,70.51,False
KEIBAJO_SURFACE_03_ダ_条件戦,omo_tekisei_code+kyori_tekisei,omo_tekisei_code,kyori_tekisei,8,3331,76.97,9.36,70.49,False
KEIBAJO_SURFACE_03_ダ_条件戦,rotation+kyusha_hyoka_code,rotation,kyusha_hyoka_code,10,2887,78.36,12.73,70.47,False
