factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_kubun,距離区分,code,4,4252,74.87,0.69,74.2,False
pace_yoso,ペース予想,code,3,4252,74.95,0.7,74.16,False
bataiju,馬体重,numeric,15,1704,79.3,13.41,72.52,False
kyori_tekisei,距離適性,code,4,4146,75.81,3.75,72.14,False
uma_deokure_bin,馬出遅率ビン,code,4,3241,77.38,5.87,71.62,False
manken_shirushi,万券印,code,8,2768,77.04,9.04,70.78,False
rotation_bin,ローテーションビン,code,7,3262,76.76,8.4,70.54,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,3296,74.83,6.66,70.22,False
ten_shisu_juni,テン指数順位,numeric,14,4113,75.22,10.24,69.86,False
pace_shisu_juni,ペース指数順位,numeric,14,4139,72.8,7.16,69.05,False
hizume_code,蹄コード,code,8,2965,78.08,13.77,68.54,False
manken_shisu_decile,万券指数10分位,code,10,4252,73.85,8.97,68.28,False
ichi_shisu_juni,位置指数順位,numeric,14,4147,73.1,9.62,68.06,False
kyakushitsu,脚質,code,5,4252,73.11,6.03,67.83,False
bataiju_zogen,馬体重増減,numeric,10,2954,73.62,10.32,67.22,False
omo_tekisei_code,重適性,code,3,3302,72.7,5.54,66.44,False
gekiso_juni,激走順位,numeric,14,4133,71.77,10.44,66.31,False
ls_shisu_juni,LS指数順位,numeric,6,4070,73.94,12.91,63.61,False
agari_shisu_juni,上がり指数順位,numeric,14,4152,70.98,14.24,63.51,False
joho_shisu_decile,情報指数10分位,code,6,4252,73.79,13.41,63.06,False
tenkai_kigo_code,展開記号,code,5,4252,74.47,13.09,63.0,False
kishu_minarai_code,騎手見習,code,4,4229,70.23,7.49,62.89,False
idm_decile,IDM指数10分位,code,7,4178,75.22,16.73,62.82,False
kishu_shisu_decile,騎手指数10分位,code,9,4196,72.19,16.22,61.59,False
kyusha_shisu_decile,厩舎指数10分位,code,10,4252,69.67,13.38,61.38,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,12,4047,71.32,19.39,60.34,False
sogo_shisu_decile,総合指数10分位,code,7,4098,71.7,15.85,59.96,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,8,4142,69.77,15.06,59.34,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,8,4119,71.58,18.22,58.95,False
ninki_shisu_decile,人気指数10分位,code,9,4192,69.1,15.79,58.78,False
chokyo_shisu_decile,調教指数10分位,code,10,4252,66.47,12.53,58.71,False
class_code,クラスコード,code,3,3204,71.65,16.39,53.11,False
