factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,8,17978,76.6,4.8,73.27,False
pace_yoso,ペース予想,code,3,29171,73.44,0.43,72.96,False
joken_class_code,条件クラス,code,5,29171,72.83,1.07,71.89,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,26257,74.32,4.58,71.15,False
hizume_code,蹄コード,code,17,26042,73.82,6.3,70.82,False
omo_tekisei_code,重適性,code,4,26378,73.08,2.39,70.73,False
bataiju_zogen,馬体重増減,numeric,17,25640,73.05,5.34,70.51,False
bataiju,馬体重,numeric,59,28025,72.31,7.39,70.43,False
umakigo_code,馬記号,code,3,29087,73.99,3.3,70.25,False
uma_deokure_bin,馬出遅率ビン,code,5,26354,73.2,3.65,70.0,False
rotation_bin,ローテーションビン,code,8,26374,73.16,4.66,69.93,False
ichi_shisu_juni,位置指数順位,numeric,16,29171,72.01,4.79,69.66,False
da_tekisei_code,ダ適性,code,3,23200,73.56,3.81,69.24,False
kyori_tekisei,距離適性,code,4,28573,73.16,4.05,69.19,False
kyakushitsu,脚質,code,5,29168,72.17,3.55,69.05,False
ls_shisu_juni,LS指数順位,numeric,9,29125,72.84,6.28,68.74,False
blinker,ブリンカー,code,3,3290,71.74,2.81,68.56,False
agari_shisu_juni,上がり指数順位,numeric,16,29171,71.14,6.44,67.98,False
joshodo_code,上昇度,code,3,28877,71.44,3.18,67.84,False
pace_shisu_juni,ペース指数順位,numeric,16,29171,71.0,6.46,67.83,False
ten_shisu_juni,テン指数順位,numeric,16,29171,70.88,7.41,67.25,False
gekiso_juni,激走順位,numeric,16,29171,70.45,6.86,67.09,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,29171,72.42,10.94,67.06,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,55,15750,70.71,14.67,66.84,False
tenkai_kigo_code,展開記号,code,5,29171,73.56,8.71,65.92,False
manken_shisu_decile,万券指数10分位,code,10,28515,70.7,8.41,65.49,False
idm_decile,IDM指数10分位,code,10,29171,71.63,10.19,65.32,False
joho_shisu_decile,情報指数10分位,code,6,29171,72.57,9.33,65.1,False
kishu_shisu_decile,騎手指数10分位,code,10,29171,71.89,11.13,64.99,False
class_code,クラスコード,code,14,25926,71.22,12.21,64.82,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,29171,71.48,10.82,64.77,False
sogo_shisu_decile,総合指数10分位,code,10,29171,70.94,10.89,64.19,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,29171,70.94,12.59,63.14,False
kyusha_shisu_decile,厩舎指数10分位,code,10,29171,68.04,9.17,62.35,False
kyusha_hyoka_code,厩舎評価,code,4,29171,77.4,15.72,62.0,False
kyuyo_riyu_bunrui_code,休養理由,code,4,5970,67.96,6.74,61.36,False
ninki_shisu_decile,人気指数10分位,code,10,29171,66.27,10.35,59.85,False
chokyo_shisu_decile,調教指数10分位,code,10,29171,66.15,11.52,59.01,False
shiba_tekisei_code,芝適性,code,3,16127,67.32,8.2,58.05,False
kishu_minarai_code,騎手見習,code,6,29171,66.67,13.96,55.5,False
