segment,factors,factor1,factor2,n_bins,n_bets,mean_roi,std_roi,clb,pass
GLOBAL_条件戦,kyori_tekisei_2+kishu_shisu_decile,kyori_tekisei_2,kishu_shisu_decile,7,1726,93.22,7.41,87.73,True
GLOBAL_条件戦,kyori_tekisei_2+kishu_kitai_rentai_decile,kyori_tekisei_2,kishu_kitai_rentai_decile,7,1778,91.79,6.54,86.94,True
GLOBAL_条件戦,kyori_tekisei_2+joshodo_code,kyori_tekisei_2,joshodo_code,4,2523,88.73,2.27,86.51,True
GLOBAL_条件戦,kyori_tekisei_2+ten_shisu_juni,kyori_tekisei_2,ten_shisu_juni,10,1213,90.52,6.73,86.35,True
GLOBAL_条件戦,kyori_tekisei_2+class_code,kyori_tekisei_2,class_code,8,2073,89.5,4.77,86.2,True
GLOBAL_条件戦,kyori_tekisei_2+kishu_kitai_tansho_decile,kyori_tekisei_2,kishu_kitai_tansho_decile,7,1767,91.06,6.71,86.09,True
GLOBAL_条件戦,kyori_tekisei_2+kishu_minarai_code,kyori_tekisei_2,kishu_minarai_code,3,2096,89.94,3.55,85.92,True
GLOBAL_条件戦,kyori_tekisei_2+hizume_code,kyori_tekisei_2,hizume_code,7,1373,92.68,9.27,85.82,True
GLOBAL_条件戦,kyori_tekisei_2+manken_shirushi,kyori_tekisei_2,manken_shirushi,10,1523,90.83,8.21,85.74,True
GLOBAL_条件戦,kyori_tekisei_2+rotation_bin,kyori_tekisei_2,rotation_bin,9,1895,89.43,6.06,85.47,True
GLOBAL_条件戦,kyori_tekisei_2+omo_tekisei_code,kyori_tekisei_2,omo_tekisei_code,7,2320,89.05,5.01,85.34,True
GLOBAL_条件戦,kyori_tekisei_2+pace_yoso,kyori_tekisei_2,pace_yoso,8,2441,88.55,5.31,84.87,True
GLOBAL_条件戦,kyori_tekisei_2+kyakushitsu,kyori_tekisei_2,kyakushitsu,9,2302,88.78,6.08,84.81,True
GLOBAL_条件戦,kyori_tekisei_2+idm_decile,kyori_tekisei_2,idm_decile,8,1938,88.17,5.02,84.69,True
GLOBAL_条件戦,kyori_tekisei_2+manken_shisu_decile,kyori_tekisei_2,manken_shisu_decile,11,1838,88.42,6.67,84.48,True
GLOBAL_条件戦,kyori_tekisei_2+kijun_ninkijun_tansho,kyori_tekisei_2,kijun_ninkijun_tansho,7,1546,90.42,8.24,84.32,True
GLOBAL_条件戦,kyori_tekisei_2+agari_shisu_juni,kyori_tekisei_2,agari_shisu_juni,9,1212,90.08,9.03,84.18,True
