factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_tekisei_2,距離適性2,code,4,2583,88.15,3.14,85.07,True
uma_deokure_bin,馬出遅率ビン,code,5,120628,77.44,3.01,74.79,False
manken_shirushi,万券印,code,8,100939,76.53,2.91,74.51,False
pace_yoso,ペース予想,code,3,148196,74.47,0.13,74.32,False
kyori_kubun,距離区分,code,4,156034,74.41,0.22,74.19,False
umakigo_code,馬記号,code,3,155995,75.9,1.58,74.11,False
keibajo_code,競馬場,code,10,156034,74.38,0.46,74.1,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,112721,76.42,3.46,74.02,False
kyori_tekisei,距離適性,code,5,151567,78.19,5.09,73.73,False
hizume_code,蹄コード,code,19,118603,75.31,4.62,73.23,False
manken_shisu_decile,万券指数10分位,code,10,153587,75.09,4.73,72.16,False
da_tekisei_code,ダ適性,code,3,70635,77.73,5.42,71.6,False
kyakushitsu,脚質,code,5,156013,74.14,3.14,71.39,False
omo_tekisei_code,重適性,code,4,122101,75.66,4.83,70.93,False
shiba_tekisei_code,芝適性,code,3,90736,80.86,8.98,70.7,False
rotation_bin,ローテーションビン,code,8,120664,73.5,5.1,69.97,False
joshodo_code,上昇度,code,4,152437,76.3,6.68,69.75,False
ichi_shisu_juni,位置指数順位,numeric,18,148196,71.95,4.83,69.72,False
idm_decile,IDM指数10分位,code,9,155996,77.33,11.84,69.6,False
bataiju,馬体重,numeric,81,155015,71.23,7.54,69.59,False
sogo_shisu_decile,総合指数10分位,code,9,155972,76.95,13.54,68.11,False
pace_shisu_juni,ペース指数順位,numeric,18,148196,70.87,6.18,68.02,False
ten_shisu_juni,テン指数順位,numeric,18,148196,70.97,6.52,67.96,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,400,136800,69.38,15.23,67.89,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,17,155941,72.87,11.64,67.33,False
tenkai_kigo_code,展開記号,code,5,148196,75.12,9.22,67.04,False
gekiso_juni,激走順位,numeric,18,148196,69.99,6.76,66.87,False
bataiju_zogen,馬体重増減,numeric,24,119802,70.32,9.32,66.59,False
ls_shisu_juni,LS指数順位,numeric,10,148157,70.72,9.09,65.09,False
joho_shisu_decile,情報指数10分位,code,6,156034,72.94,10.45,64.58,False
agari_shisu_juni,上がり指数順位,numeric,18,148196,68.39,8.73,64.36,False
class_code,クラスコード,code,14,120417,69.86,12.19,63.47,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,156034,69.4,9.84,63.3,False
kishu_minarai_code,騎手見習,code,6,156034,69.68,8.38,62.98,False
kishu_shisu_decile,騎手指数10分位,code,10,156034,69.23,10.25,62.88,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,156034,68.71,10.45,62.23,False
blinker,ブリンカー,code,3,10837,69.52,7.55,60.99,False
kyusha_shisu_decile,厩舎指数10分位,code,10,156034,67.62,10.91,60.86,False
kyuyo_riyu_bunrui_code,休養理由,code,4,21921,70.13,9.82,60.51,False
chokyo_shisu_decile,調教指数10分位,code,10,155909,65.64,12.26,58.04,False
kyusha_hyoka_code,厩舎評価,code,4,156034,74.48,18.32,56.53,False
ninki_shisu_decile,人気指数10分位,code,10,156034,64.0,14.93,54.75,False
