segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
GLOBAL_条件戦,kyori_tekisei_2+kyori_tekisei+ten_shisu_juni,kyori_tekisei_2,kyori_tekisei,ten_shisu_juni,4,509,97.64,2.58,95.11,True
GLOBAL_条件戦,kyori_tekisei_2+uma_deokure_bin+kijun_ninkijun_tansho,kyori_tekisei_2,uma_deokure_bin,kijun_ninkijun_tansho,4,607,96.77,2.29,94.52,True
GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+uma_start_shisu_decile,kyori_tekisei_2,pace_yoso,uma_start_shisu_decile,4,585,93.5,1.77,91.77,True
GLOBAL_条件戦,kyori_tekisei_2+idm_decile+kijun_ninkijun_tansho,kyori_tekisei_2,idm_decile,kijun_ninkijun_tansho,4,476,95.98,4.72,91.36,True
GLOBAL_条件戦,kyori_tekisei_2+kyori_tekisei+pace_shisu_juni,kyori_tekisei_2,kyori_tekisei,pace_shisu_juni,5,669,93.45,3.09,90.75,True
GLOBAL_条件戦,kyori_tekisei_2+sogo_shisu_decile+kijun_ninkijun_tansho,kyori_tekisei_2,sogo_shisu_decile,kijun_ninkijun_tansho,3,395,94.68,4.74,89.32,True
GLOBAL_条件戦,kyori_tekisei_2+manken_shirushi+kyori_tekisei,kyori_tekisei_2,manken_shirushi,kyori_tekisei,8,1115,93.52,6.3,89.16,True
GLOBAL_条件戦,kyori_tekisei_2+uma_start_shisu_decile+kyakushitsu,kyori_tekisei_2,uma_start_shisu_decile,kyakushitsu,3,445,90.4,1.74,88.44,True
GLOBAL_条件戦,kyori_tekisei_2+uma_start_shisu_decile+omo_tekisei_code,kyori_tekisei_2,uma_start_shisu_decile,omo_tekisei_code,5,671,92.78,5.08,88.33,True
GLOBAL_条件戦,kyori_tekisei_2+kyori_kubun+manken_shisu_decile,kyori_tekisei_2,kyori_kubun,manken_shisu_decile,3,380,95.56,6.55,88.14,True
