segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_直線_芝,tenkai_kigo_code+shiba_tekisei_code+agari_shisu_juni,tenkai_kigo_code,shiba_tekisei_code,agari_shisu_juni,3,341,82.63,2.75,79.52,False
COURSE_27_直線_芝,tenkai_kigo_code+ichi_shisu_juni+kyakushitsu,tenkai_kigo_code,ichi_shisu_juni,kyakushitsu,4,458,83.31,6.32,77.12,False
COURSE_27_直線_芝,pace_yoso+kishu_kitai_tansho_ritsu+kishu_shisu,pace_yoso,kishu_kitai_tansho_ritsu,kishu_shisu,3,476,95.28,18.4,74.45,False
COURSE_27_直線_芝,tenkai_kigo_code+ls_shisu_juni+kyakushitsu,tenkai_kigo_code,ls_shisu_juni,kyakushitsu,8,1260,84.16,14.66,73.99,False
COURSE_27_直線_芝,uma_deokure_ritsu+shiba_tekisei_code+kyori_tekisei,uma_deokure_ritsu,shiba_tekisei_code,kyori_tekisei,3,747,82.47,8.19,73.21,False
COURSE_27_直線_芝,shiba_tekisei_code+class_code+ls_shisu_juni,shiba_tekisei_code,class_code,ls_shisu_juni,3,416,83.2,9.31,72.66,False
COURSE_27_直線_芝,shiba_tekisei_code+class_code+hizume_code,shiba_tekisei_code,class_code,hizume_code,3,371,79.1,5.7,72.64,False
COURSE_27_直線_芝,pace_yoso+kyori_tekisei+ichi_shisu_juni,pace_yoso,kyori_tekisei,ichi_shisu_juni,6,635,83.45,13.53,72.62,False
COURSE_27_直線_芝,pace_yoso+joken_class_code+kyakushitsu,pace_yoso,joken_class_code,kyakushitsu,8,1529,79.35,10.47,72.09,False
COURSE_27_直線_芝,tenkai_kigo_code+shiba_tekisei_code+kyori_tekisei,tenkai_kigo_code,shiba_tekisei_code,kyori_tekisei,7,1821,80.01,10.93,71.92,False
COURSE_27_直線_芝,pace_yoso+uma_deokure_ritsu+shiba_tekisei_code,pace_yoso,uma_deokure_ritsu,shiba_tekisei_code,3,686,76.46,4.05,71.88,False
COURSE_27_直線_芝,pace_yoso+kyori_tekisei+ten_shisu_juni,pace_yoso,kyori_tekisei,ten_shisu_juni,6,624,79.31,9.44,71.76,False
COURSE_27_直線_芝,joken_class_code+uma_deokure_ritsu+kyori_tekisei,joken_class_code,uma_deokure_ritsu,kyori_tekisei,3,623,74.96,3.59,70.9,False
COURSE_27_直線_芝,joken_class_code+uma_deokure_ritsu+shiba_tekisei_code,joken_class_code,uma_deokure_ritsu,shiba_tekisei_code,3,635,75.74,4.38,70.77,False
COURSE_27_直線_芝,joken_class_code+tenkai_kigo_code+kyakushitsu,joken_class_code,tenkai_kigo_code,kyakushitsu,8,1526,76.8,9.66,70.1,False
COURSE_27_直線_芝,pace_yoso+uma_deokure_ritsu+kyori_tekisei,pace_yoso,uma_deokure_ritsu,kyori_tekisei,4,812,75.79,6.22,69.7,False
COURSE_27_直線_芝,uma_deokure_ritsu+shiba_tekisei_code+kyakushitsu,uma_deokure_ritsu,shiba_tekisei_code,kyakushitsu,4,654,81.9,12.65,69.5,False
COURSE_27_直線_芝,pace_yoso+shiba_tekisei_code+kyori_tekisei,pace_yoso,shiba_tekisei_code,kyori_tekisei,7,2309,76.21,9.43,69.22,False
COURSE_27_直線_芝,joken_class_code+class_code+kyakushitsu,joken_class_code,class_code,kyakushitsu,7,1358,77.09,10.99,68.95,False
COURSE_27_直線_芝,pace_yoso+joken_class_code+uma_deokure_ritsu,pace_yoso,joken_class_code,uma_deokure_ritsu,4,713,76.49,7.88,68.77,False
COURSE_27_直線_芝,joken_class_code+tenkai_kigo_code+ls_shisu_juni,joken_class_code,tenkai_kigo_code,ls_shisu_juni,3,474,79.87,9.84,68.73,False
COURSE_27_直線_芝,shiba_tekisei_code+kyori_tekisei+hizume_code,shiba_tekisei_code,kyori_tekisei,hizume_code,5,976,75.42,8.03,68.38,False
COURSE_27_直線_芝,pace_yoso+kyori_tekisei+hizume_code,pace_yoso,kyori_tekisei,hizume_code,8,1481,78.51,14.63,68.37,False
COURSE_27_直線_芝,shiba_tekisei_code+kyori_tekisei+kyakushitsu,shiba_tekisei_code,kyori_tekisei,kyakushitsu,9,1987,74.52,10.12,67.91,False
COURSE_27_直線_芝,pace_yoso+kyori_tekisei+pace_shisu_juni,pace_yoso,kyori_tekisei,pace_shisu_juni,3,306,81.36,12.27,67.47,False
COURSE_27_直線_芝,pace_yoso+tenkai_kigo_code+shiba_tekisei_code,pace_yoso,tenkai_kigo_code,shiba_tekisei_code,8,1881,75.68,11.91,67.43,False
