factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
uma_deokure_bin,馬出遅率ビン,code,5,15955,75.03,1.86,73.4,False
pace_yoso,ペース予想,code,3,18170,74.07,0.79,73.18,False
joken_class_code,条件クラス,code,5,18170,73.4,0.69,72.79,False
rotation_bin,ローテーションビン,code,8,15964,74.69,2.89,72.68,False
kyori_kubun,距離区分,code,4,18170,73.47,0.91,72.57,False
shiba_tekisei_code,芝適性,code,3,15424,74.9,2.15,72.46,False
joshodo_code,上昇度,code,3,17945,74.08,1.65,72.22,False
kyori_tekisei,距離適性,code,5,17771,74.72,3.21,71.9,False
ls_shisu_juni,LS指数順位,numeric,8,18104,74.56,4.38,71.52,False
manken_shisu_decile,万券指数10分位,code,10,18101,73.66,4.01,71.18,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,15893,73.54,3.8,70.91,False
bataiju,馬体重,numeric,54,17031,73.31,9.09,70.88,False
manken_shirushi,万券印,code,8,11059,73.86,4.33,70.86,False
tenkai_kigo_code,展開記号,code,5,18170,74.33,4.2,70.65,False
umakigo_code,馬記号,code,3,18149,73.83,3.24,70.17,False
bataiju_zogen,馬体重増減,numeric,16,15463,73.51,7.68,69.75,False
ten_shisu_juni,テン指数順位,numeric,18,18170,72.01,5.33,69.55,False
agari_shisu_juni,上がり指数順位,numeric,18,18170,72.35,6.19,69.49,False
kyakushitsu,脚質,code,5,18169,73.09,4.52,69.13,False
gekiso_juni,激走順位,numeric,18,18155,71.83,6.08,69.02,False
hizume_code,蹄コード,code,13,15529,73.08,7.82,68.83,False
pace_shisu_juni,ペース指数順位,numeric,18,18170,71.7,7.2,68.38,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,17,18117,74.35,12.89,68.23,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,18170,72.21,6.74,68.03,False
ichi_shisu_juni,位置指数順位,numeric,18,18170,71.13,6.88,67.95,False
joho_shisu_decile,情報指数10分位,code,6,18170,73.14,7.21,67.38,False
class_code,クラスコード,code,13,15610,72.02,8.7,67.3,False
kishu_shisu_decile,騎手指数10分位,code,10,18170,71.46,7.38,66.89,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,18170,71.03,7.61,66.31,False
kyusha_shisu_decile,厩舎指数10分位,code,10,18170,70.36,6.8,66.14,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,40,9140,69.62,12.51,65.75,False
kyori_tekisei_2,距離適性2,code,3,2555,73.1,6.85,65.35,False
sogo_shisu_decile,総合指数10分位,code,10,18170,70.29,8.01,65.32,False
chokyo_shisu_decile,調教指数10分位,code,10,18117,69.89,7.67,65.13,False
idm_decile,IDM指数10分位,code,10,18170,70.42,9.21,64.71,False
kyuyo_riyu_bunrui_code,休養理由,code,3,4632,68.86,3.99,64.35,False
kishu_minarai_code,騎手見習,code,6,18170,68.93,5.75,64.33,False
kyusha_hyoka_code,厩舎評価,code,4,18170,74.78,10.73,64.27,False
omo_tekisei_code,重適性,code,4,16100,69.33,6.21,63.25,False
ninki_shisu_decile,人気指数10分位,code,10,18170,68.44,8.82,62.97,False
