segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
KEIBAJO_SURFACE_04_芝,manken_shirushi+tenkai_kigo_code+umakigo_code+bataiju_zogen,manken_shirushi,tenkai_kigo_code,umakigo_code,bataiju_zogen,3,322,85.94,5.85,79.32,False
KEIBAJO_SURFACE_04_芝,joken_class_code+uma_start_shisu_decile+tenkai_kigo_code+gekiso_juni,joken_class_code,uma_start_shisu_decile,tenkai_kigo_code,gekiso_juni,5,520,84.8,8.11,77.69,False
KEIBAJO_SURFACE_04_芝,pace_yoso+manken_shirushi+umakigo_code+bataiju_zogen,pace_yoso,manken_shirushi,umakigo_code,bataiju_zogen,5,574,84.37,8.12,77.25,False
KEIBAJO_SURFACE_04_芝,shiba_tekisei_code+tenkai_kigo_code+agari_shisu_juni+gekiso_juni,shiba_tekisei_code,tenkai_kigo_code,agari_shisu_juni,gekiso_juni,3,374,84.12,6.12,77.19,False
KEIBAJO_SURFACE_04_芝,uma_deokure_bin+joken_class_code+kyori_kubun+agari_shisu_juni,uma_deokure_bin,joken_class_code,kyori_kubun,agari_shisu_juni,3,349,87.05,8.72,77.17,False
KEIBAJO_SURFACE_04_芝,shiba_tekisei_code+joshodo_code+manken_shirushi+bataiju_zogen,shiba_tekisei_code,joshodo_code,manken_shirushi,bataiju_zogen,9,1082,80.3,4.83,77.15,False
KEIBAJO_SURFACE_04_芝,shiba_tekisei_code+kyori_tekisei+agari_shisu_juni+kyakushitsu,shiba_tekisei_code,kyori_tekisei,agari_shisu_juni,kyakushitsu,17,1808,80.0,6.65,76.84,False
KEIBAJO_SURFACE_04_芝,joken_class_code+manken_shirushi+tenkai_kigo_code+agari_shisu_juni,joken_class_code,manken_shirushi,tenkai_kigo_code,agari_shisu_juni,3,379,84.59,7.13,76.52,False
KEIBAJO_SURFACE_04_芝,uma_deokure_bin+manken_shisu_decile+tenkai_kigo_code+agari_shisu_juni,uma_deokure_bin,manken_shisu_decile,tenkai_kigo_code,agari_shisu_juni,4,419,85.14,8.82,76.49,False
KEIBAJO_SURFACE_04_芝,pace_yoso+uma_start_shisu_decile+manken_shirushi+umakigo_code,pace_yoso,uma_start_shisu_decile,manken_shirushi,umakigo_code,19,2674,81.15,11.26,76.09,False
KEIBAJO_SURFACE_04_芝,kyori_kubun+uma_start_shisu_decile+manken_shirushi+umakigo_code,kyori_kubun,uma_start_shisu_decile,manken_shirushi,umakigo_code,12,1387,81.31,9.61,75.87,False
KEIBAJO_SURFACE_04_芝,joken_class_code+manken_shirushi+umakigo_code+gekiso_juni,joken_class_code,manken_shirushi,umakigo_code,gekiso_juni,7,1075,77.96,2.85,75.85,False
KEIBAJO_SURFACE_04_芝,joken_class_code+kyori_kubun+uma_start_shisu_decile+bataiju_zogen,joken_class_code,kyori_kubun,uma_start_shisu_decile,bataiju_zogen,3,328,80.24,3.88,75.84,False
KEIBAJO_SURFACE_04_芝,joken_class_code+joshodo_code+bataiju+tenkai_kigo_code,joken_class_code,joshodo_code,bataiju,tenkai_kigo_code,10,1049,83.51,13.0,75.45,False
KEIBAJO_SURFACE_04_芝,kyori_kubun+uma_start_shisu_decile+umakigo_code+gekiso_juni,kyori_kubun,uma_start_shisu_decile,umakigo_code,gekiso_juni,12,1490,78.75,5.87,75.43,False
KEIBAJO_SURFACE_04_芝,joken_class_code+rotation_bin+umakigo_code+agari_shisu_juni,joken_class_code,rotation_bin,umakigo_code,agari_shisu_juni,23,2587,79.51,10.27,75.31,False
KEIBAJO_SURFACE_04_芝,joken_class_code+rotation_bin+shiba_tekisei_code+agari_shisu_juni,joken_class_code,rotation_bin,shiba_tekisei_code,agari_shisu_juni,5,531,81.92,7.54,75.31,False
KEIBAJO_SURFACE_04_芝,joshodo_code+manken_shirushi+tenkai_kigo_code+agari_shisu_juni,joshodo_code,manken_shirushi,tenkai_kigo_code,agari_shisu_juni,18,2769,78.48,7.16,75.18,False
KEIBAJO_SURFACE_04_芝,joken_class_code+uma_start_shisu_decile+manken_shirushi+umakigo_code,joken_class_code,uma_start_shisu_decile,manken_shirushi,umakigo_code,14,1875,80.73,10.87,75.04,False
KEIBAJO_SURFACE_04_芝,kyori_kubun+joshodo_code+uma_start_shisu_decile+manken_shirushi,kyori_kubun,joshodo_code,uma_start_shisu_decile,manken_shirushi,12,1424,80.33,10.08,74.63,False
KEIBAJO_SURFACE_04_芝,joshodo_code+manken_shirushi+umakigo_code+agari_shisu_juni,joshodo_code,manken_shirushi,umakigo_code,agari_shisu_juni,19,2781,78.14,8.08,74.5,False
KEIBAJO_SURFACE_04_芝,manken_shirushi+tenkai_kigo_code+umakigo_code+agari_shisu_juni,manken_shirushi,tenkai_kigo_code,umakigo_code,agari_shisu_juni,17,2805,77.69,6.7,74.5,False
KEIBAJO_SURFACE_04_芝,kyori_tekisei+uma_start_shisu_decile+manken_shirushi+umakigo_code,kyori_tekisei,uma_start_shisu_decile,manken_shirushi,umakigo_code,7,780,81.27,9.17,74.47,False
KEIBAJO_SURFACE_04_芝,joken_class_code+manken_shirushi+umakigo_code+agari_shisu_juni,joken_class_code,manken_shirushi,umakigo_code,agari_shisu_juni,4,488,83.38,9.15,74.41,False
KEIBAJO_SURFACE_04_芝,kyori_tekisei+umakigo_code+ten_shisu_juni+kyakushitsu,kyori_tekisei,umakigo_code,ten_shisu_juni,kyakushitsu,41,5709,77.64,10.6,74.4,False
KEIBAJO_SURFACE_04_芝,kyori_kubun+joshodo_code+uma_start_shisu_decile+gekiso_juni,kyori_kubun,joshodo_code,uma_start_shisu_decile,gekiso_juni,14,1738,77.68,6.38,74.34,False
KEIBAJO_SURFACE_04_芝,joken_class_code+uma_start_shisu_decile+bataiju_zogen+kyakushitsu,joken_class_code,uma_start_shisu_decile,bataiju_zogen,kyakushitsu,4,480,82.73,8.56,74.34,False
KEIBAJO_SURFACE_04_芝,tenkai_kigo_code+umakigo_code+agari_shisu_juni+gekiso_juni,tenkai_kigo_code,umakigo_code,agari_shisu_juni,gekiso_juni,20,2484,77.78,7.88,74.32,False
KEIBAJO_SURFACE_04_芝,pace_yoso+joshodo_code+manken_shirushi+agari_shisu_juni,pace_yoso,joshodo_code,manken_shirushi,agari_shisu_juni,3,377,81.84,6.65,74.32,False
KEIBAJO_SURFACE_04_芝,shiba_tekisei_code+manken_shirushi+umakigo_code+bataiju_zogen,shiba_tekisei_code,manken_shirushi,umakigo_code,bataiju_zogen,8,943,79.09,6.92,74.29,False
KEIBAJO_SURFACE_04_芝,shiba_tekisei_code+uma_start_shisu_decile+bataiju_zogen+kyakushitsu,shiba_tekisei_code,uma_start_shisu_decile,bataiju_zogen,kyakushitsu,8,938,80.44,9.0,74.21,False
KEIBAJO_SURFACE_04_芝,uma_deokure_bin+kyori_kubun+kyori_tekisei+gekiso_juni,uma_deokure_bin,kyori_kubun,kyori_tekisei,gekiso_juni,15,1847,78.31,8.13,74.19,False
KEIBAJO_SURFACE_04_芝,pace_yoso+manken_shisu_decile+tenkai_kigo_code+agari_shisu_juni,pace_yoso,manken_shisu_decile,tenkai_kigo_code,agari_shisu_juni,10,1164,82.67,13.81,74.11,False
KEIBAJO_SURFACE_04_芝,kyori_tekisei+manken_shirushi+umakigo_code+kyakushitsu,kyori_tekisei,manken_shirushi,umakigo_code,kyakushitsu,29,3959,78.16,11.29,74.05,False
KEIBAJO_SURFACE_04_芝,uma_start_shisu_decile+umakigo_code+kyakushitsu+gekiso_juni,uma_start_shisu_decile,umakigo_code,kyakushitsu,gekiso_juni,19,2478,79.32,11.9,73.96,False
KEIBAJO_SURFACE_04_芝,joken_class_code+rotation_bin+joshodo_code+agari_shisu_juni,joken_class_code,rotation_bin,joshodo_code,agari_shisu_juni,31,3510,77.33,9.73,73.9,False
KEIBAJO_SURFACE_04_芝,kyori_kubun+manken_shirushi+umakigo_code+gekiso_juni,kyori_kubun,manken_shirushi,umakigo_code,gekiso_juni,6,807,82.16,10.32,73.9,False
KEIBAJO_SURFACE_04_芝,pace_yoso+joken_class_code+bataiju+umakigo_code,pace_yoso,joken_class_code,bataiju,umakigo_code,29,3335,78.24,11.94,73.9,False
KEIBAJO_SURFACE_04_芝,rotation_bin+kyori_kubun+umakigo_code+ten_shisu_juni,rotation_bin,kyori_kubun,umakigo_code,ten_shisu_juni,4,411,79.17,5.4,73.87,False
KEIBAJO_SURFACE_04_芝,uma_start_shisu_decile+tenkai_kigo_code+umakigo_code+ten_shisu_juni,uma_start_shisu_decile,tenkai_kigo_code,umakigo_code,ten_shisu_juni,19,3140,79.46,12.49,73.85,False
KEIBAJO_SURFACE_04_芝,joshodo_code+bataiju+umakigo_code+kyakushitsu,joshodo_code,bataiju,umakigo_code,kyakushitsu,34,4207,78.59,14.27,73.8,False
KEIBAJO_SURFACE_04_芝,shiba_tekisei_code+manken_shisu_decile+umakigo_code+agari_shisu_juni,shiba_tekisei_code,manken_shisu_decile,umakigo_code,agari_shisu_juni,12,1390,80.64,12.2,73.74,False
KEIBAJO_SURFACE_04_芝,joken_class_code+kyori_kubun+joshodo_code+gekiso_juni,joken_class_code,kyori_kubun,joshodo_code,gekiso_juni,55,7357,76.75,11.4,73.74,False
KEIBAJO_SURFACE_04_芝,shiba_tekisei_code+kyori_tekisei+ten_shisu_juni+kyakushitsu,shiba_tekisei_code,kyori_tekisei,ten_shisu_juni,kyakushitsu,10,1039,82.01,13.42,73.7,False
KEIBAJO_SURFACE_04_芝,joshodo_code+kyori_tekisei+ten_shisu_juni+kyakushitsu,joshodo_code,kyori_tekisei,ten_shisu_juni,kyakushitsu,46,6262,77.06,11.78,73.65,False
KEIBAJO_SURFACE_04_芝,joken_class_code+rotation_bin+tenkai_kigo_code+agari_shisu_juni,joken_class_code,rotation_bin,tenkai_kigo_code,agari_shisu_juni,16,1887,79.92,12.81,73.64,False
KEIBAJO_SURFACE_04_芝,joshodo_code+kyori_tekisei+uma_start_shisu_decile+manken_shirushi,joshodo_code,kyori_tekisei,uma_start_shisu_decile,manken_shirushi,7,799,79.81,8.38,73.6,False
