segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_07_芝_短距離,shiba_tekisei_code+umakigo_code+class_code,shiba_tekisei_code,umakigo_code,class_code,4,1125,76.27,0.96,75.33,False
COURSE_27_07_芝_短距離,joken_class_code+hizume_code+class_code,joken_class_code,hizume_code,class_code,4,491,81.81,7.99,73.99,False
COURSE_27_07_芝_短距離,pace_yoso+shiba_tekisei_code+class_code,pace_yoso,shiba_tekisei_code,class_code,4,897,76.61,3.26,73.41,False
COURSE_27_07_芝_短距離,joken_class_code+omo_tekisei_code+class_code,joken_class_code,omo_tekisei_code,class_code,7,1316,75.09,2.57,73.18,False
COURSE_27_07_芝_短距離,joken_class_code+umakigo_code+class_code,joken_class_code,umakigo_code,class_code,4,1383,75.82,2.72,73.15,False
COURSE_27_07_芝_短距離,pace_yoso+umakigo_code+class_code,pace_yoso,umakigo_code,class_code,6,1226,76.84,5.23,72.66,False
COURSE_27_07_芝_短距離,pace_yoso+uma_start_shisu+umakigo_code,pace_yoso,uma_start_shisu,umakigo_code,6,1139,77.97,6.65,72.65,False
COURSE_27_07_芝_短距離,pace_yoso+joken_class_code+class_code,pace_yoso,joken_class_code,class_code,6,1344,75.79,3.99,72.59,False
COURSE_27_07_芝_短距離,joken_class_code+omo_tekisei_code+uma_start_shisu,joken_class_code,omo_tekisei_code,uma_start_shisu,3,341,78.21,5.01,72.55,False
COURSE_27_07_芝_短距離,shiba_tekisei_code+omo_tekisei_code+class_code,shiba_tekisei_code,omo_tekisei_code,class_code,6,972,75.89,4.73,72.1,False
COURSE_27_07_芝_短距離,pace_yoso+class_code+kyakushitsu,pace_yoso,class_code,kyakushitsu,4,550,78.72,7.11,71.75,False
COURSE_27_07_芝_短距離,umakigo_code+ichi_shisu_juni+kyakushitsu,umakigo_code,ichi_shisu_juni,kyakushitsu,3,336,86.68,13.29,71.64,False
COURSE_27_07_芝_短距離,omo_tekisei_code+umakigo_code+class_code,omo_tekisei_code,umakigo_code,class_code,7,1201,74.53,4.34,71.32,False
COURSE_27_07_芝_短距離,uma_start_shisu+umakigo_code+tenkai_kigo_code,uma_start_shisu,umakigo_code,tenkai_kigo_code,4,757,75.84,4.69,71.24,False
COURSE_27_07_芝_短距離,shiba_tekisei_code+omo_tekisei_code+hizume_code,shiba_tekisei_code,omo_tekisei_code,hizume_code,5,673,78.56,8.68,70.95,False
COURSE_27_07_芝_短距離,shiba_tekisei_code+hizume_code+kyori_tekisei,shiba_tekisei_code,hizume_code,kyori_tekisei,3,609,75.85,4.41,70.87,False
COURSE_27_07_芝_短距離,shiba_tekisei_code+joken_class_code+class_code,shiba_tekisei_code,joken_class_code,class_code,4,1209,74.51,3.76,70.82,False
COURSE_27_07_芝_短距離,pace_yoso+joken_class_code+kyori_tekisei,pace_yoso,joken_class_code,kyori_tekisei,9,1682,76.05,8.13,70.74,False
COURSE_27_07_芝_短距離,shiba_tekisei_code+class_code+kyakushitsu,shiba_tekisei_code,class_code,kyakushitsu,4,580,73.45,2.93,70.58,False
