factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,2596,73.37,1.51,71.66,False
shiba_tekisei_code,芝適性,code,3,2362,72.92,1.7,71.0,False
manken_shirushi,万券印,code,8,1483,75.74,8.99,69.51,False
joken_class_code,条件クラス,code,5,2596,71.9,2.87,69.39,False
omo_tekisei_code,重適性,code,3,2435,73.86,4.37,68.91,False
uma_start_shisu,馬スタート指数,numeric,8,1831,75.0,9.53,68.4,False
umakigo_code,馬記号,code,3,2589,75.22,6.06,68.35,False
hizume_code,蹄コード,code,7,2223,73.18,6.8,68.14,False
class_code,クラスコード,code,6,1820,71.7,6.04,66.86,False
kyori_tekisei,距離適性,code,3,2516,73.61,5.98,66.85,False
agari_shisu_juni,上がり指数順位,numeric,13,2203,71.42,8.79,66.64,False
ls_shisu_juni,LS指数順位,numeric,6,2476,72.69,8.25,66.08,False
pace_shisu_juni,ペース指数順位,numeric,14,2289,73.33,14.22,65.89,False
ten_shisu_juni,テン指数順位,numeric,14,2271,74.16,17.41,65.04,False
tenkai_kigo_code,展開記号,code,5,2596,73.13,9.45,64.84,False
ichi_shisu_juni,位置指数順位,numeric,14,2272,70.48,11.95,64.22,False
gekiso_juni,激走順位,numeric,14,2310,70.45,13.13,63.58,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,13,2371,70.52,14.35,62.72,False
kyakushitsu,脚質,code,5,2596,71.95,10.6,62.65,False
rotation,ローテーション,numeric,8,1728,74.21,16.96,62.46,False
kishu_shisu,騎手指数,numeric,8,1586,70.08,23.62,53.71,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,4,648,71.32,28.31,43.57,False
