segment,factors,factor1,factor2,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_07_芝_短距離,ichi_shisu_juni+kyakushitsu,ichi_shisu_juni,kyakushitsu,6,698,84.14,10.79,75.5,False
COURSE_27_07_芝_短距離,shiba_tekisei_code+ichi_shisu_juni,shiba_tekisei_code,ichi_shisu_juni,3,316,89.07,12.11,75.36,False
COURSE_27_07_芝_短距離,shiba_tekisei_code+manken_shirushi,shiba_tekisei_code,manken_shirushi,5,571,83.01,9.29,74.87,False
COURSE_27_07_芝_短距離,shiba_tekisei_code+ten_shisu_juni,shiba_tekisei_code,ten_shisu_juni,3,326,91.09,15.68,73.35,False
COURSE_27_07_芝_短距離,omo_tekisei_code+class_code,omo_tekisei_code,class_code,7,1351,74.93,2.36,73.18,False
COURSE_27_07_芝_短距離,hizume_code+class_code,hizume_code,class_code,4,500,81.64,9.19,72.63,False
COURSE_27_07_芝_短距離,omo_tekisei_code+ls_shisu_juni,omo_tekisei_code,ls_shisu_juni,7,1834,78.16,7.66,72.48,False
COURSE_27_07_芝_短距離,shiba_tekisei_code+ls_shisu_juni,shiba_tekisei_code,ls_shisu_juni,7,1846,76.87,7.61,71.22,False
COURSE_27_07_芝_短距離,uma_start_shisu+kyakushitsu,uma_start_shisu,kyakushitsu,3,739,74.26,2.69,71.21,False
COURSE_27_07_芝_短距離,umakigo_code+ls_shisu_juni,umakigo_code,ls_shisu_juni,5,2101,75.24,4.77,71.06,False
COURSE_27_07_芝_短距離,uma_start_shisu+tenkai_kigo_code,uma_start_shisu,tenkai_kigo_code,5,952,76.2,6.29,70.68,False
COURSE_27_07_芝_短距離,pace_yoso+joken_class_code,pace_yoso,joken_class_code,8,2376,73.19,3.71,70.62,False
COURSE_27_07_芝_短距離,shiba_tekisei_code+class_code,shiba_tekisei_code,class_code,4,1241,74.3,3.92,70.46,False
COURSE_27_07_芝_短距離,uma_start_shisu+kyori_tekisei,uma_start_shisu,kyori_tekisei,5,1091,74.26,4.44,70.37,False
COURSE_27_07_芝_短距離,joken_class_code+kyori_tekisei,joken_class_code,kyori_tekisei,9,2291,75.11,7.4,70.28,False
COURSE_27_07_芝_短距離,umakigo_code+rotation,umakigo_code,rotation,6,1344,78.59,10.53,70.16,False
COURSE_27_07_芝_短距離,pace_yoso+kyori_tekisei,pace_yoso,kyori_tekisei,6,2314,73.86,4.66,70.14,False
COURSE_27_07_芝_短距離,pace_yoso+uma_start_shisu,pace_yoso,uma_start_shisu,6,1295,75.55,6.79,70.12,False
COURSE_27_07_芝_短距離,pace_yoso+ls_shisu_juni,pace_yoso,ls_shisu_juni,6,1945,73.56,4.44,70.01,False
COURSE_27_07_芝_短距離,shiba_tekisei_code+joken_class_code,shiba_tekisei_code,joken_class_code,8,2166,73.76,6.14,69.5,False
COURSE_27_07_芝_短距離,class_code+kyori_tekisei,class_code,kyori_tekisei,5,1214,75.54,6.93,69.46,False
COURSE_27_07_芝_短距離,omo_tekisei_code+kyori_tekisei,omo_tekisei_code,kyori_tekisei,5,2169,76.09,8.02,69.06,False
COURSE_27_07_芝_短距離,pace_yoso+umakigo_code,pace_yoso,umakigo_code,5,2528,70.9,2.15,69.02,False
COURSE_27_07_芝_短距離,shiba_tekisei_code+pace_shisu_juni,shiba_tekisei_code,pace_shisu_juni,5,517,81.98,14.87,68.95,False
