factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,8,5169,77.28,5.51,73.46,False
pace_yoso,ペース予想,code,3,8273,73.29,0.42,72.81,False
joken_class_code,条件クラス,code,5,8273,73.05,0.79,72.36,False
class_code,クラスコード,code,10,7113,75.57,6.41,71.6,False
omo_tekisei_code,重適性,code,3,7447,74.06,2.24,71.52,False
uma_start_shisu,馬スタート指数,numeric,14,6949,72.17,6.4,68.82,False
ichi_shisu_juni,位置指数順位,numeric,16,8273,72.29,7.27,68.73,False
nyukyu_nannichimae,入厩何日前,numeric,17,3248,73.28,10.18,68.44,False
rotation,ローテーション,numeric,16,6825,72.57,8.55,68.37,False
manken_shisu,万券指数,numeric,35,6770,72.31,12.19,68.27,False
tenkai_kigo_code,展開記号,code,5,8273,73.78,6.3,68.26,False
idm,IDM指数,numeric,29,3908,73.61,15.35,68.03,False
umakigo_code,馬記号,code,3,8264,72.21,3.86,67.83,False
hizume_code,蹄コード,code,8,6948,76.83,13.24,67.66,False
joho_shisu,情報指数,numeric,34,7523,71.72,12.15,67.63,False
uma_deokure_ritsu,馬出遅率,numeric,17,5963,73.27,11.93,67.6,False
pace_shisu_juni,ペース指数順位,numeric,16,8273,71.04,7.06,67.58,False
kishu_shisu,騎手指数,numeric,22,7609,72.84,13.08,67.38,False
kyori_tekisei,距離適性,code,4,8166,71.43,4.6,66.92,False
kishu_minarai_code,騎手見習,code,3,1000,71.67,4.44,66.65,False
ichi_shisu,位置指数,numeric,7,1556,73.65,9.58,66.56,False
kyakushitsu,脚質,code,5,8272,71.13,5.4,66.4,False
joshodo_code,上昇度,code,3,8182,71.79,4.86,66.29,False
ls_shisu_juni,LS指数順位,numeric,9,8246,71.88,9.1,65.93,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,15,3615,71.79,12.2,65.62,False
ten_shisu_juni,テン指数順位,numeric,16,8273,71.04,11.13,65.59,False
da_tekisei_code,ダ適性,code,3,6510,71.75,6.14,64.8,False
agari_shisu_juni,上がり指数順位,numeric,16,8273,70.06,10.75,64.8,False
gekiso_juni,激走順位,numeric,16,8273,69.2,10.23,64.18,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,8197,72.29,17.8,63.28,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,19,2979,65.76,15.56,58.76,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,13,2915,65.1,13.38,57.83,False
pace_shisu,ペース指数,numeric,4,801,66.93,10.25,56.89,False
kyusha_hyoka_code,厩舎評価,code,3,8269,73.38,14.85,56.58,False
agari_shisu,上がり指数,numeric,4,750,65.47,11.29,54.41,False
ten_shisu,テン指数,numeric,4,648,72.6,21.68,51.35,False
chokyo_shisu,調教指数,numeric,5,842,61.16,20.7,43.02,False
shiba_tekisei_code,芝適性,code,3,4717,59.99,26.75,29.72,False
