factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,8,111609,76.06,3.45,73.67,False
kyori_kubun,距離区分,code,4,177971,73.67,0.15,73.52,False
pace_yoso,ペース予想,code,3,177971,73.84,0.37,73.43,False
keibajo_code,競馬場,code,10,177971,73.68,0.65,73.28,False
hizume_code,蹄コード,code,19,163505,74.94,4.21,73.05,False
uma_deokure_bin,馬出遅率ビン,code,5,164780,73.95,1.27,72.84,False
kyori_tekisei_2,距離適性2,code,4,24728,75.51,2.86,72.71,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,164079,74.14,2.27,72.57,False
joken_class_code,条件クラス,code,5,177971,73.07,0.86,72.31,False
da_tekisei_code,ダ適性,code,3,146390,74.55,3.03,71.11,False
kyori_tekisei,距離適性,code,6,174589,73.93,3.82,70.88,False
omo_tekisei_code,重適性,code,4,164925,72.94,2.18,70.81,False
ichi_shisu_juni,位置指数順位,numeric,16,177971,72.18,3.33,70.55,False
kyakushitsu,脚質,code,5,177961,72.73,2.92,70.17,False
rotation_bin,ローテーションビン,code,8,164898,73.07,4.75,69.78,False
manken_shisu_decile,万券指数10分位,code,10,174732,72.58,4.88,69.55,False
blinker,ブリンカー,code,3,24403,71.52,1.88,69.39,False
umakigo_code,馬記号,code,4,177932,72.6,3.62,69.05,False
bataiju,馬体重,numeric,81,177048,70.68,8.06,68.92,False
ten_shisu_juni,テン指数順位,numeric,16,177971,71.43,5.42,68.78,False
pace_shisu_juni,ペース指数順位,numeric,16,177971,71.11,5.64,68.34,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,177971,73.67,11.59,67.99,False
gekiso_juni,激走順位,numeric,16,177971,70.74,5.66,67.97,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,359,158319,69.0,13.54,67.59,False
agari_shisu_juni,上がり指数順位,numeric,16,177971,70.5,6.86,67.13,False
idm_decile,IDM指数10分位,code,10,177971,71.76,8.01,66.79,False
joshodo_code,上昇度,code,4,176573,76.84,10.32,66.72,False
class_code,クラスコード,code,21,164420,70.57,9.02,66.71,False
tenkai_kigo_code,展開記号,code,5,177971,74.21,8.94,66.37,False
joho_shisu_decile,情報指数10分位,code,6,177971,72.83,8.18,66.29,False
shiba_tekisei_code,芝適性,code,3,100032,69.49,2.92,66.19,False
ls_shisu_juni,LS指数順位,numeric,10,177920,70.62,7.71,65.84,False
sogo_shisu_decile,総合指数10分位,code,10,177971,71.05,8.88,65.55,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,177971,71.28,9.62,65.32,False
bataiju_zogen,馬体重増減,numeric,32,163800,69.24,11.77,65.16,False
kishu_shisu_decile,騎手指数10分位,code,10,177971,71.06,9.85,64.95,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,177971,70.98,10.17,64.67,False
kishu_minarai_code,騎手見習,code,6,177971,70.4,7.22,64.63,False
kyusha_shisu_decile,厩舎指数10分位,code,10,177971,68.87,8.07,63.87,False
kyusha_hyoka_code,厩舎評価,code,4,177971,74.64,13.08,61.82,False
chokyo_shisu_decile,調教指数10分位,code,10,177771,67.33,9.45,61.48,False
kyuyo_riyu_bunrui_code,休養理由,code,5,37174,69.01,10.48,59.82,False
ninki_shisu_decile,人気指数10分位,code,10,177971,65.53,12.34,57.88,False
