factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,10257,73.56,0.46,73.05,False
manken_shirushi,万券印,code,8,6288,76.54,5.89,72.45,False
uma_deokure_ritsu,馬出遅率,numeric,22,7577,76.02,9.81,71.92,False
kyori_tekisei,距離適性,code,4,10152,73.13,1.93,71.24,False
hizume_code,蹄コード,code,9,8511,74.08,4.92,70.86,False
omo_tekisei_code,重適性,code,4,9020,73.15,2.37,70.83,False
joken_class_code,条件クラス,code,5,10257,72.5,1.98,70.76,False
rotation,ローテーション,numeric,17,8142,76.22,11.79,70.62,False
kyusha_hyoka_code,厩舎評価,code,3,10170,77.57,6.31,70.44,False
nyukyu_nannichimae,入厩何日前,numeric,22,5191,72.74,7.6,69.57,False
joho_shisu,情報指数,numeric,37,9522,72.41,9.65,69.3,False
manken_shisu,万券指数,numeric,40,8763,72.22,10.14,69.07,False
idm,IDM指数,numeric,30,5094,72.71,10.48,68.96,False
class_code,クラスコード,code,12,8590,72.81,7.06,68.81,False
ichi_shisu,位置指数,numeric,10,2682,73.7,8.38,68.5,False
agari_shisu_juni,上がり指数順位,numeric,18,10257,71.87,7.7,68.31,False
ichi_shisu_juni,位置指数順位,numeric,18,10257,71.14,7.21,67.81,False
gekiso_juni,激走順位,numeric,18,10257,73.0,11.6,67.65,False
joshodo_code,上昇度,code,3,10103,71.06,3.04,67.62,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,10152,70.66,6.8,67.33,False
ls_shisu_juni,LS指数順位,numeric,8,10165,72.69,8.06,67.1,False
kishu_shisu,騎手指数,numeric,23,9536,72.04,12.72,66.84,False
uma_start_shisu,馬スタート指数,numeric,16,8404,72.08,11.17,66.6,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,6,2643,69.91,4.34,66.43,False
pace_shisu_juni,ペース指数順位,numeric,18,10257,70.76,9.99,66.14,False
kyakushitsu,脚質,code,5,10255,72.0,6.73,66.1,False
tenkai_kigo_code,展開記号,code,5,10257,73.36,8.3,66.08,False
ten_shisu_juni,テン指数順位,numeric,18,10257,70.72,10.26,65.98,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,18,4931,70.75,10.46,65.91,False
umakigo_code,馬記号,code,3,10244,70.5,4.2,65.75,False
kishu_minarai_code,騎手見習,code,4,1392,72.61,8.86,63.93,False
ten_shisu,テン指数,numeric,8,1555,74.39,15.18,63.87,False
kyusha_shisu,厩舎指数,numeric,12,2469,74.06,18.21,63.76,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,20,4325,69.67,13.6,63.71,False
shiba_tekisei_code,芝適性,code,3,8702,70.27,6.18,63.27,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,23,3803,66.48,15.1,60.31,False
agari_shisu,上がり指数,numeric,4,1220,70.5,15.35,55.46,False
pace_shisu,ペース指数,numeric,5,1431,68.74,16.93,53.9,False
chokyo_shisu,調教指数,numeric,10,2079,58.13,15.43,48.57,False
