factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,8,3755,76.39,4.2,73.47,False
bataiju,馬体重,numeric,29,4260,73.73,8.65,70.58,False
kyori_kubun,距離区分,code,3,5855,74.13,3.14,70.58,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,5780,72.27,3.46,69.87,False
uma_deokure_bin,馬出遅率ビン,code,5,5846,74.7,5.71,69.7,False
bataiju_zogen,馬体重増減,numeric,12,5294,74.37,9.06,69.25,False
kyakushitsu,脚質,code,4,5855,72.21,3.73,68.55,False
ten_shisu_juni,テン指数順位,numeric,15,5855,71.25,5.75,68.33,False
hizume_code,蹄コード,code,9,5472,73.99,8.73,68.29,False
rotation_bin,ローテーションビン,code,8,5855,71.55,6.06,67.35,False
ichi_shisu_juni,位置指数順位,numeric,15,5855,71.57,8.5,67.27,False
pace_shisu_juni,ペース指数順位,numeric,15,5855,71.72,9.72,66.8,False
ls_shisu_juni,LS指数順位,numeric,7,5806,73.01,8.69,66.57,False
omo_tekisei_code,重適性,code,3,5842,72.96,5.91,66.28,False
manken_shisu_decile,万券指数10分位,code,10,5827,71.32,9.48,65.44,False
umakigo_code,馬記号,code,3,5830,69.19,3.98,64.68,False
kyuyo_riyu_bunrui_code,休養理由,code,3,1602,79.05,12.72,64.66,False
agari_shisu_juni,上がり指数順位,numeric,15,5855,70.07,10.78,64.61,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,14,5785,71.97,14.35,64.45,False
kyori_tekisei,距離適性,code,4,5736,69.99,5.8,64.31,False
kishu_shisu_decile,騎手指数10分位,code,10,5855,70.76,10.81,64.06,False
joho_shisu_decile,情報指数10分位,code,6,5855,71.68,9.75,63.88,False
kishu_minarai_code,騎手見習,code,6,5855,69.39,7.4,63.47,False
tenkai_kigo_code,展開記号,code,5,5855,73.01,11.54,62.9,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,9,5778,70.95,12.78,62.6,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,9,5762,71.6,13.83,62.56,False
gekiso_juni,激走順位,numeric,15,5855,67.8,12.07,61.69,False
ninki_shisu_decile,人気指数10分位,code,9,5782,67.83,10.26,61.12,False
idm_decile,IDM指数10分位,code,6,5732,71.23,13.05,60.78,False
sogo_shisu_decile,総合指数10分位,code,7,5732,72.0,15.17,60.76,False
kyori_tekisei_2,距離適性2,code,3,813,70.48,10.03,59.12,False
chokyo_shisu_decile,調教指数10分位,code,10,5802,66.19,12.07,58.71,False
class_code,クラスコード,code,3,5649,70.26,10.78,58.06,False
kyusha_shisu_decile,厩舎指数10分位,code,10,5855,65.69,13.29,57.45,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,13,2075,66.6,17.54,57.07,False
kyusha_hyoka_code,厩舎評価,code,3,5761,70.12,12.26,56.25,False
