segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
KEIBAJO_SURFACE_04_芝_新馬,manken_shirushi+uma_start_shisu+umakigo_code,manken_shirushi,uma_start_shisu,umakigo_code,6,634,86.48,5.09,82.41,True
KEIBAJO_SURFACE_04_芝_新馬,uma_deokure_ritsu+gekiso_juni+umakigo_code,uma_deokure_ritsu,gekiso_juni,umakigo_code,6,689,83.17,6.89,77.67,False
KEIBAJO_SURFACE_04_芝_新馬,omo_tekisei_code+ten_shisu_juni+kyakushitsu,omo_tekisei_code,ten_shisu_juni,kyakushitsu,5,548,87.19,11.86,76.79,False
KEIBAJO_SURFACE_04_芝_新馬,kyusha_hyoka_code+kishu_shisu+kishu_kitai_sanchakunai_ritsu,kyusha_hyoka_code,kishu_shisu,kishu_kitai_sanchakunai_ritsu,8,996,82.64,8.88,76.49,False
KEIBAJO_SURFACE_04_芝_新馬,class_code+rotation+uma_start_shisu,class_code,rotation,uma_start_shisu,3,461,77.62,1.09,76.38,False
KEIBAJO_SURFACE_04_芝_新馬,kishu_shisu+kishu_kitai_sanchakunai_ritsu+kishu_kitai_rentai_ritsu,kishu_shisu,kishu_kitai_sanchakunai_ritsu,kishu_kitai_rentai_ritsu,4,434,84.32,8.26,76.23,False
KEIBAJO_SURFACE_04_芝_新馬,uma_deokure_ritsu+ten_shisu_juni+umakigo_code,uma_deokure_ritsu,ten_shisu_juni,umakigo_code,5,666,83.2,8.34,75.88,False
KEIBAJO_SURFACE_04_芝_新馬,kyusha_hyoka_code+uma_deokure_ritsu+pace_shisu_juni,kyusha_hyoka_code,uma_deokure_ritsu,pace_shisu_juni,6,756,84.01,10.51,75.6,False
KEIBAJO_SURFACE_04_芝_新馬,agari_shisu_juni+hizume_code+umakigo_code,agari_shisu_juni,hizume_code,umakigo_code,6,662,78.13,3.27,75.52,False
KEIBAJO_SURFACE_04_芝_新馬,kyusha_hyoka_code+uma_deokure_ritsu+ten_shisu_juni,kyusha_hyoka_code,uma_deokure_ritsu,ten_shisu_juni,5,693,81.41,6.99,75.29,False
KEIBAJO_SURFACE_04_芝_新馬,uma_start_shisu+ichi_shisu_juni+umakigo_code,uma_start_shisu,ichi_shisu_juni,umakigo_code,7,857,82.35,9.8,75.09,False
KEIBAJO_SURFACE_04_芝_新馬,kyusha_hyoka_code+uma_deokure_ritsu+ichi_shisu_juni,kyusha_hyoka_code,uma_deokure_ritsu,ichi_shisu_juni,5,754,80.37,6.08,75.04,False
KEIBAJO_SURFACE_04_芝_新馬,rotation+uma_deokure_ritsu+umakigo_code,rotation,uma_deokure_ritsu,umakigo_code,3,444,76.38,1.35,74.85,False
KEIBAJO_SURFACE_04_芝_新馬,uma_deokure_ritsu+pace_shisu_juni+umakigo_code,uma_deokure_ritsu,pace_shisu_juni,umakigo_code,5,647,84.0,10.51,74.79,False
KEIBAJO_SURFACE_04_芝_新馬,class_code+uma_deokure_ritsu+ichi_shisu_juni,class_code,uma_deokure_ritsu,ichi_shisu_juni,4,503,81.74,7.92,73.98,False
KEIBAJO_SURFACE_04_芝_新馬,uma_start_shisu+gekiso_juni+umakigo_code,uma_start_shisu,gekiso_juni,umakigo_code,6,681,78.86,6.35,73.78,False
KEIBAJO_SURFACE_04_芝_新馬,hizume_code+uma_start_shisu+umakigo_code,hizume_code,uma_start_shisu,umakigo_code,7,1250,77.31,4.85,73.72,False
KEIBAJO_SURFACE_04_芝_新馬,kyori_kubun+ls_shisu_juni+hizume_code,kyori_kubun,ls_shisu_juni,hizume_code,5,610,78.34,5.28,73.71,False
KEIBAJO_SURFACE_04_芝_新馬,kyusha_hyoka_code+uma_deokure_ritsu+manken_shirushi,kyusha_hyoka_code,uma_deokure_ritsu,manken_shirushi,6,639,79.52,7.34,73.64,False
KEIBAJO_SURFACE_04_芝_新馬,ls_shisu_juni+uma_start_shisu+omo_tekisei_code,ls_shisu_juni,uma_start_shisu,omo_tekisei_code,6,994,81.28,9.61,73.59,False
KEIBAJO_SURFACE_04_芝_新馬,uma_deokure_ritsu+ichi_shisu_juni+umakigo_code,uma_deokure_ritsu,ichi_shisu_juni,umakigo_code,5,742,80.65,8.35,73.33,False
KEIBAJO_SURFACE_04_芝_新馬,kyusha_hyoka_code+hizume_code+uma_start_shisu,kyusha_hyoka_code,hizume_code,uma_start_shisu,9,1548,78.82,8.54,73.25,False
KEIBAJO_SURFACE_04_芝_新馬,class_code+uma_deokure_ritsu+omo_tekisei_code,class_code,uma_deokure_ritsu,omo_tekisei_code,6,1511,77.62,5.5,73.22,False
KEIBAJO_SURFACE_04_芝_新馬,class_code+hizume_code+uma_start_shisu,class_code,hizume_code,uma_start_shisu,6,1035,78.47,6.81,73.02,False
KEIBAJO_SURFACE_04_芝_新馬,kyori_kubun+ten_shisu_juni+umakigo_code,kyori_kubun,ten_shisu_juni,umakigo_code,18,2101,77.92,10.65,73.0,False
KEIBAJO_SURFACE_04_芝_新馬,kyusha_hyoka_code+kishu_kitai_sanchakunai_ritsu+umakigo_code,kyusha_hyoka_code,kishu_kitai_sanchakunai_ritsu,umakigo_code,3,382,79.19,5.6,72.84,False
KEIBAJO_SURFACE_04_芝_新馬,kyori_kubun+kyusha_hyoka_code+uma_deokure_ritsu,kyori_kubun,kyusha_hyoka_code,uma_deokure_ritsu,4,1423,76.37,3.91,72.54,False
KEIBAJO_SURFACE_04_芝_新馬,class_code+kyori_kubun+hizume_code,class_code,kyori_kubun,hizume_code,18,3370,76.51,8.74,72.47,False
KEIBAJO_SURFACE_04_芝_新馬,class_code+tenkai_kigo_code+uma_deokure_ritsu,class_code,tenkai_kigo_code,uma_deokure_ritsu,8,1514,78.11,8.17,72.45,False
KEIBAJO_SURFACE_04_芝_新馬,kyori_kubun+uma_deokure_ritsu+umakigo_code,kyori_kubun,uma_deokure_ritsu,umakigo_code,4,1345,76.23,4.02,72.29,False
KEIBAJO_SURFACE_04_芝_新馬,kyusha_hyoka_code+uma_start_shisu+gekiso_juni,kyusha_hyoka_code,uma_start_shisu,gekiso_juni,9,995,78.44,9.48,72.25,False
KEIBAJO_SURFACE_04_芝_新馬,kishu_shisu+kishu_kitai_sanchakunai_ritsu+umakigo_code,kishu_shisu,kishu_kitai_sanchakunai_ritsu,umakigo_code,3,390,79.11,6.09,72.22,False
KEIBAJO_SURFACE_04_芝_新馬,kyori_kubun+hizume_code+omo_tekisei_code,kyori_kubun,hizume_code,omo_tekisei_code,16,2846,76.76,9.31,72.19,False
KEIBAJO_SURFACE_04_芝_新馬,kyori_kubun+uma_deokure_ritsu+omo_tekisei_code,kyori_kubun,uma_deokure_ritsu,omo_tekisei_code,6,1301,77.56,6.74,72.17,False
KEIBAJO_SURFACE_04_芝_新馬,kyusha_hyoka_code+uma_start_shisu+ichi_shisu_juni,kyusha_hyoka_code,uma_start_shisu,ichi_shisu_juni,8,1016,79.14,10.11,72.13,False
KEIBAJO_SURFACE_04_芝_新馬,hizume_code+manken_shirushi+umakigo_code,hizume_code,manken_shirushi,umakigo_code,6,630,77.81,7.12,72.12,False
KEIBAJO_SURFACE_04_芝_新馬,kyakushitsu+ichi_shisu_juni+umakigo_code,kyakushitsu,ichi_shisu_juni,umakigo_code,21,3165,76.84,11.49,71.92,False
KEIBAJO_SURFACE_04_芝_新馬,kyusha_hyoka_code+nyukyu_nannichimae+umakigo_code,kyusha_hyoka_code,nyukyu_nannichimae,umakigo_code,9,1829,77.0,7.92,71.83,False
KEIBAJO_SURFACE_04_芝_新馬,ls_shisu_juni+kyusha_hyoka_code+uma_deokure_ritsu,ls_shisu_juni,kyusha_hyoka_code,uma_deokure_ritsu,7,1388,81.89,13.94,71.56,False
KEIBAJO_SURFACE_04_芝_新馬,nyukyu_nannichimae+omo_tekisei_code+umakigo_code,nyukyu_nannichimae,omo_tekisei_code,umakigo_code,8,1043,76.84,7.63,71.55,False
KEIBAJO_SURFACE_04_芝_新馬,gekiso_juni+kyakushitsu+umakigo_code,gekiso_juni,kyakushitsu,umakigo_code,21,2775,77.33,13.87,71.4,False
KEIBAJO_SURFACE_04_芝_新馬,class_code+tenkai_kigo_code+hizume_code,class_code,tenkai_kigo_code,hizume_code,10,2771,75.2,6.43,71.22,False
KEIBAJO_SURFACE_04_芝_新馬,tenkai_kigo_code+nyukyu_nannichimae+umakigo_code,tenkai_kigo_code,nyukyu_nannichimae,umakigo_code,8,1009,79.02,11.36,71.15,False
KEIBAJO_SURFACE_04_芝_新馬,kyori_kubun+tenkai_kigo_code+omo_tekisei_code,kyori_kubun,tenkai_kigo_code,omo_tekisei_code,15,4069,74.96,7.6,71.12,False
KEIBAJO_SURFACE_04_芝_新馬,kyori_kubun+ichi_shisu_juni+umakigo_code,kyori_kubun,ichi_shisu_juni,umakigo_code,17,2048,76.43,11.41,71.0,False
KEIBAJO_SURFACE_04_芝_新馬,omo_tekisei_code+ichi_shisu_juni+umakigo_code,omo_tekisei_code,ichi_shisu_juni,umakigo_code,25,4102,74.75,9.66,70.96,False
KEIBAJO_SURFACE_04_芝_新馬,kyori_kubun+hizume_code+umakigo_code,kyori_kubun,hizume_code,umakigo_code,17,3708,74.13,6.7,70.94,False
KEIBAJO_SURFACE_04_芝_新馬,pace_shisu_juni+kyakushitsu+umakigo_code,pace_shisu_juni,kyakushitsu,umakigo_code,19,2565,76.02,11.38,70.9,False
KEIBAJO_SURFACE_04_芝_新馬,rotation+uma_start_shisu+umakigo_code,rotation,uma_start_shisu,umakigo_code,3,508,75.94,4.47,70.88,False
KEIBAJO_SURFACE_04_芝_新馬,ls_shisu_juni+uma_deokure_ritsu+umakigo_code,ls_shisu_juni,uma_deokure_ritsu,umakigo_code,6,1220,78.64,9.73,70.85,False
KEIBAJO_SURFACE_04_芝_新馬,manken_shirushi+kyakushitsu+umakigo_code,manken_shirushi,kyakushitsu,umakigo_code,21,2679,75.16,10.46,70.68,False
KEIBAJO_SURFACE_04_芝_新馬,tenkai_kigo_code+omo_tekisei_code+umakigo_code,tenkai_kigo_code,omo_tekisei_code,umakigo_code,12,5237,74.33,6.47,70.67,False
KEIBAJO_SURFACE_04_芝_新馬,kyori_kubun+ls_shisu_juni+umakigo_code,kyori_kubun,ls_shisu_juni,umakigo_code,22,4622,73.2,6.06,70.67,False
KEIBAJO_SURFACE_04_芝_新馬,hizume_code+uma_start_shisu+kyakushitsu,hizume_code,uma_start_shisu,kyakushitsu,4,525,78.13,7.61,70.67,False
KEIBAJO_SURFACE_04_芝_新馬,class_code+ls_shisu_juni+omo_tekisei_code,class_code,ls_shisu_juni,omo_tekisei_code,16,4405,74.16,7.23,70.62,False
KEIBAJO_SURFACE_04_芝_新馬,kyusha_hyoka_code+agari_shisu_juni+umakigo_code,kyusha_hyoka_code,agari_shisu_juni,umakigo_code,16,4577,75.44,10.03,70.53,False
