factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
class_code,クラスコード,code,3,4525,78.99,3.2,75.37,False
kishu_minarai_code,騎手見習,code,4,7168,81.52,6.8,74.86,False
bataiju,馬体重,numeric,34,5402,77.67,8.53,74.8,False
pace_yoso,ペース予想,code,3,7217,75.38,0.71,74.57,False
manken_shirushi,万券印,code,8,4730,78.49,6.19,74.2,False
kyori_kubun,距離区分,code,4,7217,74.12,1.59,72.56,False
kyori_tekisei,距離適性,code,4,7150,76.27,3.9,72.44,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,4587,74.93,5.0,71.46,False
kyakushitsu,脚質,code,5,7216,75.21,4.96,70.86,False
rotation_bin,ローテーションビン,code,6,4459,75.52,6.56,70.27,False
tenkai_kigo_code,展開記号,code,5,7217,74.77,5.43,70.01,False
ls_shisu_juni,LS指数順位,numeric,9,7201,74.25,7.96,69.05,False
manken_shisu_decile,万券指数10分位,code,10,6951,73.29,7.03,68.94,False
omo_tekisei_code,重適性,code,3,4875,74.9,5.28,68.92,False
bataiju_zogen,馬体重増減,numeric,11,4263,74.01,9.57,68.36,False
pace_shisu_juni,ペース指数順位,numeric,15,7060,71.82,6.97,68.29,False
agari_shisu_juni,上がり指数順位,numeric,16,7118,72.37,10.1,67.42,False
gekiso_juni,激走順位,numeric,15,7021,72.54,10.3,67.33,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,13,6994,70.86,9.3,65.8,False
ten_shisu_juni,テン指数順位,numeric,16,7126,70.87,10.84,65.56,False
joho_shisu_decile,情報指数10分位,code,6,7217,74.4,11.08,65.54,False
hizume_code,蹄コード,code,8,4278,71.73,9.11,65.42,False
ichi_shisu_juni,位置指数順位,numeric,14,6967,70.96,11.42,64.98,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,7217,70.27,10.59,63.71,False
kishu_shisu_decile,騎手指数10分位,code,10,7217,69.96,10.63,63.38,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,7217,69.86,11.14,62.95,False
sogo_shisu_decile,総合指数10分位,code,8,7207,72.51,13.99,62.81,False
idm_decile,IDM指数10分位,code,7,7202,71.78,13.56,61.74,False
chokyo_shisu_decile,調教指数10分位,code,10,7217,68.77,11.57,61.61,False
ninki_shisu_decile,人気指数10分位,code,10,7217,66.29,13.96,57.63,False
kyusha_shisu_decile,厩舎指数10分位,code,10,7217,66.5,16.17,56.48,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,8,1181,60.64,20.78,46.24,False
kyusha_hyoka_code,厩舎評価,code,3,7209,66.19,25.17,37.7,False
