factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,8,4433,77.04,3.83,74.39,False
pace_yoso,ペース予想,code,3,6847,74.38,0.7,73.58,False
joken_class_code,条件クラス,code,5,6847,73.89,1.16,72.87,False
manken_shisu,万券指数,numeric,34,5325,75.98,9.67,72.73,False
kyusha_hyoka_code,厩舎評価,code,3,6749,82.9,9.61,72.03,False
rotation,ローテーション,numeric,13,4852,74.48,5.8,71.33,False
shiba_tekisei_code,芝適性,code,3,5513,73.79,2.43,71.04,False
kyori_tekisei,距離適性,code,4,6704,72.59,2.56,70.08,False
hizume_code,蹄コード,code,10,5323,74.48,7.24,69.99,False
kyakushitsu,脚質,code,5,6845,73.38,3.97,69.9,False
uma_start_shisu,馬スタート指数,numeric,14,5054,75.75,11.57,69.69,False
ichi_shisu_juni,位置指数順位,numeric,16,6847,72.91,7.23,69.37,False
ten_shisu_juni,テン指数順位,numeric,16,6847,72.47,7.42,68.84,False
agari_shisu_juni,上がり指数順位,numeric,16,6847,71.72,6.8,68.38,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,14,6729,74.64,12.47,68.11,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,4,2008,74.01,6.04,68.1,False
pace_shisu_juni,ペース指数順位,numeric,16,6847,72.46,9.04,68.03,False
nyukyu_nannichimae,入厩何日前,numeric,15,2730,73.36,10.67,67.96,False
uma_deokure_ritsu,馬出遅率,numeric,11,4015,71.13,5.4,67.94,False
joho_shisu,情報指数,numeric,27,5362,71.42,9.65,67.78,False
omo_tekisei_code,重適性,code,3,5587,72.79,4.74,67.43,False
tenkai_kigo_code,展開記号,code,5,6847,74.32,8.96,66.47,False
class_code,クラスコード,code,11,5312,71.86,9.37,66.32,False
kishu_shisu,騎手指数,numeric,20,6151,74.63,19.04,66.28,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,5,568,77.68,13.33,65.99,False
idm,IDM指数,numeric,8,865,78.15,18.04,65.65,False
gekiso_juni,激走順位,numeric,16,6847,71.04,11.19,65.56,False
ls_shisu_juni,LS指数順位,numeric,8,6758,71.52,10.11,64.51,False
ichi_shisu,位置指数,numeric,5,1768,72.46,11.41,62.46,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,10,1995,79.02,31.5,59.5,False
kishu_minarai_code,騎手見習,code,3,488,69.3,9.16,58.94,False
ten_shisu,テン指数,numeric,5,1122,71.21,15.91,57.26,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,14,1810,66.28,19.26,56.19,False
umakigo_code,馬記号,code,3,6839,68.45,13.7,52.95,False
kyusha_shisu,厩舎指数,numeric,3,352,66.87,17.34,47.25,False
agari_shisu,上がり指数,numeric,4,1101,69.54,24.57,45.47,False
pace_shisu,ペース指数,numeric,4,1151,71.7,27.48,44.77,False
chokyo_shisu,調教指数,numeric,4,821,58.24,15.24,43.3,False
