segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_特殊A_芝,rotation+shiba_tekisei_code+uma_start_shisu,rotation,shiba_tekisei_code,uma_start_shisu,3,441,86.67,3.01,83.26,True
COURSE_27_特殊A_芝,manken_shirushi+uma_start_shisu+uma_deokure_ritsu,manken_shirushi,uma_start_shisu,uma_deokure_ritsu,5,526,83.29,1.32,82.13,True
COURSE_27_特殊A_芝,shiba_tekisei_code+kyakushitsu+ten_shisu_juni,shiba_tekisei_code,kyakushitsu,ten_shisu_juni,8,857,86.89,9.36,80.4,True
COURSE_27_特殊A_芝,manken_shirushi+shiba_tekisei_code+uma_deokure_ritsu,manken_shirushi,shiba_tekisei_code,uma_deokure_ritsu,5,627,83.28,3.73,80.01,True
COURSE_27_特殊A_芝,manken_shirushi+shiba_tekisei_code+class_code,manken_shirushi,shiba_tekisei_code,class_code,5,526,84.87,5.97,79.64,False
COURSE_27_特殊A_芝,joken_class_code+ten_shisu_juni+class_code,joken_class_code,ten_shisu_juni,class_code,4,408,84.23,4.89,79.43,False
COURSE_27_特殊A_芝,kyori_tekisei+ichi_shisu_juni+uma_deokure_ritsu,kyori_tekisei,ichi_shisu_juni,uma_deokure_ritsu,5,603,85.63,7.28,79.24,False
COURSE_27_特殊A_芝,kyakushitsu+uma_start_shisu+ichi_shisu_juni,kyakushitsu,uma_start_shisu,ichi_shisu_juni,4,445,84.17,5.32,78.96,False
COURSE_27_特殊A_芝,joken_class_code+uma_start_shisu+uma_deokure_ritsu,joken_class_code,uma_start_shisu,uma_deokure_ritsu,3,1171,79.93,1.87,77.81,False
COURSE_27_特殊A_芝,rotation+kyori_tekisei+uma_start_shisu,rotation,kyori_tekisei,uma_start_shisu,3,411,83.89,5.62,77.53,False
COURSE_27_特殊A_芝,shiba_tekisei_code+uma_start_shisu+kijun_ninkijun_tansho,shiba_tekisei_code,uma_start_shisu,kijun_ninkijun_tansho,3,344,85.38,7.43,76.97,False
COURSE_27_特殊A_芝,manken_shirushi+kyori_tekisei+kyakushitsu,manken_shirushi,kyori_tekisei,kyakushitsu,10,1144,81.56,7.57,76.87,False
COURSE_27_特殊A_芝,rotation+uma_start_shisu+omo_tekisei_code,rotation,uma_start_shisu,omo_tekisei_code,4,592,83.69,7.32,76.52,False
COURSE_27_特殊A_芝,manken_shirushi+shiba_tekisei_code+kyakushitsu,manken_shirushi,shiba_tekisei_code,kyakushitsu,9,1000,81.36,7.46,76.49,False
COURSE_27_特殊A_芝,rotation+kyakushitsu+omo_tekisei_code,rotation,kyakushitsu,omo_tekisei_code,8,1246,82.29,9.22,75.9,False
COURSE_27_特殊A_芝,joho_shisu+tenkai_kigo_code+class_code,joho_shisu,tenkai_kigo_code,class_code,3,542,81.76,5.58,75.45,False
COURSE_27_特殊A_芝,kyakushitsu+uma_start_shisu+uma_deokure_ritsu,kyakushitsu,uma_start_shisu,uma_deokure_ritsu,4,1285,78.97,3.62,75.43,False
COURSE_27_特殊A_芝,shiba_tekisei_code+kyakushitsu+ichi_shisu_juni,shiba_tekisei_code,kyakushitsu,ichi_shisu_juni,13,1717,80.38,9.17,75.39,False
COURSE_27_特殊A_芝,manken_shirushi+kyori_tekisei+omo_tekisei_code,manken_shirushi,kyori_tekisei,omo_tekisei_code,14,2053,80.44,9.9,75.25,False
COURSE_27_特殊A_芝,rotation+kyakushitsu+uma_deokure_ritsu,rotation,kyakushitsu,uma_deokure_ritsu,4,572,79.53,4.58,75.04,False
COURSE_27_特殊A_芝,joken_class_code+rotation+omo_tekisei_code,joken_class_code,rotation,omo_tekisei_code,9,1291,81.88,10.73,74.86,False
COURSE_27_特殊A_芝,manken_shirushi+pace_yoso+joken_class_code,manken_shirushi,pace_yoso,joken_class_code,8,1385,78.15,4.79,74.83,False
COURSE_27_特殊A_芝,manken_shirushi+joken_class_code+kyori_tekisei,manken_shirushi,joken_class_code,kyori_tekisei,14,2005,78.81,7.67,74.79,False
COURSE_27_特殊A_芝,rotation+shiba_tekisei_code+kyakushitsu,rotation,shiba_tekisei_code,kyakushitsu,7,1057,82.76,10.8,74.76,False
COURSE_27_特殊A_芝,joken_class_code+rotation+shiba_tekisei_code,joken_class_code,rotation,shiba_tekisei_code,11,1740,78.85,6.99,74.72,False
COURSE_27_特殊A_芝,hizume_code+uma_start_shisu+omo_tekisei_code,hizume_code,uma_start_shisu,omo_tekisei_code,6,999,81.92,9.26,74.51,False
COURSE_27_特殊A_芝,kyori_tekisei+ten_shisu_juni+omo_tekisei_code,kyori_tekisei,ten_shisu_juni,omo_tekisei_code,16,1887,80.29,11.98,74.42,False
COURSE_27_特殊A_芝,shiba_tekisei_code+ten_shisu_juni+tenkai_kigo_code,shiba_tekisei_code,ten_shisu_juni,tenkai_kigo_code,8,1200,82.67,11.94,74.39,False
COURSE_27_特殊A_芝,manken_shirushi+kyusha_hyoka_code+class_code,manken_shirushi,kyusha_hyoka_code,class_code,8,837,80.29,8.53,74.38,False
COURSE_27_特殊A_芝,pace_yoso+rotation+omo_tekisei_code,pace_yoso,rotation,omo_tekisei_code,13,2113,78.84,8.27,74.35,False
COURSE_27_特殊A_芝,manken_shirushi+joken_class_code+shiba_tekisei_code,manken_shirushi,joken_class_code,shiba_tekisei_code,10,1250,78.69,7.12,74.27,False
COURSE_27_特殊A_芝,manken_shirushi+pace_yoso+kyori_tekisei,manken_shirushi,pace_yoso,kyori_tekisei,20,2911,78.41,9.59,74.21,False
COURSE_27_特殊A_芝,kyori_tekisei+kyakushitsu+ichi_shisu_juni,kyori_tekisei,kyakushitsu,ichi_shisu_juni,13,2669,78.61,8.1,74.21,False
COURSE_27_特殊A_芝,joken_class_code+shiba_tekisei_code+hizume_code,joken_class_code,shiba_tekisei_code,hizume_code,14,2551,77.57,6.68,74.08,False
COURSE_27_特殊A_芝,rotation+shiba_tekisei_code+omo_tekisei_code,rotation,shiba_tekisei_code,omo_tekisei_code,10,1907,80.65,10.72,74.0,False
COURSE_27_特殊A_芝,manken_shirushi+joken_class_code+kyusha_hyoka_code,manken_shirushi,joken_class_code,kyusha_hyoka_code,15,2615,76.26,4.74,73.86,False
COURSE_27_特殊A_芝,manken_shisu+kyusha_hyoka_code+shiba_tekisei_code,manken_shisu,kyusha_hyoka_code,shiba_tekisei_code,6,637,78.68,6.02,73.86,False
COURSE_27_特殊A_芝,manken_shirushi+joken_class_code+class_code,manken_shirushi,joken_class_code,class_code,11,1198,79.09,9.36,73.56,False
COURSE_27_特殊A_芝,manken_shirushi+kyori_tekisei+uma_deokure_ritsu,manken_shirushi,kyori_tekisei,uma_deokure_ritsu,5,584,81.91,9.54,73.55,False
COURSE_27_特殊A_芝,joken_class_code+rotation+tenkai_kigo_code,joken_class_code,rotation,tenkai_kigo_code,5,818,80.64,8.09,73.55,False
