segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
GLOBAL_OP重賞,keibajo_code+uma_start_shisu+kyori_tekisei_2+uma_deokure_ritsu,keibajo_code,uma_start_shisu,kyori_tekisei_2,uma_deokure_ritsu,3,336,81.02,5.24,75.1,False
GLOBAL_OP重賞,kyusha_hyoka_code+keibajo_code+kyori_kubun+nyukyu_nannichimae,kyusha_hyoka_code,keibajo_code,kyori_kubun,nyukyu_nannichimae,3,334,76.79,1.65,74.93,False
GLOBAL_OP重賞,kyori_tekisei+keibajo_code+kyori_tekisei_2+uma_deokure_ritsu,kyori_tekisei,keibajo_code,kyori_tekisei_2,uma_deokure_ritsu,10,1597,79.2,7.77,74.38,False
GLOBAL_OP重賞,class_code+kyori_tekisei+joho_shisu+uma_deokure_ritsu,class_code,kyori_tekisei,joho_shisu,uma_deokure_ritsu,4,453,86.54,13.71,73.1,False
GLOBAL_OP重賞,class_code+omo_tekisei_code+keibajo_code+uma_deokure_ritsu,class_code,omo_tekisei_code,keibajo_code,uma_deokure_ritsu,7,740,78.64,7.48,73.1,False
GLOBAL_OP重賞,kyusha_hyoka_code+pace_yoso+kyori_kubun+kyori_tekisei_2,kyusha_hyoka_code,pace_yoso,kyori_kubun,kyori_tekisei_2,18,10302,75.78,6.09,72.97,False
GLOBAL_OP重賞,omo_tekisei_code+pace_yoso+kyori_kubun+nyukyu_nannichimae,omo_tekisei_code,pace_yoso,kyori_kubun,nyukyu_nannichimae,25,3325,77.07,10.67,72.88,False
GLOBAL_OP重賞,omo_tekisei_code+pace_yoso+uma_start_shisu+nyukyu_nannichimae,omo_tekisei_code,pace_yoso,uma_start_shisu,nyukyu_nannichimae,12,1498,80.2,13.36,72.65,False
GLOBAL_OP重賞,kyusha_hyoka_code+keibajo_code+kyori_tekisei_2+uma_deokure_ritsu,kyusha_hyoka_code,keibajo_code,kyori_tekisei_2,uma_deokure_ritsu,6,1008,76.16,4.43,72.62,False
GLOBAL_OP重賞,kyusha_hyoka_code+kyori_tekisei+kyori_kubun+kyori_tekisei_2,kyusha_hyoka_code,kyori_tekisei,kyori_kubun,kyori_tekisei_2,14,10456,74.72,4.14,72.55,False
GLOBAL_OP重賞,kyusha_hyoka_code+kyori_tekisei+uma_deokure_ritsu+ls_shisu_juni,kyusha_hyoka_code,kyori_tekisei,uma_deokure_ritsu,ls_shisu_juni,17,3999,75.71,6.67,72.54,False
GLOBAL_OP重賞,kyusha_hyoka_code+kyori_tekisei+uma_start_shisu+kyori_tekisei_2,kyusha_hyoka_code,kyori_tekisei,uma_start_shisu,kyori_tekisei_2,32,8623,75.82,10.37,72.23,False
GLOBAL_OP重賞,omo_tekisei_code+pace_yoso+kyori_kubun+manken_shirushi,omo_tekisei_code,pace_yoso,kyori_kubun,manken_shirushi,59,10113,75.11,11.67,72.13,False
GLOBAL_OP重賞,omo_tekisei_code+keibajo_code+pace_yoso+manken_shirushi,omo_tekisei_code,keibajo_code,pace_yoso,manken_shirushi,38,4752,75.75,11.46,72.1,False
GLOBAL_OP重賞,kyori_tekisei+keibajo_code+pace_yoso+kyori_kubun,kyori_tekisei,keibajo_code,pace_yoso,kyori_kubun,52,18721,73.74,6.01,72.1,False
GLOBAL_OP重賞,kyusha_hyoka_code+keibajo_code+kyori_kubun+uma_deokure_ritsu,kyusha_hyoka_code,keibajo_code,kyori_kubun,uma_deokure_ritsu,19,4017,74.93,6.3,72.09,False
GLOBAL_OP重賞,omo_tekisei_code+kyusha_hyoka_code+kyori_tekisei+kyori_kubun,omo_tekisei_code,kyusha_hyoka_code,kyori_tekisei,kyori_kubun,37,21024,74.37,7.14,72.07,False
GLOBAL_OP重賞,keibajo_code+pace_yoso+kyori_kubun+uma_deokure_ritsu,keibajo_code,pace_yoso,kyori_kubun,uma_deokure_ritsu,20,4017,75.35,7.63,72.01,False
