factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,21399,74.19,0.35,73.79,False
uma_start_shisu,馬スタート指数,numeric,24,18873,76.04,6.98,73.25,False
da_tekisei_code,ダ適性,code,3,16890,75.59,2.09,73.22,False
joken_class_code,条件クラス,code,5,21399,73.47,1.0,72.6,False
ichi_shisu,位置指数,numeric,92,16284,74.5,11.16,72.22,False
manken_shirushi,万券印,code,8,13315,76.41,6.24,72.08,False
kyori_tekisei,距離適性,code,4,20803,74.49,2.47,72.06,False
idm,IDM指数,numeric,49,12500,74.81,10.01,72.0,False
rotation,ローテーション,numeric,21,18322,74.77,7.22,71.68,False
nyukyu_nannichimae,入厩何日前,numeric,29,10466,74.61,8.29,71.6,False
manken_shisu,万券指数,numeric,50,19990,73.91,9.19,71.36,False
kishu_shisu,騎手指数,numeric,28,20834,76.16,13.36,71.21,False
joho_shisu,情報指数,numeric,44,21002,74.42,11.1,71.14,False
joshodo_code,上昇度,code,3,21156,73.48,2.17,71.02,False
gekiso_shisu,激走指数,numeric,119,16116,72.49,11.87,70.36,False
ichi_shisu_juni,位置指数順位,numeric,16,21399,72.45,4.74,70.13,False
kyakushitsu,脚質,code,5,21396,73.82,4.45,69.92,False
uma_deokure_ritsu,馬出遅率,numeric,37,17875,73.04,11.68,69.27,False
ten_shisu_juni,テン指数順位,numeric,16,21399,72.06,6.36,68.94,False
pace_shisu_juni,ペース指数順位,numeric,16,21399,71.77,6.06,68.8,False
omo_tekisei_code,重適性,code,4,19332,72.42,3.69,68.8,False
hizume_code,蹄コード,code,16,18959,72.33,7.22,68.79,False
kishu_minarai_code,騎手見習,code,3,2190,73.07,3.8,68.77,False
class_code,クラスコード,code,13,18704,73.95,9.61,68.72,False
ls_shisu_juni,LS指数順位,numeric,8,21336,73.08,7.42,67.94,False
agari_shisu_juni,上がり指数順位,numeric,16,21399,71.24,7.41,67.61,False
tenkai_kigo_code,展開記号,code,5,21399,75.48,9.42,67.23,False
kyusha_hyoka_code,厩舎評価,code,4,21399,79.46,13.03,66.69,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,45,10222,70.01,12.6,66.33,False
gekiso_juni,激走順位,numeric,16,21399,70.5,8.52,66.32,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,43,10837,69.08,13.99,64.9,False
umakigo_code,馬記号,code,3,21348,74.79,8.97,64.63,False
shiba_tekisei_code,芝適性,code,3,11037,68.94,3.95,64.47,False
kyusha_shisu,厩舎指数,numeric,22,3619,70.98,16.25,64.19,False
pace_shisu,ペース指数,numeric,20,4037,69.78,13.59,63.83,False
ten_shisu,テン指数,numeric,14,3390,70.07,12.24,63.66,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,21399,74.43,22.02,63.64,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,12,6341,70.62,13.4,63.04,False
agari_shisu,上がり指数,numeric,7,2484,70.18,12.13,61.19,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,54,14516,64.69,16.22,60.36,False
chokyo_shisu,調教指数,numeric,22,6328,60.94,14.86,54.73,False
kyuyo_riyu_bunrui_code,休養理由,code,4,4948,68.53,15.66,53.18,False
ninki_shisu,人気指数,numeric,23,2509,55.9,18.43,48.37,False
