factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,6,808,87.53,13.46,76.76,False
umakigo_code,馬記号,code,3,5032,75.24,1.87,73.12,False
pace_yoso,ペース予想,code,3,5046,74.1,1.0,72.97,False
joken_class_code,条件クラス,code,5,5046,73.31,0.99,72.45,False
shiba_tekisei_code,芝適性,code,3,4596,76.23,4.97,70.61,False
agari_shisu_juni,上がり指数順位,numeric,17,4960,74.2,7.54,70.61,False
kyori_tekisei,距離適性,code,3,4851,73.99,3.2,70.37,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,13,1918,77.83,14.78,69.79,False
gekiso_juni,激走順位,numeric,17,4952,73.7,8.96,69.44,False
manken_shisu,万券指数,numeric,23,3229,72.68,8.82,69.08,False
class_code,クラスコード,code,11,4666,74.2,9.04,68.86,False
ls_shisu_juni,LS指数順位,numeric,8,5005,76.36,11.17,68.62,False
tenkai_kigo_code,展開記号,code,5,5046,73.19,5.3,68.54,False
uma_deokure_ritsu,馬出遅率,numeric,13,3484,73.85,10.16,68.33,False
uma_start_shisu,馬スタート指数,numeric,14,4256,72.91,8.98,68.2,False
kishu_shisu,騎手指数,numeric,16,4423,71.94,8.81,67.62,False
rotation,ローテーション,numeric,14,4361,73.15,10.85,67.46,False
ten_shisu_juni,テン指数順位,numeric,17,4982,71.6,9.29,67.18,False
ichi_shisu_juni,位置指数順位,numeric,16,4882,71.57,9.08,67.12,False
kyakushitsu,脚質,code,5,5046,71.85,6.1,66.5,False
chokyo_shisu,調教指数,numeric,6,1194,76.56,12.96,66.19,False
pace_shisu_juni,ペース指数順位,numeric,17,4973,71.56,11.57,66.06,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,4966,78.78,26.18,65.95,False
manken_shirushi,万券印,code,8,2830,70.26,7.03,65.39,False
joshodo_code,上昇度,code,3,5028,76.7,10.02,65.37,False
nyukyu_nannichimae,入厩何日前,numeric,12,2122,70.32,9.49,64.95,False
idm,IDM指数,numeric,7,754,76.7,16.0,64.85,False
hizume_code,蹄コード,code,10,4625,70.91,10.04,64.68,False
kyusha_shisu,厩舎指数,numeric,5,959,69.83,6.67,63.98,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,10,2124,71.32,15.97,61.43,False
omo_tekisei_code,重適性,code,3,4865,70.46,8.05,61.34,False
kishu_minarai_code,騎手見習,code,3,850,69.49,12.68,55.14,False
kyusha_hyoka_code,厩舎評価,code,3,4972,66.89,14.0,51.05,False
