factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,8,9404,75.76,2.51,74.01,False
hizume_code,蹄コード,code,14,13646,74.61,4.62,72.19,False
kyori_kubun,距離区分,code,3,14747,72.48,0.31,72.13,False
pace_yoso,ペース予想,code,3,14747,72.71,0.54,72.1,False
uma_deokure_bin,馬出遅率ビン,code,5,14031,75.29,5.14,70.79,False
da_tekisei_code,ダ適性,code,3,12722,74.31,3.2,70.69,False
joken_class_code,条件クラス,code,5,14747,71.59,1.2,70.54,False
bataiju,馬体重,numeric,48,13411,72.33,6.63,70.45,False
manken_shisu_decile,万券指数10分位,code,10,14694,73.08,5.01,69.97,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,13957,71.84,3.24,69.59,False
kyori_tekisei,距離適性,code,5,14386,74.09,5.56,69.21,False
kishu_minarai_code,騎手見習,code,6,14747,71.41,3.28,68.78,False
umakigo_code,馬記号,code,3,14720,74.33,4.94,68.74,False
omo_tekisei_code,重適性,code,3,13975,72.68,3.64,68.56,False
ichi_shisu_juni,位置指数順位,numeric,15,14747,70.81,5.59,67.99,False
ls_shisu_juni,LS指数順位,numeric,8,14729,71.82,6.1,67.59,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,14747,75.08,15.96,67.0,False
ten_shisu_juni,テン指数順位,numeric,15,14747,70.23,6.65,66.86,False
pace_shisu_juni,ペース指数順位,numeric,15,14747,70.36,7.02,66.81,False
bataiju_zogen,馬体重増減,numeric,16,13504,70.94,8.7,66.68,False
kyakushitsu,脚質,code,5,14747,70.98,5.18,66.44,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,33,8340,70.9,13.31,66.36,False
rotation_bin,ローテーションビン,code,8,14041,70.79,6.75,66.12,False
gekiso_juni,激走順位,numeric,15,14747,69.61,7.63,65.75,False
joho_shisu_decile,情報指数10分位,code,6,14747,71.58,7.39,65.67,False
class_code,クラスコード,code,10,13678,70.5,7.92,65.59,False
agari_shisu_juni,上がり指数順位,numeric,15,14747,70.25,9.22,65.58,False
tenkai_kigo_code,展開記号,code,5,14747,73.21,9.82,64.6,False
idm_decile,IDM指数10分位,code,10,14747,70.13,9.15,64.46,False
kishu_shisu_decile,騎手指数10分位,code,10,14747,71.6,12.59,63.8,False
sogo_shisu_decile,総合指数10分位,code,10,14747,69.45,9.6,63.49,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,14747,71.7,13.4,63.4,False
kyusha_shisu_decile,厩舎指数10分位,code,10,14747,68.49,8.46,63.25,False
joshodo_code,上昇度,code,3,14677,70.88,7.05,62.9,False
kyuyo_riyu_bunrui_code,休養理由,code,3,3568,67.02,3.89,62.62,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,14747,70.85,13.72,62.34,False
chokyo_shisu_decile,調教指数10分位,code,10,14678,66.66,9.81,60.58,False
kyori_tekisei_2,距離適性2,code,3,1793,72.58,11.6,59.45,False
ninki_shisu_decile,人気指数10分位,code,10,14747,65.55,14.75,56.41,False
blinker,ブリンカー,code,3,2414,69.19,11.83,55.81,False
kyusha_hyoka_code,厩舎評価,code,4,14747,69.17,15.88,53.61,False
