factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,8,4996,76.87,4.48,73.76,False
pace_yoso,ペース予想,code,3,7729,72.76,0.79,71.87,False
da_tekisei_code,ダ適性,code,3,6616,74.44,3.38,70.62,False
uma_deokure_ritsu,馬出遅率,numeric,20,6001,73.96,7.92,70.49,False
rotation,ローテーション,numeric,15,6639,72.67,6.74,69.26,False
nyukyu_nannichimae,入厩何日前,numeric,14,2768,75.85,12.6,69.25,False
joken_class_code,条件クラス,code,5,7729,70.88,2.11,69.03,False
omo_tekisei_code,重適性,code,3,7340,72.47,3.24,68.8,False
hizume_code,蹄コード,code,10,6908,72.62,6.82,68.39,False
kishu_shisu,騎手指数,numeric,21,7115,71.94,8.51,68.3,False
ls_shisu_juni,LS指数順位,numeric,7,7649,72.53,5.73,68.28,False
umakigo_code,馬記号,code,3,7724,72.13,3.94,67.67,False
ichi_shisu_juni,位置指数順位,numeric,15,7729,70.48,5.73,67.58,False
manken_shisu,万券指数,numeric,34,6323,71.37,11.64,67.46,False
ten_shisu_juni,テン指数順位,numeric,15,7729,70.54,6.18,67.42,False
kyori_tekisei,距離適性,code,4,7442,71.13,4.66,66.55,False
uma_start_shisu,馬スタート指数,numeric,15,6833,70.87,9.88,65.87,False
pace_shisu_juni,ペース指数順位,numeric,15,7729,70.24,9.14,65.62,False
class_code,クラスコード,code,9,7089,71.15,8.87,65.35,False
joho_shisu,情報指数,numeric,29,6461,70.34,13.78,65.33,False
idm,IDM指数,numeric,25,3903,70.78,15.49,64.7,False
kyakushitsu,脚質,code,5,7729,70.01,6.41,64.39,False
gekiso_juni,激走順位,numeric,15,7729,68.75,8.64,64.38,False
tenkai_kigo_code,展開記号,code,5,7729,73.4,11.64,63.2,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,14,7635,71.38,15.96,63.02,False
agari_shisu_juni,上がり指数順位,numeric,15,7729,68.69,11.52,62.86,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,17,4229,66.49,8.69,62.36,False
kyusha_shisu,厩舎指数,numeric,7,1498,69.5,9.86,62.19,False
kishu_minarai_code,騎手見習,code,5,2314,68.82,7.64,62.13,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,17,3639,65.69,10.57,60.67,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,20,3434,64.28,9.89,59.95,False
chokyo_shisu,調教指数,numeric,8,1578,67.9,14.3,57.99,False
kyuyo_riyu_bunrui_code,休養理由,code,3,1713,71.03,11.54,57.97,False
kyori_tekisei_2,距離適性2,code,3,947,72.96,18.36,52.19,False
kyusha_hyoka_code,厩舎評価,code,4,7729,68.72,17.47,51.59,False
