factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
tenkai_kigo_code,展開記号,code,4,1326,78.28,4.46,73.91,False
kyori_kubun,距離区分,code,3,1422,73.2,1.36,71.65,False
sogo_shisu_decile,総合指数10分位,code,4,1332,73.01,2.81,70.25,False
agari_shisu_juni,上がり指数順位,numeric,8,872,77.68,12.81,68.8,False
kishu_shisu_decile,騎手指数10分位,code,8,1279,73.38,6.67,68.75,False
idm_decile,IDM指数10分位,code,4,1359,74.1,5.58,68.63,False
pace_shisu_juni,ペース指数順位,numeric,8,862,70.85,3.94,68.12,False
gekiso_juni,激走順位,numeric,8,883,73.93,8.71,67.89,False
ten_shisu_juni,テン指数順位,numeric,8,850,75.08,10.67,67.69,False
kyakushitsu,脚質,code,4,1422,73.51,6.4,67.24,False
ichi_shisu_juni,位置指数順位,numeric,8,875,75.19,11.75,67.04,False
ls_shisu_juni,LS指数順位,numeric,7,1386,73.42,8.62,67.04,False
kyori_tekisei,距離適性,code,3,1287,75.32,7.66,66.65,False
manken_shirushi,万券印,code,5,551,72.42,6.71,66.54,False
omo_tekisei_code,重適性,code,3,1422,77.68,9.88,66.5,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,8,1319,72.47,8.73,66.42,False
uma_deokure_bin,馬出遅率ビン,code,5,1422,75.21,10.22,66.25,False
manken_shisu_decile,万券指数10分位,code,7,1255,71.93,7.82,66.14,False
kyori_tekisei_2,距離適性2,code,3,467,76.56,9.51,65.79,False
joho_shisu_decile,情報指数10分位,code,6,1422,73.15,10.0,65.15,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,8,914,72.54,11.37,64.67,False
bataiju_zogen,馬体重増減,numeric,6,986,73.04,10.63,64.54,False
uma_start_shisu_decile,馬スタート指数10分位,code,7,1373,72.26,10.71,64.32,False
ninki_shisu_decile,人気指数10分位,code,8,1315,71.47,12.37,62.9,False
rotation_bin,ローテーションビン,code,5,1302,70.24,8.53,62.77,False
kyusha_shisu_decile,厩舎指数10分位,code,8,1240,70.99,12.44,62.37,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,8,1277,67.95,9.82,61.15,False
chokyo_shisu_decile,調教指数10分位,code,9,1351,69.61,19.81,56.67,False
hizume_code,蹄コード,code,5,1059,68.61,15.09,55.39,False
