factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
class_code,クラスコード,code,32,325139,76.06,5.08,74.3,False
manken_shirushi,万券印,code,8,227411,75.64,2.18,74.13,False
kyori_tekisei_2,距離適性2,code,4,55512,74.78,1.07,73.73,False
hizume_code,蹄コード,code,20,322746,74.59,2.39,73.54,False
keibajo_code,競馬場,code,10,360874,73.76,0.43,73.5,False
kyori_kubun,距離区分,code,4,360874,73.79,0.33,73.47,False
pace_yoso,ペース予想,code,3,348948,73.96,0.51,73.39,False
uma_deokure_bin,馬出遅率ビン,code,5,325149,74.03,0.95,73.2,False
joken_class_code,条件クラス,code,5,360874,73.41,0.71,72.79,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,615,352037,73.67,12.28,72.7,False
kyori_tekisei,距離適性,code,6,355423,74.44,2.27,72.62,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,312206,73.91,2.23,72.37,False
shiba_tekisei_code,芝適性,code,3,255387,73.69,1.74,71.72,False
da_tekisei_code,ダ適性,code,3,202300,74.31,2.58,71.39,False
manken_shisu_decile,万券指数10分位,code,10,354743,73.08,3.15,71.13,False
omo_tekisei_code,重適性,code,4,326408,72.98,2.2,70.83,False
rotation_bin,ローテーションビン,code,8,325504,73.31,3.94,70.58,False
kyakushitsu,脚質,code,5,360852,73.08,3.05,70.41,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,18,360874,78.21,17.71,70.03,False
ichi_shisu_juni,位置指数順位,numeric,18,348948,71.36,4.03,69.49,False
bataiju,馬体重,numeric,88,359792,70.63,7.47,69.07,False
ten_shisu_juni,テン指数順位,numeric,18,348948,71.26,4.94,68.98,False
pace_shisu_juni,ペース指数順位,numeric,18,348948,70.89,4.81,68.67,False
ls_shisu_juni,LS指数順位,numeric,11,348913,72.03,5.79,68.61,False
idm_decile,IDM指数10分位,code,10,360874,72.28,6.11,68.5,False
gekiso_juni,激走順位,numeric,18,348933,70.45,5.14,68.07,False
joshodo_code,上昇度,code,4,357235,77.13,9.98,67.36,False
agari_shisu_juni,上がり指数順位,numeric,18,348948,69.97,6.12,67.14,False
sogo_shisu_decile,総合指数10分位,code,10,360874,71.5,7.22,67.03,False
tenkai_kigo_code,展開記号,code,5,348948,74.07,8.26,66.83,False
bataiju_zogen,馬体重増減,numeric,38,324594,69.24,9.46,66.23,False
joho_shisu_decile,情報指数10分位,code,6,360874,72.85,8.44,66.1,False
blinker,ブリンカー,code,3,36891,70.05,3.96,65.58,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,360874,71.25,10.77,64.57,False
kishu_shisu_decile,騎手指数10分位,code,10,360874,71.05,11.0,64.23,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,360874,70.77,10.87,64.04,False
kokyu_flag,コ休フラグ,code,3,360874,72.23,7.63,63.6,False
kishu_minarai_code,騎手見習,code,6,360874,69.63,7.61,63.54,False
kyuyo_riyu_bunrui_code,休養理由,code,8,79335,68.11,6.8,63.4,False
kyusha_shisu_decile,厩舎指数10分位,code,10,360874,68.61,8.53,63.32,False
umakigo_code,馬記号,code,5,360838,67.93,7.84,61.06,False
chokyo_shisu_decile,調教指数10分位,code,10,360480,67.05,9.8,60.98,False
kyusha_hyoka_code,厩舎評価,code,4,360874,73.96,14.33,59.91,False
ninki_shisu_decile,人気指数10分位,code,10,360874,65.5,11.98,58.08,False
