segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
GLOBAL,manken_shirushi+kishu_kitai_sanchakunai_ritsu+uma_start_shisu_decile+omo_tekisei_code,manken_shirushi,kishu_kitai_sanchakunai_ritsu,uma_start_shisu_decile,omo_tekisei_code,4,452,86.5,4.57,82.03,True
GLOBAL,manken_shirushi+keibajo_code+da_tekisei_code+ichi_shisu_juni,manken_shirushi,keibajo_code,da_tekisei_code,ichi_shisu_juni,154,19085,82.65,10.27,81.02,True
GLOBAL,kyori_tekisei_2+uma_deokure_bin+kijun_ninkijun_tansho+ichi_shisu_juni,kyori_tekisei_2,uma_deokure_bin,kijun_ninkijun_tansho,ichi_shisu_juni,18,2157,84.6,8.4,80.72,True
GLOBAL,keibajo_code+rotation_bin+kijun_ninkijun_tansho+ichi_shisu_juni,keibajo_code,rotation_bin,kijun_ninkijun_tansho,ichi_shisu_juni,84,9634,82.64,10.23,80.45,True
GLOBAL,manken_shirushi+hizume_code+keibajo_code+ichi_shisu_juni,manken_shirushi,hizume_code,keibajo_code,ichi_shisu_juni,33,3616,84.12,10.81,80.43,True
GLOBAL,manken_shirushi+da_tekisei_code+kijun_ninkijun_tansho+ichi_shisu_juni,manken_shirushi,da_tekisei_code,kijun_ninkijun_tansho,ichi_shisu_juni,127,16916,81.78,10.79,79.9,False
GLOBAL,manken_shirushi+kyori_tekisei_2+da_tekisei_code+ichi_shisu_juni,manken_shirushi,kyori_tekisei_2,da_tekisei_code,ichi_shisu_juni,8,880,89.65,14.41,79.67,False
GLOBAL,class_code+keibajo_code+kijun_ninkijun_tansho+ichi_shisu_juni,class_code,keibajo_code,kijun_ninkijun_tansho,ichi_shisu_juni,5,616,90.24,12.12,79.61,False
GLOBAL,class_code+manken_shirushi+kijun_ninkijun_tansho+ichi_shisu_juni,class_code,manken_shirushi,kijun_ninkijun_tansho,ichi_shisu_juni,9,1149,89.48,15.26,79.51,False
GLOBAL,kyori_tekisei_2+shiba_tekisei_code+kijun_ninkijun_tansho+ichi_shisu_juni,kyori_tekisei_2,shiba_tekisei_code,kijun_ninkijun_tansho,ichi_shisu_juni,23,2731,82.0,8.05,78.71,False
GLOBAL,kyori_tekisei_2+da_tekisei_code+kijun_ninkijun_tansho+ichi_shisu_juni,kyori_tekisei_2,da_tekisei_code,kijun_ninkijun_tansho,ichi_shisu_juni,25,3127,81.25,7.91,78.15,False
GLOBAL,kyori_tekisei_2+joken_class_code+kijun_ninkijun_tansho+ichi_shisu_juni,kyori_tekisei_2,joken_class_code,kijun_ninkijun_tansho,ichi_shisu_juni,10,1099,82.04,6.45,78.04,False
GLOBAL,manken_shirushi+kyori_tekisei_2+kyakushitsu+ichi_shisu_juni,manken_shirushi,kyori_tekisei_2,kyakushitsu,ichi_shisu_juni,33,3920,81.31,9.57,78.04,False
GLOBAL,manken_shirushi+keibajo_code+omo_tekisei_code+ichi_shisu_juni,manken_shirushi,keibajo_code,omo_tekisei_code,ichi_shisu_juni,399,49565,78.95,10.95,77.87,False
GLOBAL,manken_shirushi+kyori_tekisei+rotation_bin+ichi_shisu_juni,manken_shirushi,kyori_tekisei,rotation_bin,ichi_shisu_juni,478,64502,78.74,10.3,77.82,False
GLOBAL,manken_shirushi+keibajo_code+joken_class_code+ichi_shisu_juni,manken_shirushi,keibajo_code,joken_class_code,ichi_shisu_juni,273,50527,79.03,10.53,77.78,False
GLOBAL,manken_shirushi+hizume_code+kyori_tekisei+ichi_shisu_juni,manken_shirushi,hizume_code,kyori_tekisei,ichi_shisu_juni,370,49902,78.76,10.09,77.74,False
GLOBAL,manken_shirushi+da_tekisei_code+rotation_bin+ichi_shisu_juni,manken_shirushi,da_tekisei_code,rotation_bin,ichi_shisu_juni,381,50025,78.82,11.73,77.64,False
GLOBAL,hizume_code+keibajo_code+kijun_ninkijun_tansho+ichi_shisu_juni,hizume_code,keibajo_code,kijun_ninkijun_tansho,ichi_shisu_juni,94,11320,79.82,11.55,77.48,False
GLOBAL,manken_shirushi+manken_shisu_decile+rotation_bin+ichi_shisu_juni,manken_shirushi,manken_shisu_decile,rotation_bin,ichi_shisu_juni,315,47993,78.6,10.76,77.41,False
GLOBAL,manken_shirushi+joken_class_code+rotation_bin+ichi_shisu_juni,manken_shirushi,joken_class_code,rotation_bin,ichi_shisu_juni,549,80078,78.19,10.46,77.31,False
