segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
GLOBAL,kijun_ninkijun_tansho+bataiju+ten_shisu_juni,kijun_ninkijun_tansho,bataiju,ten_shisu_juni,70,8618,86.56,8.19,84.64,True
GLOBAL,kijun_ninkijun_tansho+bataiju+pace_shisu_juni,kijun_ninkijun_tansho,bataiju,pace_shisu_juni,123,15665,82.97,8.93,81.39,True
GLOBAL,bataiju+ten_shisu_juni+idm_decile,bataiju,ten_shisu_juni,idm_decile,182,20156,81.75,12.35,79.96,False
GLOBAL,manken_shisu_decile+bataiju+ten_shisu_juni,manken_shisu_decile,bataiju,ten_shisu_juni,71,7567,82.39,11.3,79.77,False
GLOBAL,bataiju+pace_shisu_juni+idm_decile,bataiju,pace_shisu_juni,idm_decile,239,26967,81.0,10.58,79.66,False
GLOBAL,manken_shirushi+bataiju+idm_decile,manken_shirushi,bataiju,idm_decile,206,22305,80.06,11.62,78.47,False
GLOBAL,manken_shisu_decile+bataiju+pace_shisu_juni,manken_shisu_decile,bataiju,pace_shisu_juni,126,13604,79.56,9.32,77.94,False
GLOBAL,kijun_ninkijun_tansho+bataiju+idm_decile,kijun_ninkijun_tansho,bataiju,idm_decile,453,53953,77.96,11.57,76.89,False
GLOBAL,manken_shirushi+keibajo_code+bataiju,manken_shirushi,keibajo_code,bataiju,372,42707,78.02,11.54,76.85,False
GLOBAL,manken_shirushi+rotation_bin+bataiju,manken_shirushi,rotation_bin,bataiju,664,86230,77.51,11.2,76.66,False
GLOBAL,manken_shirushi+uma_start_shisu_decile+bataiju,manken_shirushi,uma_start_shisu_decile,bataiju,323,53436,77.52,9.4,76.5,False
GLOBAL,manken_shirushi+hizume_code+bataiju,manken_shirushi,hizume_code,bataiju,525,68404,77.26,10.95,76.32,False
GLOBAL,rotation_bin+bataiju+ten_shisu_juni,rotation_bin,bataiju,ten_shisu_juni,688,83325,77.09,12.19,76.17,False
GLOBAL,manken_shirushi+ichi_shisu_juni+bataiju,manken_shirushi,ichi_shisu_juni,bataiju,147,17567,77.76,11.03,75.98,False
GLOBAL,keibajo_code+bataiju+ten_shisu_juni,keibajo_code,bataiju,ten_shisu_juni,331,36818,77.31,12.48,75.96,False
GLOBAL,manken_shirushi+manken_shisu_decile+bataiju,manken_shirushi,manken_shisu_decile,bataiju,638,102636,76.78,10.51,75.96,False
GLOBAL,manken_shirushi+kyori_tekisei_2+ten_shisu_juni,manken_shirushi,kyori_tekisei_2,ten_shisu_juni,169,26417,77.33,10.37,75.76,False
GLOBAL,manken_shirushi+kyori_tekisei+bataiju,manken_shirushi,kyori_tekisei,bataiju,1038,164492,76.39,10.72,75.74,False
GLOBAL,class_code+manken_shirushi+pace_yoso,class_code,manken_shirushi,pace_yoso,274,190811,76.71,8.32,75.73,False
