segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
KEIBAJO_SURFACE_07_ダ_1勝クラス,tenkai_kigo_code+kyori_kubun+idm_decile,tenkai_kigo_code,kyori_kubun,idm_decile,3,378,78.35,11.61,65.21,False
KEIBAJO_SURFACE_07_ダ_1勝クラス,kyori_kubun+omo_tekisei_code+idm_decile,kyori_kubun,omo_tekisei_code,idm_decile,3,458,74.62,11.25,61.89,False
KEIBAJO_SURFACE_07_ダ_1勝クラス,kyori_kubun+kyori_tekisei+idm_decile,kyori_kubun,kyori_tekisei,idm_decile,3,451,79.58,16.63,60.76,False
KEIBAJO_SURFACE_07_ダ_1勝クラス,tenkai_kigo_code+kyori_kubun+kyakushitsu,tenkai_kigo_code,kyori_kubun,kyakushitsu,3,370,74.55,16.32,56.08,False
KEIBAJO_SURFACE_07_ダ_1勝クラス,tenkai_kigo_code+omo_tekisei_code+kyori_tekisei,tenkai_kigo_code,omo_tekisei_code,kyori_tekisei,3,449,71.36,15.86,53.41,False
KEIBAJO_SURFACE_07_ダ_1勝クラス,kyori_kubun+omo_tekisei_code+kyori_tekisei,kyori_kubun,omo_tekisei_code,kyori_tekisei,3,546,66.37,15.44,48.91,False
KEIBAJO_SURFACE_07_ダ_1勝クラス,kyori_kubun+sogo_shisu_decile+idm_decile,kyori_kubun,sogo_shisu_decile,idm_decile,3,503,74.43,23.23,48.15,False
KEIBAJO_SURFACE_07_ダ_1勝クラス,tenkai_kigo_code+kyakushitsu+kyori_tekisei,tenkai_kigo_code,kyakushitsu,kyori_tekisei,3,315,72.23,21.39,48.03,False
KEIBAJO_SURFACE_07_ダ_1勝クラス,kishu_kitai_rentai_decile+kishu_shisu_decile+kishu_kitai_tansho_decile,kishu_kitai_rentai_decile,kishu_shisu_decile,kishu_kitai_tansho_decile,3,411,67.91,17.7,47.88,False
KEIBAJO_SURFACE_07_ダ_1勝クラス,kyori_kubun+omo_tekisei_code+sogo_shisu_decile,kyori_kubun,omo_tekisei_code,sogo_shisu_decile,3,404,68.32,25.99,38.91,False
KEIBAJO_SURFACE_07_ダ_1勝クラス,omo_tekisei_code+kyakushitsu+joho_shisu_decile,omo_tekisei_code,kyakushitsu,joho_shisu_decile,3,322,55.54,25.58,26.6,False
