segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
SURFACE_2_芝_未勝利,agari_shisu_juni+manken_shisu_decile+umakigo_code+gekiso_juni,agari_shisu_juni,manken_shisu_decile,umakigo_code,gekiso_juni,4,640,83.6,3.87,79.81,False
SURFACE_2_芝_未勝利,kyori_kubun+bataiju_zogen+uma_deokure_bin+uma_start_shisu_decile,kyori_kubun,bataiju_zogen,uma_deokure_bin,uma_start_shisu_decile,8,1016,82.53,5.01,79.06,False
SURFACE_2_芝_未勝利,pace_yoso+agari_shisu_juni+manken_shisu_decile+rotation_bin,pace_yoso,agari_shisu_juni,manken_shisu_decile,rotation_bin,5,635,83.02,5.26,78.41,False
SURFACE_2_芝_未勝利,shiba_tekisei_code+kyori_tekisei_2+bataiju_zogen+uma_start_shisu_decile,shiba_tekisei_code,kyori_tekisei_2,bataiju_zogen,uma_start_shisu_decile,6,779,82.77,5.64,78.26,False
SURFACE_2_芝_未勝利,keibajo_code+hizume_code+pace_yoso+bataiju_zogen,keibajo_code,hizume_code,pace_yoso,bataiju_zogen,3,357,81.49,3.48,77.56,False
SURFACE_2_芝_未勝利,pace_yoso+kyori_tekisei_2+bataiju_zogen+uma_start_shisu_decile,pace_yoso,kyori_tekisei_2,bataiju_zogen,uma_start_shisu_decile,3,354,78.51,1.03,77.34,False
SURFACE_2_芝_未勝利,kyori_kubun+uma_deokure_bin+uma_start_shisu_decile+gekiso_juni,kyori_kubun,uma_deokure_bin,uma_start_shisu_decile,gekiso_juni,3,327,80.79,3.28,77.08,False
SURFACE_2_芝_未勝利,shiba_tekisei_code+agari_shisu_juni+manken_shisu_decile+rotation_bin,shiba_tekisei_code,agari_shisu_juni,manken_shisu_decile,rotation_bin,8,1136,84.35,10.52,77.06,False
SURFACE_2_芝_未勝利,shiba_tekisei_code+agari_shisu_juni+manken_shisu_decile+gekiso_juni,shiba_tekisei_code,agari_shisu_juni,manken_shisu_decile,gekiso_juni,4,547,82.28,5.39,77.0,False
SURFACE_2_芝_未勝利,agari_shisu_juni+manken_shisu_decile+rotation_bin+umakigo_code,agari_shisu_juni,manken_shisu_decile,rotation_bin,umakigo_code,9,1324,81.84,7.75,76.78,False
SURFACE_2_芝_未勝利,shiba_tekisei_code+uma_deokure_bin+agari_shisu_juni+gekiso_juni,shiba_tekisei_code,uma_deokure_bin,agari_shisu_juni,gekiso_juni,3,414,80.15,3.38,76.32,False
SURFACE_2_芝_未勝利,shiba_tekisei_code+kyori_tekisei+bataiju_zogen+agari_shisu_juni,shiba_tekisei_code,kyori_tekisei,bataiju_zogen,agari_shisu_juni,17,1900,79.05,6.0,76.2,False
SURFACE_2_芝_未勝利,bataiju_zogen+manken_shisu_decile+uma_start_shisu_decile+umakigo_code,bataiju_zogen,manken_shisu_decile,uma_start_shisu_decile,umakigo_code,20,2717,80.25,9.99,75.87,False
SURFACE_2_芝_未勝利,kyori_kubun+keibajo_code+kyori_tekisei+manken_shirushi,kyori_kubun,keibajo_code,kyori_tekisei,manken_shirushi,6,737,81.46,7.41,75.53,False
