factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,2703,74.22,0.87,73.23,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,3,389,72.8,0.34,72.41,False
joken_class_code,条件クラス,code,5,2703,74.21,2.45,72.06,False
ichi_shisu_juni,位置指数順位,numeric,11,2400,74.86,7.11,70.66,False
class_code,クラスコード,code,6,2000,74.91,5.34,70.64,False
gekiso_juni,激走順位,numeric,11,2434,73.69,7.46,69.28,False
uma_start_shisu,馬スタート指数,numeric,6,2030,75.3,7.68,69.15,False
omo_tekisei_code,重適性,code,3,2655,72.61,3.22,68.96,False
pace_shisu_juni,ペース指数順位,numeric,11,2394,72.83,7.8,68.23,False
tenkai_kigo_code,展開記号,code,5,2703,77.2,10.53,67.97,False
hizume_code,蹄コード,code,7,2388,72.7,7.25,67.33,False
agari_shisu_juni,上がり指数順位,numeric,11,2425,73.07,9.85,67.25,False
rotation,ローテーション,numeric,8,1992,73.01,8.91,66.84,False
ten_shisu_juni,テン指数順位,numeric,11,2386,74.25,12.65,66.77,False
manken_shirushi,万券印,code,8,1813,73.99,10.77,66.53,False
kyakushitsu,脚質,code,4,2665,71.75,5.59,66.27,False
kyori_tekisei,距離適性,code,4,2611,69.44,6.35,63.22,False
uma_deokure_ritsu,馬出遅率,numeric,4,1054,71.51,8.49,63.18,False
ls_shisu_juni,LS指数順位,numeric,8,2668,70.89,12.6,62.16,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,10,2449,69.54,12.57,61.75,False
kishu_shisu,騎手指数,numeric,10,1635,66.48,8.13,61.44,False
shiba_tekisei_code,芝適性,code,3,2610,68.83,12.62,54.55,False
