factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_kubun,距離区分,code,3,8043,73.63,0.43,73.14,False
omo_tekisei_code,重適性,code,3,8010,73.64,1.88,71.51,False
manken_shirushi,万券印,code,8,4949,76.24,7.45,71.08,False
ichi_shisu_juni,位置指数順位,numeric,16,8043,73.08,4.09,71.07,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,7942,73.11,3.2,70.9,False
bataiju,馬体重,numeric,35,6469,73.17,7.78,70.59,False
umakigo_code,馬記号,code,3,8014,75.1,4.08,70.48,False
bataiju_zogen,馬体重増減,numeric,13,7474,75.16,8.8,70.38,False
kyusha_hyoka_code,厩舎評価,code,3,7976,81.9,10.4,70.14,False
kyakushitsu,脚質,code,4,8041,73.04,2.96,70.13,False
hizume_code,蹄コード,code,10,7501,72.99,4.76,70.04,False
pace_shisu_juni,ペース指数順位,numeric,16,8043,72.24,5.92,69.34,False
kyori_tekisei,距離適性,code,5,7922,72.29,3.59,69.13,False
kishu_minarai_code,騎手見習,code,4,8016,76.72,8.14,68.75,False
uma_deokure_bin,馬出遅率ビン,code,5,8019,72.92,5.22,68.35,False
rotation_bin,ローテーションビン,code,8,8043,72.22,5.7,68.28,False
ten_shisu_juni,テン指数順位,numeric,16,8043,71.9,7.64,68.15,False
ls_shisu_juni,LS指数順位,numeric,8,8011,72.82,7.65,67.52,False
gekiso_juni,激走順位,numeric,16,8043,70.54,8.87,66.19,False
manken_shisu_decile,万券指数10分位,code,10,7870,70.89,7.74,66.09,False
agari_shisu_juni,上がり指数順位,numeric,16,8043,70.12,10.53,64.96,False
kyori_tekisei_2,距離適性2,code,3,1632,71.37,7.75,62.6,False
joho_shisu_decile,情報指数10分位,code,6,8043,72.03,11.85,62.54,False
tenkai_kigo_code,展開記号,code,5,8043,74.7,14.2,62.26,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,7971,67.3,11.4,61.53,False
class_code,クラスコード,code,5,7825,71.61,13.52,59.76,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,8043,66.4,11.82,59.07,False
chokyo_shisu_decile,調教指数10分位,code,10,8043,66.7,13.6,58.28,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,8043,65.93,12.6,58.12,False
kishu_shisu_decile,騎手指数10分位,code,10,8043,66.4,13.72,57.89,False
kyusha_shisu_decile,厩舎指数10分位,code,10,8043,65.96,13.63,57.51,False
idm_decile,IDM指数10分位,code,7,7961,72.11,21.73,56.01,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,16,2297,60.83,16.25,52.87,False
ninki_shisu_decile,人気指数10分位,code,9,7990,63.19,17.88,51.5,False
kyuyo_riyu_bunrui_code,休養理由,code,3,2197,66.84,16.6,48.06,False
sogo_shisu_decile,総合指数10分位,code,8,8026,64.53,24.49,47.56,False
