factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
omo_tekisei_code,重適性,code,3,2748,75.58,1.16,74.27,False
manken_shirushi,万券印,code,8,1684,77.19,4.64,73.97,False
uma_deokure_bin,馬出遅率ビン,code,5,2749,75.73,2.52,73.52,False
bataiju_zogen,馬体重増減,numeric,10,2396,78.33,8.63,72.98,False
kyori_kubun,距離区分,code,4,2754,75.37,2.69,72.73,False
manken_shisu_decile,万券指数10分位,code,6,2516,77.33,7.37,71.43,False
kyori_tekisei_2,距離適性2,code,3,1361,77.66,5.84,71.04,False
class_code,クラスコード,code,6,2624,77.04,7.57,70.98,False
ls_shisu_juni,LS指数順位,numeric,8,2658,75.32,6.81,70.6,False
ichi_shisu_juni,位置指数順位,numeric,15,2633,75.24,9.18,70.59,False
rotation_bin,ローテーションビン,code,5,2595,74.23,4.34,70.42,False
hizume_code,蹄コード,code,8,2505,80.22,15.16,69.71,False
kyori_tekisei,距離適性,code,3,2645,74.52,4.28,69.68,False
agari_shisu_juni,上がり指数順位,numeric,15,2647,75.62,13.73,68.67,False
ten_shisu_juni,テン指数順位,numeric,16,2728,74.43,11.84,68.63,False
tenkai_kigo_code,展開記号,code,5,2754,74.38,6.71,68.5,False
gekiso_juni,激走順位,numeric,14,2580,74.24,11.55,68.19,False
pace_shisu_juni,ペース指数順位,numeric,14,2568,74.93,12.95,68.15,False
idm_decile,IDM指数10分位,code,3,2674,75.55,7.87,66.64,False
joho_shisu_decile,情報指数10分位,code,6,2754,73.94,9.38,66.44,False
uma_start_shisu_decile,馬スタート指数10分位,code,7,2682,77.58,15.28,66.27,False
sogo_shisu_decile,総合指数10分位,code,3,2665,71.45,4.72,66.12,False
kishu_shisu_decile,騎手指数10分位,code,9,2689,71.23,10.72,64.22,False
kyakushitsu,脚質,code,4,2754,74.79,11.11,63.9,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,13,2587,74.01,20.26,63.0,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,9,2696,70.89,12.85,62.49,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,9,2697,69.14,16.63,58.27,False
kyusha_shisu_decile,厩舎指数10分位,code,10,2754,68.98,17.36,58.22,False
chokyo_shisu_decile,調教指数10分位,code,10,2754,69.32,18.17,58.06,False
ninki_shisu_decile,人気指数10分位,code,8,2688,69.16,17.43,57.08,False
bataiju,馬体重,numeric,3,308,66.31,13.41,51.14,False
