segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
KEIBAJO_SURFACE_08_芝_1勝クラス,kyori_kubun+kyori_tekisei+uma_start_shisu,kyori_kubun,kyori_tekisei,uma_start_shisu,3,348,79.16,8.93,69.06,False
KEIBAJO_SURFACE_08_芝_1勝クラス,kyori_tekisei+kyakushitsu+omo_tekisei_code,kyori_tekisei,kyakushitsu,omo_tekisei_code,4,521,71.02,3.65,67.44,False
KEIBAJO_SURFACE_08_芝_1勝クラス,kyori_kubun+kyori_tekisei+kyakushitsu,kyori_kubun,kyori_tekisei,kyakushitsu,4,525,73.72,6.42,67.43,False
KEIBAJO_SURFACE_08_芝_1勝クラス,kyori_kubun+kyori_tekisei+omo_tekisei_code,kyori_kubun,kyori_tekisei,omo_tekisei_code,5,800,71.72,6.12,66.36,False
KEIBAJO_SURFACE_08_芝_1勝クラス,kyori_kubun+omo_tekisei_code+tenkai_kigo_code,kyori_kubun,omo_tekisei_code,tenkai_kigo_code,3,474,72.3,5.37,66.23,False
KEIBAJO_SURFACE_08_芝_1勝クラス,kyori_tekisei+omo_tekisei_code+tenkai_kigo_code,kyori_tekisei,omo_tekisei_code,tenkai_kigo_code,5,789,71.47,6.94,65.39,False
KEIBAJO_SURFACE_08_芝_1勝クラス,kyori_tekisei+kyori_tekisei_2+tenkai_kigo_code,kyori_tekisei,kyori_tekisei_2,tenkai_kigo_code,3,443,72.26,6.24,65.2,False
KEIBAJO_SURFACE_08_芝_1勝クラス,kyori_kubun+kyakushitsu+tenkai_kigo_code,kyori_kubun,kyakushitsu,tenkai_kigo_code,3,422,77.49,12.01,63.9,False
KEIBAJO_SURFACE_08_芝_1勝クラス,kyori_kubun+kyori_tekisei+kyori_tekisei_2,kyori_kubun,kyori_tekisei,kyori_tekisei_2,3,510,75.89,10.66,63.82,False
KEIBAJO_SURFACE_08_芝_1勝クラス,kyori_tekisei+kyori_tekisei_2+omo_tekisei_code,kyori_tekisei,kyori_tekisei_2,omo_tekisei_code,3,454,66.45,3.13,62.9,False
KEIBAJO_SURFACE_08_芝_1勝クラス,kyori_kubun+kyori_tekisei+tenkai_kigo_code,kyori_kubun,kyori_tekisei,tenkai_kigo_code,5,811,69.26,8.36,61.93,False
KEIBAJO_SURFACE_08_芝_1勝クラス,kyori_tekisei+kyakushitsu+tenkai_kigo_code,kyori_tekisei,kyakushitsu,tenkai_kigo_code,5,728,72.31,14.29,59.79,False
KEIBAJO_SURFACE_08_芝_1勝クラス,kyakushitsu+omo_tekisei_code+tenkai_kigo_code,kyakushitsu,omo_tekisei_code,tenkai_kigo_code,5,820,69.37,11.37,59.4,False
