factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,11076,74.05,0.39,73.61,False
da_tekisei_code,ダ適性,code,3,9286,74.79,1.87,72.68,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,10332,74.9,3.99,72.14,False
joken_class_code,条件クラス,code,5,11076,73.03,1.32,71.87,False
manken_shirushi,万券印,code,8,6669,76.13,6.96,71.3,False
bataiju,馬体重,numeric,42,9589,74.32,11.09,70.97,False
hizume_code,蹄コード,code,9,9772,73.52,3.9,70.97,False
omo_tekisei_code,重適性,code,3,10323,73.85,2.64,70.86,False
umakigo_code,馬記号,code,3,11056,73.56,2.65,70.56,False
uma_deokure_bin,馬出遅率ビン,code,5,10394,73.82,3.79,70.49,False
bataiju_zogen,馬体重増減,numeric,14,9767,73.3,5.83,70.25,False
ichi_shisu_juni,位置指数順位,numeric,16,11076,73.49,6.68,70.22,False
ls_shisu_juni,LS指数順位,numeric,8,10987,76.88,9.73,70.14,False
rotation_bin,ローテーションビン,code,8,10400,76.04,9.02,69.79,False
manken_shisu_decile,万券指数10分位,code,10,10956,74.53,7.85,69.67,False
kyakushitsu,脚質,code,5,11076,72.49,3.76,69.19,False
idm_decile,IDM指数10分位,code,10,11076,72.75,6.27,68.86,False
pace_shisu_juni,ペース指数順位,numeric,16,11076,72.19,6.87,68.82,False
joho_shisu_decile,情報指数10分位,code,6,11076,74.33,7.03,68.7,False
ten_shisu_juni,テン指数順位,numeric,16,11076,71.94,7.02,68.5,False
gekiso_juni,激走順位,numeric,16,11076,71.36,6.81,68.02,False
joshodo_code,上昇度,code,3,10970,72.63,4.14,67.94,False
class_code,クラスコード,code,10,10040,73.35,9.2,67.65,False
sogo_shisu_decile,総合指数10分位,code,10,11076,72.18,7.63,67.45,False
kyori_tekisei,距離適性,code,4,10916,74.95,7.68,67.42,False
agari_shisu_juni,上がり指数順位,numeric,16,11076,71.01,8.3,66.94,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,11076,72.08,8.37,66.89,False
tenkai_kigo_code,展開記号,code,5,11076,74.94,10.18,66.01,False
kishu_shisu_decile,騎手指数10分位,code,10,11076,71.51,8.92,65.98,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,11076,71.47,9.07,65.85,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,11076,73.58,15.88,65.8,False
shiba_tekisei_code,芝適性,code,3,6349,74.46,8.06,65.33,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,23,5338,69.8,13.0,64.49,False
chokyo_shisu_decile,調教指数10分位,code,10,11053,69.82,8.82,64.35,False
kyusha_hyoka_code,厩舎評価,code,4,11076,72.87,10.37,62.71,False
kyusha_shisu_decile,厩舎指数10分位,code,10,11076,67.91,13.99,59.24,False
ninki_shisu_decile,人気指数10分位,code,10,11076,66.96,12.48,59.22,False
kishu_minarai_code,騎手見習,code,6,11076,69.7,17.42,55.75,False
kyuyo_riyu_bunrui_code,休養理由,code,3,2566,65.57,8.74,55.68,False
