factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,3,315,82.7,3.15,79.14,False
joken_class_code,条件クラス,code,3,1304,73.05,1.64,71.2,False
gekiso_juni,激走順位,numeric,5,537,80.54,13.03,69.12,False
kyori_tekisei,距離適性,code,3,1186,74.45,4.79,69.03,False
agari_shisu_juni,上がり指数順位,numeric,5,524,76.53,8.92,68.71,False
class_code,クラスコード,code,3,1022,75.79,6.29,68.67,False
ls_shisu_juni,LS指数順位,numeric,6,1206,73.87,6.75,68.47,False
uma_start_shisu,馬スタート指数,numeric,3,633,78.3,9.77,67.24,False
pace_shisu_juni,ペース指数順位,numeric,6,621,75.89,12.47,65.9,False
ichi_shisu_juni,位置指数順位,numeric,6,629,72.56,10.51,64.16,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,7,773,75.93,19.11,61.78,False
hizume_code,蹄コード,code,5,943,76.66,17.6,61.23,False
kyakushitsu,脚質,code,4,1298,72.15,14.16,58.27,False
rotation,ローテーション,numeric,3,513,65.57,7.58,57.0,False
ten_shisu_juni,テン指数順位,numeric,3,307,71.95,17.04,52.67,False
tenkai_kigo_code,展開記号,code,4,1215,65.61,25.22,40.89,False
