factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
nyukyu_nannichimae,入厩何日前,numeric,20,4552,76.92,6.94,73.88,False
pace_yoso,ペース予想,code,3,13203,73.91,0.88,72.92,False
omo_tekisei_code,重適性,code,3,12054,74.06,1.43,72.44,False
manken_shirushi,万券印,code,8,8677,75.98,5.21,72.37,False
uma_deokure_ritsu,馬出遅率,numeric,24,10674,76.01,9.3,72.29,False
joken_class_code,条件クラス,code,5,13203,73.2,1.09,72.24,False
ichi_shisu_juni,位置指数順位,numeric,16,13203,75.27,6.79,71.94,False
joshodo_code,上昇度,code,3,13062,72.97,0.97,71.87,False
ichi_shisu,位置指数,numeric,39,5937,74.91,9.73,71.85,False
rotation,ローテーション,numeric,19,11571,75.76,8.8,71.8,False
uma_start_shisu,馬スタート指数,numeric,15,11528,74.55,6.42,71.3,False
joho_shisu,情報指数,numeric,42,12808,74.13,10.33,71.01,False
kyakushitsu,脚質,code,5,13202,73.17,2.48,71.0,False
manken_shisu,万券指数,numeric,43,11864,73.57,9.25,70.81,False
kishu_shisu,騎手指数,numeric,26,12468,73.56,8.03,70.48,False
ten_shisu_juni,テン指数順位,numeric,16,13203,72.66,5.85,69.8,False
hizume_code,蹄コード,code,11,11638,73.38,7.17,69.14,False
umakigo_code,馬記号,code,3,13200,72.78,3.4,68.93,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,13124,73.92,9.99,68.86,False
gekiso_juni,激走順位,numeric,16,13203,73.69,9.92,68.83,False
da_tekisei_code,ダ適性,code,3,10676,74.26,5.35,68.2,False
pace_shisu_juni,ペース指数順位,numeric,16,13203,71.28,7.7,67.5,False
idm,IDM指数,numeric,44,8473,71.31,13.01,67.46,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,22,6590,70.88,9.95,66.72,False
ls_shisu_juni,LS指数順位,numeric,9,13174,71.63,8.21,66.27,False
kyusha_hyoka_code,厩舎評価,code,3,13191,74.79,7.61,66.18,False
tenkai_kigo_code,展開記号,code,5,13203,74.1,9.07,66.15,False
kyori_tekisei_2,距離適性2,code,3,1214,71.41,4.66,66.13,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,23,5062,71.32,12.75,66.11,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,20,5411,70.59,10.93,65.8,False
class_code,クラスコード,code,12,11883,71.31,10.2,65.53,False
kyori_tekisei,距離適性,code,4,12979,70.29,5.37,65.02,False
agari_shisu_juni,上がり指数順位,numeric,16,13203,69.22,9.16,64.73,False
gekiso_shisu,激走指数,numeric,22,2367,70.12,15.07,63.82,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,9,3681,70.7,13.04,62.18,False
pace_shisu,ペース指数,numeric,4,1101,68.1,6.8,61.43,False
ten_shisu,テン指数,numeric,7,1341,70.99,13.24,61.18,False
agari_shisu,上がり指数,numeric,4,1055,68.05,8.59,59.63,False
kyuyo_riyu_bunrui_code,休養理由,code,3,2317,69.99,9.35,59.42,False
kishu_minarai_code,騎手見習,code,4,1796,64.9,9.39,55.7,False
chokyo_shisu,調教指数,numeric,10,1618,61.3,15.51,51.68,False
ninki_shisu,人気指数,numeric,5,515,65.74,16.91,50.91,False
